entity1,relations,entity2
Q735,P3095,Q483501
Q44619,P1889,Q1522565
Q61509,P279,Q79782
Q37226,P425,Q8434
Q37226,P279,Q702269
Q37226,P461,Q48282
Q170584,P31,Q151885
Q170584,P1552,Q4503831
Q170584,P1552,Q327245
Q9609,P2789,Q1072
Q131774,P155,Q276258
Q188572,P461,Q3962655
Q188572,P361,Q7949
Q188572,P460,Q7949
Q188572,P1552,Q7949
Q1683540,P461,Q1503443
Q1683540,P1382,Q337349
Q235282,P279,Q379833
Q235282,P361,Q1318295
Q240673,P31,Q151885
Q131841,P361,Q9420
Q131841,P279,Q151885
Q131841,P460,Q151885
Q79871,P461,Q15304496
Q31235,P279,Q11424
Q188830,P461,Q212878
Q4340209,P780,Q9690
Q4340209,P689,Q8441
Q4340209,P689,Q467
Q28578,P279,Q775842
Q3882219,P279,Q132821
Q3882219,P1889,Q132821
Q178651,P31,Q483394
Q1313,P156,Q1314
Q1313,P1889,Q24384
Q1313,P279,Q24384
Q11402,P4934,Q41273
Q7743,P279,Q41176
Q7743,P279,Q3947
Q7743,P1889,Q3947
Q7272674,P31,Q11424
Q3957,P361,Q6256
Q3957,P1889,Q515
Q3957,P279,Q177634
Q3957,P3730,Q515
Q3010,P279,Q7569
Q3010,P461,Q3031
Q11425,P279,Q932586
Q838795,P279,Q1004
Q838795,P527,Q1983062
Q1712140,P279,Q9332
Q79782,P1552,Q11465
Q9081,P279,Q492
Q9081,P1382,Q46744
Q9081,P1382,Q164359
Q193432,P279,Q215627
Q349,P3095,Q2066131
Q349,P366,Q208195
Q3230,P361,Q2
Q3230,P31,Q8104
Q3230,P376,Q2
Q82799,P279,Q8171
Q82799,P279,Q3695082
Q82799,P361,Q315
Q124490,P1542,Q81938
Q124490,P361,Q600571
Q10870555,P279,Q49848
Q283,P1552,Q1075
Q283,P462,Q3133
Q283,P462,Q3142
Q283,P462,Q23444
Q283,P361,Q2095
Q178561,P361,Q198
Q178561,P279,Q650711
Q52948,P276,Q58778
Q198,P461,Q454
Q198,P527,Q178561
Q9165,P279,Q450
Q9165,P361,Q215627
Q2238195,P279,Q35874
Q165950,P279,Q83267
Q450,P460,Q353284
Q450,P461,Q18237
Q235113,P279,Q193291
Q508291,P461,Q723897
Q133279,P461,Q9645
Q746628,P279,Q180516
Q126017,P279,Q36253
Q103076,P1889,Q3429919
Q290,P1889,Q48277
Q7560,P279,Q7566
Q7560,P461,Q7565
Q177232,P461,Q308194
Q177232,P461,Q7566
Q578,P527,Q39911
Q578,P111,Q11471
Q483501,P425,Q735
Q483501,P279,Q702269
Q1110323,P31,Q4830453
Q46744,P1382,Q9081
Q46744,P1382,Q164359
Q2095,P366,Q213449
Q82821,P361,Q11042
Q638,P279,Q735
Q638,P279,Q173799
Q638,P279,Q11461
Q638,P527,Q11461
Q638,P3095,Q486748
Q178354,P461,Q430727
Q2995644,P1269,Q179289
Q170579,P1889,Q35874
Q170579,P279,Q2844542
Q165,P279,Q2221906
Q211236,P279,Q215627
Q39911,P361,Q578
Q7515398,P279,Q9415
Q11410,P279,Q173799
Q11410,P279,Q1150958
Q11410,P361,Q11042
Q98539357,P460,Q1474278
Q205961,P279,Q9081
Q3109189,P360,Q8171
Q1412160,P279,Q9415
Q1412160,P1889,Q752118
Q1412160,P1269,Q182263
Q1412160,P1269,Q9418
Q1412160,P31,Q9415
Q37017,P527,Q7364
Q37017,P527,Q9635
Q37017,P527,Q47038
Q37017,P361,Q23640
Q179723,P2283,Q729
Q179723,P2283,Q5
Q208195,P461,Q81938
Q208195,P279,Q9415
Q49007,P279,Q28823
Q160232,P461,Q316
Q186892,P1995,Q9418
Q2066131,P425,Q349
Q105674,P279,Q349
Q105674,P279,Q219067
Q41273,P4934,Q11465
Q1166770,P361,Q336
Q1329012,P361,Q641118
Q1420,P527,Q2207370
Q1420,P1542,Q61509
Q650711,P1552,Q124490
Q650711,P3095,Q4991371
Q11081619,P1889,Q2
Q8253,P31,Q483394
Q23640,P527,Q1073
Q23640,P527,Q173253
Q23640,P527,Q9635
Q23640,P527,Q37017
Q1726864,P31,Q9415
Q558363,P927,Q7364
Q558363,P2670,Q7364
Q558363,P1889,Q162668
Q203872,P31,Q151885
Q203872,P460,Q468777
Q430727,P461,Q178354
Q12684,P279,Q11042
Q12684,P1269,Q9053464
Q6502154,P279,Q61509
Q337349,P31,Q157811
Q337349,P527,Q666985
Q337349,P1382,Q1530061
Q337349,P1382,Q1683540
Q205555,P527,Q328835
Q205555,P1889,Q9415
Q205555,P1889,Q173253
Q205555,P828,Q9415
Q932586,P1056,Q11424
Q932586,P279,Q590870
Q290667,P279,Q207961
Q628523,P1552,Q1530061
Q11472,P366,Q735
Q708,P462,Q42519
Q787483,P279,Q131841
Q5167661,P31,Q151885
Q83500,P461,Q795
Q83500,P460,Q353284
Q2207370,P1889,Q1144593
Q36348,P1269,Q35831
Q6428674,P2579,Q309
Q573,P527,Q25235
Q573,P527,Q575
Q573,P527,Q52643
Q573,P361,Q23387
Q215627,P279,Q795052
Q215627,P1552,Q48277
Q215627,P1552,Q641118
Q215627,P1889,Q5
Q1144593,P1889,Q2207370
Q1207302,P129,Q2095
Q19426,P1269,Q1075
Q181600,P279,Q5
Q181600,P1889,Q15304496
Q186619,P279,Q628523
Q1553259,P279,Q46744
Q1553259,P1269,Q179289
Q36963,P279,Q192581
Q36963,P156,Q213449
Q36963,P121,Q34168
Q9510,P1552,Q468777
Q9510,P31,Q151885
Q9614,P366,Q124794
Q23392,P279,Q283
Q23392,P1269,Q283
Q23392,P186,Q283
Q3947,P527,Q42948
Q3947,P527,Q35473
Q3947,P527,Q180516
Q3947,P527,Q217164
Q3947,P366,Q7743
Q3947,P1889,Q7743
Q291,P31,Q483394
Q185583,P527,Q11002
Q185583,P186,Q11002
Q7364,P366,Q162668
Q35473,P366,Q210064
Q35473,P186,Q11469
Q3429919,P279,Q37260
Q3429919,P1889,Q103076
Q3429919,P3095,Q28389
Q222749,P31,Q735
Q222749,P3095,Q33999
Q222749,P1889,Q184485
Q3196,P1536,Q210064
Q517,P106,Q39018
Q517,P31,Q5
Q8078,P527,Q179289
Q8078,P31,Q336
Q8078,P279,Q5891
Q192581,P1889,Q656365
Q7925,P527,Q283
Q10861465,P461,Q595094
Q128758,P279,Q35874
Q13430821,P527,Q215627
Q13430821,P1889,Q177634
Q775842,P31,Q9415
Q775842,P279,Q9415
Q33767,P527,Q83360
Q144,P366,Q36963
Q81938,P461,Q208195
Q3236990,P279,Q215627
Q177634,P1889,Q13430821
Q12151852,P279,Q205555
Q7366,P31,Q483394
Q1073,P361,Q23640
Q1073,P927,Q23640
Q641118,P527,Q9332
Q641118,P527,Q9415
Q641118,P31,Q151885
Q641118,P2579,Q9418
Q641118,P1269,Q9418
Q8425,P31,Q151885
Q8425,P1552,Q345367
Q8425,P2670,Q5
Q706622,P31,Q151885
Q706622,P1382,Q4503831
Q706622,P527,Q4503831
Q80930,P279,Q25372
Q80930,P31,Q483394
Q11633,P366,Q208195
Q11633,P31,Q735
Q1124198,P279,Q205555
Q1124198,P101,Q5891
Q1124198,P31,Q151885
Q344,P279,Q11471
Q344,P155,Q193168
Q344,P361,Q11471
Q344,P461,Q192630
Q1107,P2079,Q11425
Q1107,P1889,Q11425
Q216774,P31,Q151885
Q1522565,P31,Q9415
Q1522565,P1269,Q9418
Q1522565,P1889,Q44619
Q55375,P106,Q2526255
Q55375,P106,Q28389
Q55375,P106,Q33999
Q55375,P31,Q5
Q55375,P793,Q8445
Q7561,P462,Q23444
Q192630,P279,Q11471
Q192630,P156,Q193168
Q192630,P361,Q11471
Q192630,P31,Q173253
Q192630,P461,Q344
Q1369657,P31,Q9415
Q1369657,P1269,Q9418
Q204170,P461,Q9128
Q34516,P366,Q170658
Q218846,P1889,Q4830453
Q38198189,P1542,Q44619
Q6460735,P2670,Q213449
Q58778,P279,Q6671777
Q58778,P1552,Q723897
Q58778,P1552,Q52948
Q36180,P279,Q482980
Q36180,P425,Q37260
Q11002,P279,Q2095
Q353673,P279,Q467
Q353673,P1344,Q49836
Q42889,P279,Q11019
Q42889,P361,Q4323994
Q6266,P460,Q2472587
Q6266,P1889,Q2472587
Q245117,P31,Q483394
Q79007,P279,Q34442
Q79007,P527,Q34442
Q124794,P31,Q173253
Q3962655,P461,Q188572
Q22698,P279,Q2221906
Q783794,P460,Q4830453
Q11635,P279,Q184485
Q486748,P2283,Q5994
Q9503,P31,Q9415
Q16886469,P31,Q151885
Q4830453,P460,Q783794
Q11035,P279,Q11019
Q11035,P366,Q131395
Q11563,P279,Q309314
Q48277,P31,Q151885
Q48277,P1889,Q290
Q1367353,P31,Q9415
Q1367353,P1269,Q9418
Q8434,P3095,Q37226
Q208160,P31,Q157811
Q8,P31,Q9415
Q8,P461,Q169251
Q8,P460,Q935526
Q8,P1552,Q487
Q353284,P366,Q46744
Q353284,P460,Q450
Q212878,P461,Q188830
Q48282,P461,Q37226
Q7362,P366,Q160289
Q7362,P361,Q23640
Q705914,P279,Q49848
Q1314,P155,Q1313
Q1314,P279,Q24384
Q7307,P2283,Q15173
Q590870,P279,Q11633
Q7390,P366,Q27939
Q7390,P366,Q170579
Q352867,P1269,Q11635
Q352867,P1269,Q11424
Q290691,P279,Q215627
Q290691,P1552,Q15292
Q148571,P186,Q287
Q148571,P186,Q11469
Q9645,P461,Q133279
Q132821,P279,Q83267
Q132821,P1889,Q3882219
Q5891,P2578,Q16502
Q5891,P2578,Q9081
Q5891,P279,Q336
Q2728730,P279,Q9415
Q2728730,P31,Q9415
Q2728730,P1269,Q9418
Q905151,P186,Q11472
Q730920,P279,Q170658
Q6501338,P1995,Q9418
Q10675206,P361,Q169336
Q10675206,P279,Q214609
Q167270,P279,Q3695082
Q48995880,P279,Q45701
Q221488,P279,Q215627
Q221488,P1552,Q6537379
Q216353,P279,Q82799
Q216353,P279,Q618779
Q193979,P279,Q40831
Q7725,P361,Q573
Q7725,P155,Q283102
Q7725,P461,Q7722
Q125191,P279,Q49848
Q125191,P279,Q478798
Q125191,P2079,Q11633
Q264965,P279,Q11042
Q264965,P461,Q18957
Q179289,P361,Q8078
Q1255828,P279,Q179875
Q58179319,P279,Q215627
Q939726,P279,Q180516
Q174219,P279,Q214609
Q34302,P31,Q9415
Q11412,P1542,Q25288
Q840407,P31,Q9415
Q840407,P1269,Q9418
Q840407,P1552,Q487
Q47528,P279,Q58778
Q1761451,P828,Q192906
Q2685,P106,Q33999
Q2685,P106,Q2526255
Q2685,P106,Q4991371
Q2685,P31,Q5
Q2685,P101,Q222749
Q2685,P101,Q7163
Q502261,P461,Q11461
Q3142,P31,Q1075
Q3142,P279,Q9128
Q43445,P31,Q290
Q43445,P461,Q44148
Q1404101,P279,Q618779
Q1404101,P31,Q618779
Q18545,P1535,Q7569
Q18545,P1535,Q2066131
Q575,P527,Q36402
Q575,P156,Q7722
Q575,P461,Q52643
Q575,P361,Q573
Q575,P1552,Q204170
Q935526,P461,Q169251
Q935526,P460,Q8
Q177413,P279,Q193291
Q131138,P279,Q35874
Q1474278,P460,Q98539357
Q11465,P527,Q3711325
Q11465,P1889,Q3711325
Q8236,P279,Q205961
Q8236,P828,Q8434
Q206864,P279,Q3242199
Q49836,P1269,Q8445
Q37507,P186,Q287
Q15304496,P31,Q157811
Q15304496,P461,Q79871
Q45529,P279,Q193291
Q7752560,P136,Q8261
Q23387,P2670,Q573
Q34168,P366,Q36963
Q1337738,P279,Q211236
Q1337738,P4330,Q5
Q454,P461,Q198
Q36402,P361,Q575
Q36402,P31,Q25235
Q152,P279,Q729
Q595094,P461,Q10861465
Q201676,P1557,Q4
Q385378,P1056,Q41176
Q366791,P279,Q775842
Q366791,P31,Q775842
Q366791,P1269,Q9418
Q41176,P527,Q42948
Q41176,P527,Q35473
Q41176,P527,Q217164
Q6256,P527,Q183366
Q4925193,P461,Q7949
Q283102,P461,Q7722
Q283102,P361,Q573
Q283102,P156,Q7725
Q692,P106,Q36180
Q692,P106,Q33999
Q692,P31,Q5
Q8486,P279,Q40050
Q321703,P361,Q8078
Q44432,P279,Q11379
Q4503831,P279,Q706622
Q4503831,P1382,Q706622
Q51552,P106,Q2526255
Q51552,P106,Q33999
Q51552,P106,Q28389
Q51552,P106,Q36180
Q51552,P31,Q5
Q1208425,P461,Q621695
Q27686,P279,Q4830453
Q27686,P279,Q41176
Q1530061,P1382,Q337349
Q1530061,P1382,Q7949
Q17737,P279,Q151885
Q170539,P279,Q35874
Q170539,P31,Q483394
Q298364,P31,Q5
Q298364,P1399,Q132821
Q298364,P106,Q4991371
Q66107,P31,Q5
Q66107,P106,Q36180
Q799,P31,Q157811
Q799,P279,Q46744
Q799,P279,Q9081
Q515,P279,Q177634
Q515,P1889,Q3957
Q515,P3729,Q3957
Q1616750,P279,Q35874
Q25288,P279,Q11402
Q25288,P828,Q11412
Q25288,P461,Q6497624
Q151885,P460,Q131841
Q151885,P1552,Q1128596
Q151885,P1889,Q131841
Q336,P1056,Q9081
Q3990888,P31,Q11424
Q7722,P461,Q283102
Q7722,P461,Q7725
Q7722,P361,Q573
Q7722,P155,Q575
Q1503443,P461,Q1683540
Q308194,P461,Q177232
Q308194,P461,Q7566
Q276258,P156,Q131774
Q276258,P2670,Q7569
Q460763,P31,Q5
Q9635,P366,Q213449
Q9635,P366,Q9530
Q9635,P361,Q23640
Q9635,P927,Q23640
Q6537379,P279,Q349
Q6537379,P279,Q219067
Q645928,P279,Q11424
Q194363,P31,Q5
Q723897,P461,Q508291
Q1236206,P136,Q1436734
Q600571,P527,Q124490
Q17310301,P31,Q49848
Q53001,P106,Q2526255
Q53001,P106,Q33999
Q53001,P106,Q28389
Q53001,P106,Q36180
Q53001,P31,Q5
Q253276,P111,Q36253
Q28389,P279,Q36180
Q28389,P425,Q3429919
Q174834,P279,Q780687
Q192941,P31,Q1344
Q2166722,P279,Q9332
Q2166722,P461,Q1132131
Q666985,P31,Q157811
Q666985,P361,Q337349
Q6010,P279,Q27939
Q9053464,P279,Q11460
Q11461,P461,Q502261
Q45701,P279,Q214609
Q160289,P31,Q173253
Q160289,P527,Q11461
Q160289,P927,Q7362
Q193168,P156,Q344
Q193168,P155,Q192630
Q193168,P361,Q11471
Q46961,P361,Q275186
Q1058800,P279,Q9128
Q6497624,P461,Q25288
Q656365,P1889,Q192581
Q1043452,P3095,Q327029
Q18237,P279,Q9332
Q18237,P461,Q450
Q1266946,P279,Q27318
Q1266946,P31,Q483394
Q735011,P31,Q167172
Q186075,P279,Q309
Q1096367,P31,Q9415
Q1096367,P1269,Q9418
Q5994,P1535,Q486748
Q5994,P3095,Q486748
Q5158735,P361,Q2329
Q194168,P279,Q8386
Q23444,P31,Q1075
Q23444,P461,Q23445
Q23444,P279,Q9128
Q23444,P527,Q3142
Q23444,P527,Q3133
Q23444,P527,Q1088
Q848512,P279,Q11424
Q8877,P106,Q2526255
Q8877,P106,Q28389
Q8877,P106,Q33999
Q8877,P31,Q5
Q8877,P937,Q34006
Q42967,P279,Q8094
Q161973,P279,Q207961
Q11469,P279,Q214609
Q564,P461,Q4489450
Q185030,P279,Q5
Q28823,P279,Q214609
Q28823,P366,Q11460
Q2724817,P31,Q9415
Q11460,P186,Q28823
Q11460,P361,Q12684
Q11460,P366,Q12684
Q1371819,P180,Q344
Q179448,P279,Q11461
Q179448,P1557,Q600499
Q170219,P279,Q40050
Q4116378,P31,Q9415
Q752118,P1889,Q1412160
Q752118,P279,Q205555
Q752118,P31,Q9415
Q752118,P1269,Q9418
Q1229994,P1995,Q9418
Q21168708,P279,Q157811
Q270952,P31,Q101072
Q998,P279,Q7569
Q60227,P279,Q6765918
Q60227,P461,Q157811
Q214267,P279,Q628523
Q280943,P31,Q151885
Q7189589,P31,Q483394
Q7189589,P279,Q40831
Q15290,P461,Q15292
Q468777,P460,Q203872
Q1339824,P279,Q450
Q11030,P1056,Q10870555
Q1121708,P279,Q2995644
Q41163,P106,Q2526255
Q41163,P106,Q28389
Q41163,P31,Q5
Q1132131,P279,Q9332
Q1132131,P461,Q2166722
Q1132131,P31,Q9415
Q1132131,P1269,Q9418
Q83360,P927,Q33767
Q83360,P361,Q33767
Q192692,P279,Q36348
Q506,P361,Q220869
Q679,P461,Q667
Q6502703,P186,Q287
Q161524,P279,Q11460
Q161524,P180,Q37017
Q1124733,P279,Q35140
Q185744,P279,Q214609
Q327029,P425,Q1043452
Q52643,P461,Q575
Q52643,P361,Q573
Q553,P31,Q712378
Q795,P461,Q83500
Q7374,P106,Q2526255
Q7374,P106,Q28389
Q7374,P31,Q5
Q7374,P136,Q9503
Q10289,P129,Q40050
Q10289,P186,Q287
Q1131737,P31,Q9332
Q178659,P279,Q478798
Q18957,P461,Q264965
Q7281,P31,Q483394
Q1415628,P279,Q6537379
Q10990,P279,Q2095
Q13516686,P31,Q151885
Q13516686,P279,Q240673
Q217037,P106,Q2526255
Q217037,P31,Q5
Q614806,P279,Q11460
Q11574,P361,Q7727
Q162633,P279,Q3914
Q11446,P1889,Q35872
Q3711325,P361,Q11465
Q3711325,P1889,Q11465
Q3242199,P279,Q238053
Q482798,P111,Q36253
Q173387,P1557,Q4
Q11975,P106,Q28389
Q11975,P106,Q36180
Q11975,P31,Q5
Q11975,P1303,Q5994
Q5376671,P31,Q11424
Q7973136,P136,Q170238
Q43,P31,Q6256
Q1498271,P460,Q257022
Q878352,P1889,Q8253
Q624771,P279,Q7189589
Q1004,P279,Q1318295
Q35831,P279,Q9332
Q2252077,P1269,Q650711
Q70899,P551,Q2
Q5214526,P31,Q5
Q9690,P828,Q1869874
Q35738,P136,Q645928
Q35738,P31,Q11424
Q245068,P425,Q40831
Q245068,P279,Q33999
Q245068,P279,Q483501
Q245068,P1269,Q35874
Q245068,P1269,Q128758
Q245068,P1269,Q170579
Q3133,P31,Q1075
Q3133,P279,Q9128
Q3133,P279,Q1075
Q571571,P31,Q9415
Q571571,P1269,Q9418
Q3738228,P31,Q482994
Q42519,P279,Q9128
Q42519,P31,Q1075
Q1145275,P31,Q11424
Q93196,P1889,Q34006
Q192425,P279,Q49848
Q251868,P31,Q1445650
Q652322,P31,Q11424
Q930164,P279,Q1503443
Q51489,P106,Q2526255
Q51489,P106,Q36180
Q51489,P106,Q33999
Q51489,P106,Q28389
Q51489,P31,Q5
Q4796642,P31,Q4830453
Q11347618,P641,Q6537379
Q702269,P279,Q5
Q7325,P31,Q6266
Q7325,P31,Q2472587
Q1971984,P31,Q5
Q1971984,P106,Q2526255
Q1971984,P106,Q28389
Q1971984,P106,Q33999
Q429220,P279,Q3142
Q429220,P31,Q1075
Q224952,P279,Q5
Q200250,P138,Q7565
Q200250,P138,Q515
Q127980,P279,Q169336
Q127980,P279,Q214609
Q213449,P366,Q208195
Q213449,P2283,Q2095
Q213449,P155,Q36963
Q44148,P31,Q290
Q44148,P461,Q43445
Q2474,P31,Q577
Q41493,P1269,Q309
Q41493,P279,Q309
Q504656,P106,Q33999
Q504656,P106,Q2526255
Q504656,P106,Q28389
Q504656,P31,Q5
Q160091,P31,Q107425
Q965498,P106,Q2526255
Q965498,P106,Q28389
Q965498,P106,Q36180
Q965498,P106,Q482980
Q965498,P31,Q5
Q12280,P31,Q41176
Q3068429,P31,Q7366
Q667,P461,Q679
Q257022,P460,Q1498271
Q258403,P31,Q628523
Q4489450,P461,Q564
