entity1,relation,entity2
Q7569,P1343,Q2041543
Q7569,P2849,Q15978631
Q7569,P1552,Q276258
Q7569,P156,Q131774
Q7569,P155,Q26513
Q7569,P5008,Q5460604
Q7569,P1889,Q29514218
Q7569,P1687,P40
Q7569,P1687,P1971
Q190507,P31,Q60539479
Q190507,P461,Q1747066
Q190507,P460,Q1812977
Q190507,P1889,Q18438730
Q190507,P1889,Q54895174
Q190507,P361,Q77468620
Q178985,P361,Q1089547
Q178985,P279,Q5185279
Q178985,P279,Q182357
Q178985,P910,Q9231053
Q178985,P1343,Q2657718
Q178985,P1343,Q19190511
Q178985,P1343,Q602358
Q178985,P31,Q20202269
Q178985,P31,Q223393
Q178985,P31,Q89522629
Q173253,P910,Q7130496
Q173253,P366,Q160402
Q173253,P1889,Q205555
Q173253,P1889,Q3955369
Q173253,P1889,Q21697219
Q173253,P361,Q431
Q173253,P1343,Q4532138
Q25372,P279,Q7725634
Q25372,P279,Q3831138
Q25372,P910,Q7149649
Q25372,P460,Q2430899
Q25372,P460,Q21010853
Q25372,P31,Q621993
Q25372,P31,Q223393
Q25372,P31,Q4263830
Q25372,P1889,Q21010853
Q25372,P1889,Q492537
Q25372,P1889,Q130232
Q25372,P2959,Q27131234
Q25372,P1343,Q19180675
Q25372,P1151,Q42353171
Q150681,P31,Q11173
Q150681,P31,Q21009055
Q150681,P31,Q58623289
Q150681,P31,Q43648
Q150681,P31,Q41581
Q150681,P527,Q623
Q150681,P527,Q556
Q150681,P1542,Q21175018
Q150681,P4952,Q51139288
Q150681,P910,Q55254117
Q150681,P361,Q22284347
Q120429,P31,Q4167410
Q958511,P31,Q4167410
Q958511,P1889,Q16883891
Q227542,P31,Q4167410
Q227542,P460,Q5995956
Q227542,P1889,Q44320
Q5165735,P31,Q4167410
Q8436,P279,Q874405
Q8436,P279,Q16334295
Q8436,P279,Q178706
Q8436,P279,Q1313923
Q8436,P910,Q7216461
Q8436,P1343,Q302556
Q8436,P1343,Q2657718
Q8436,P1343,Q602358
Q8436,P1343,Q4173137
Q8436,P1343,Q19180675
Q8436,P1343,Q1138524
Q8436,P1542,Q203516
Q8436,P527,Q8441
Q8436,P527,Q467
Q8436,P527,Q21075684
Q8436,P527,Q12758374
Q8436,P1424,Q6459756
Q8436,P1424,Q5623668
Q8436,P5008,Q5460604
Q8436,P5008,Q13382529
Q8436,P1687,P53
Q8436,P1687,P1538
Q8436,P1889,Q101352
Q8436,P1552,Q66363776
Q8436,P1552,Q1811480
Q1445650,P1151,Q11270471
Q1445650,P279,Q15275719
Q1445650,P279,Q573
Q1445650,P910,Q4966073
Q1445650,P1424,Q8559530
Q1445650,P1889,Q20850561
Q1445650,P1889,Q54894546
Q1445650,P461,Q47293584
Q1445650,P1343,Q602358
Q1445650,P1343,Q19180675
Q1445650,P1343,Q4086271
Q1445650,P1343,Q4173137
Q1445650,P1343,Q4532138
Q1054678,P279,Q1189956
Q16881385,P31,Q4167410
Q83760,P31,Q4167410
Q83760,P1889,Q37489346
Q8003276,P21,Q6581097
Q8003276,P31,Q5
Q8003276,P19,Q1345
Q8003276,P106,Q33999
Q8003276,P106,Q337084
Q8003276,P106,Q177220
Q8003276,P106,Q10798782
Q8003276,P106,Q488205
Q8003276,P106,Q17125263
Q8003276,P27,Q30
Q8003276,P136,Q37073
Q8003276,P551,Q65
Q8003276,P1303,Q17172850
Q8003276,P734,Q16479508
Q188561,P31,Q4167410
Q188561,P460,Q12525541
Q188561,P460,Q420817
Q188561,P460,Q2859631
Q188561,P460,Q11246075
Q188561,P460,Q67206693
Q188561,P1889,Q37105091
Q398045,P31,Q4167410
Q398045,P460,Q296474
Q398045,P1889,Q631035
Q1088,P31,Q1075
Q1088,P31,Q166902
Q1088,P31,Q56053097
Q1088,P910,Q9773898
Q1088,P279,Q9128
Q1088,P2959,Q25930042
Q1088,P2959,Q98200604
Q1088,P361,Q43213808
Q1088,P1343,Q1970746
Q11424,P1151,Q3296835
Q11424,P279,Q4502142
Q11424,P279,Q2431196
Q11424,P279,Q20937557
Q11424,P279,Q10301427
Q11424,P910,Q1458269
Q11424,P910,Q55321
Q11424,P1343,Q2657718
Q11424,P1963,P57
Q11424,P1963,P161
Q11424,P1963,P136
Q11424,P1963,P577
Q11424,P1963,P162
Q11424,P1963,P1431
Q11424,P1963,P58
Q11424,P1963,P144
Q11424,P1963,P495
Q11424,P1963,P915
Q11424,P1963,P840
Q11424,P1963,P344
Q11424,P1963,P1237
Q11424,P1963,P345
Q11424,P1963,P2408
Q11424,P1963,P2047
Q11424,P1963,P1040
Q11424,P1963,P480
Q11424,P1963,P2639
Q11424,P1963,P921
Q11424,P1963,P86
Q11424,P1963,P750
Q11424,P1963,P2515
Q11424,P1963,P2554
Q11424,P1963,P2603
Q11424,P1963,P2142
Q11424,P1963,P2208
Q11424,P1963,P2755
Q11424,P1963,P3803
Q11424,P1963,P3816
Q11424,P1963,P1476
Q11424,P1963,P676
Q11424,P1963,P364
Q11424,P1424,Q6171351
Q11424,P527,Q20820424
Q11424,P527,Q622550
Q11424,P527,Q795160
Q11424,P527,Q4458345
Q11424,P527,Q441606
Q11424,P2959,Q27131943
Q11424,P460,Q16144339
Q11424,P5008,Q5460604
Q11424,P5125,Q7112632
Q11424,P5869,Q2345
Q11424,P5869,Q192724
Q11424,P5869,Q16672466
Q11424,P5869,Q17738
Q11424,P5869,Q24815
Q11424,P6104,Q8485793
Q11424,P6186,Q8104425
Q11424,P2579,Q28793
Q11424,P2579,Q1660187
Q4027805,P31,Q4167410
Q234328,P31,Q4167410
Q234328,P155,Q7631386
Q234328,P1889,Q37438975
Q234328,P1889,Q11281550
Q348486,P31,Q4167410
Q348486,P1889,Q41796
Q52943,P279,Q11023058
Q52943,P910,Q9564784
Q2,P1589,Q459173
Q2,P1589,Q1491734
Q2,P1589,Q2586548
Q2,P1419,Q3241540
Q2,P1419,Q185969
Q2,P1419,Q838611
Q2,P1419,Q238231
Q2,P527,Q15316
Q2,P527,Q193927
Q2,P527,Q101949
Q2,P527,Q3230
Q2,P527,Q1349417
Q2,P527,Q42762
Q2,P527,Q83169
Q2,P527,Q83296
Q2,P527,Q6500960
Q2,P527,Q5107
Q2,P527,Q399984
Q2,P522,Q737809
Q2,P398,Q405
Q2,P398,Q1323537
Q2,P398,Q3270674
Q2,P398,Q25271
Q2,P398,Q48604
Q2,P398,Q2513
Q2,P398,Q25426699
Q2,P397,Q525
Q2,P610,Q513
Q2,P610,Q14081
Q2,P910,Q1458521
Q2,P2184,Q200325
Q2,P2184,Q156312
Q2,P913,Q426529
Q2,P2633,Q1071
Q2,P1343,Q2041543
Q2,P1343,Q4086271
Q2,P1343,Q4173137
Q2,P1343,Q1970746
Q2,P1343,Q602358
Q2,P1343,Q19180675
Q2,P1343,Q1768721
Q2,P1343,Q867541
Q2,P2959,Q22828183
Q2,P1557,Q898312
Q2,P361,Q18589965
Q2,P1552,Q25935139
Q2,P1552,Q6500960
Q2,P1552,Q846030
Q2,P1889,Q11081619
Q2,P1889,Q36133
Q2,P2579,Q8008
Q2,P2579,Q1069
Q2,P2579,Q46255
Q2,P5008,Q5460604
Q2,P460,Q16502
Q2,P5125,Q28231576
Q2,P31,Q3504248
Q2,P461,Q527
Q2,P170,Q825
Q2,P163,Q2293672
Q2,P276,Q7879772
Q2,P138,Q36133
Q2,P138,Q21152267
Q2,P706,Q215913
Q25235,P31,Q1790144
Q25235,P31,Q3268848
Q25235,P31,Q82047057
Q25235,P527,Q7727
Q25235,P361,Q573
Q25235,P910,Q9929081
Q25235,P111,Q2199864
Q25235,P1343,Q2041543
Q25235,P1343,Q26711932
Q25235,P279,Q186081
Q25235,P2959,Q22828596
Q25235,P1424,Q41524232
Q25235,P1889,Q14333806
Q367026,P31,Q4167410
Q367026,P1889,Q21491634
Q367026,P460,Q16862524
Q11631,P425,Q22719
Q11631,P425,Q5916
Q11631,P910,Q6990046
Q11631,P31,Q28640
Q11631,P279,Q373021
Q11631,P279,Q901
Q11631,P1424,Q5898492
Q11631,P2354,Q6646895
Q11631,P3828,Q223571
Q2932327,P31,Q4167410
Q4440864,P910,Q7144808
Q4440864,P1343,Q2657718
Q4440864,P1424,Q8083587
Q4440864,P31,Q188211
Q4440864,P279,Q3924032
Q4440864,P1889,Q929302
Q293588,P31,Q4167410
Q1175140,P31,Q4167410
Q162668,P910,Q8181337
Q162668,P361,Q1051623
Q162668,P361,Q77468620
Q162668,P279,Q14859561
Q162668,P31,Q2996394
Q162668,P1889,Q31257060
Q162668,P1889,Q23091183
Q162668,P1889,Q558363
Q162668,P1343,Q1210353
Q162668,P1343,Q602358
Q162668,P460,Q760329
Q539975,P31,Q4167410
Q416981,P31,Q4167410
Q416981,P1889,Q21143192
Q416981,P1889,Q37249495
Q365229,P31,Q4167410
Q365229,P460,Q422718
Q365229,P1889,Q37135831
Q3031,P279,Q7569
Q3031,P279,Q84048852
Q3031,P461,Q3010
Q3031,P910,Q9632042
Q3031,P1889,Q49835
Q15290,P361,Q10797504
Q15290,P461,Q15292
Q15290,P31,Q595523
Q15290,P1343,Q2041543
Q15290,P1343,Q602358
Q15290,P279,Q211364
Q15290,P279,Q194112
Q15290,P1889,Q1056351
Q15290,P1382,Q28877
Q246977,P31,Q4167410
Q246977,P1889,Q783912
Q246977,P1889,Q60382912
Q246977,P1889,Q23013730
Q246977,P1889,Q3316306
Q21493176,P31,Q101352
Q21493176,P1889,Q1659965
Q21493176,P2354,Q20007752
Q21493176,P282,Q8229
Q21493176,P407,Q652
Q21493176,P460,Q37518626
Q21493176,P460,Q21491141
Q1498271,P31,Q4167410
Q1498271,P1889,Q15729029
Q1498271,P1889,Q16866072
Q1498271,P460,Q257022
Q1498271,P460,Q397358
Q1498271,P460,Q18609366
Q1498271,P460,Q28004766
Q1498271,P460,Q1553384
Q1498271,P460,Q1553990
Q1498271,P460,Q2090277
Q1498271,P460,Q2419320
Q1498271,P460,Q2850854
Q1498271,P460,Q13371784
Q467,P279,Q80994
Q467,P279,Q84048852
Q467,P461,Q8441
Q467,P1343,Q2041543
Q467,P1343,Q602358
Q467,P1343,Q602358
Q467,P1343,Q1768721
Q467,P1889,Q6581072
Q467,P1889,Q84048852
Q467,P2959,Q22828751
Q467,P4733,Q50810224
Q467,P1552,Q50810224
Q467,P5008,Q5460604
Q467,P6104,Q21712210
Q467,P6186,Q60607743
Q467,P910,Q1410688
Q467,P910,Q7473085
Q467,P155,Q3031
Q467,P2354,Q6626611
Q16502,P910,Q7386634
Q16502,P31,Q151885
Q16502,P1151,Q18672717
Q16502,P460,Q2
Q16502,P279,Q488383
Q16502,P1889,Q19453698
Q16502,P6254,L5203
Q16502,P6254,L202883
Q16502,P1343,Q1768721
Q1255864,P31,Q205555
Q1255864,P910,Q9723268
Q105674,P279,Q2535935
Q105674,P279,Q349
Q105674,P279,Q219067
Q105674,P361,Q2997362
Q105674,P910,Q7013901
Q105674,P641,Q542
Q105674,P1343,Q2657718
Q105674,P1343,Q602358
Q105674,P1889,Q3694569
Q105674,P1889,Q816261
Q105674,P1889,Q21467672
Q105674,P1889,Q623273
Q105674,P3095,Q14616728
Q105674,P5125,Q7112719
Q105674,P31,Q2312410
Q107,P361,Q133327
Q107,P279,Q3054889
Q107,P31,Q33104303
Q107,P31,Q21550639
Q107,P1343,Q302556
Q107,P910,Q1458583
Q107,P1557,Q133327
Q107,P460,Q23055553
Q107,P1889,Q3943294
Q107,P1552,Q4440864
Q1174918,P31,Q4167410
Q211198,P1963,P101
Q211198,P279,Q16334295
Q211198,P2670,Q63443976
Q4230074,P31,Q4167410
Q7602551,P31,Q4167410
Q298413,P31,Q4167410
Q298413,P1889,Q185957
Q298413,P460,Q12323209
Q7993606,P31,Q11655558
Q7993606,P31,Q1084
Q7993606,P407,Q1860
Q21489110,P31,Q101352
Q21489110,P1889,Q610789
Q21489110,P282,Q8229
Q21489110,P460,Q1258348
Q21489110,P5323,Q81945591
Q29253,P279,Q131133
Q29253,P31,Q49447
Q35874,P279,Q1149305
Q35874,P279,Q9332
Q35874,P1151,Q11192591
Q35874,P910,Q8527584
Q35874,P2579,Q16247567
Q35874,P1889,Q170579
Q35874,P31,Q483394
Q35874,P1343,Q4091878
Q35874,P1343,Q602358
Q35874,P1343,Q19180675
Q35874,P1343,Q63284758
Q35874,P3095,Q245068
Q35874,P3095,Q12406482
Q1090839,P910,Q10114339
Q1090839,P279,Q989963
Q395237,P31,Q4167410
Q395237,P1889,Q6127434
Q395237,P1889,Q37275019
Q7414,P452,Q56611639
Q7414,P452,Q49389
Q7414,P452,Q1415395
Q7414,P452,Q19595701
Q7414,P414,Q13677
Q7414,P414,Q217475
Q7414,P112,Q8704
Q7414,P112,Q347432
Q7414,P31,Q1762059
Q7414,P31,Q21980538
Q7414,P31,Q1916382
Q7414,P31,Q4830453
Q7414,P910,Q7217192
Q7414,P1151,Q11774592
Q7414,P155,Q2088225
Q7414,P199,Q1233073
Q7414,P199,Q1431781
Q7414,P355,Q1200552
Q7414,P355,Q2216535
Q7414,P355,Q54958623
Q7414,P355,Q654073
Q7414,P355,Q217776
Q7414,P355,Q156073
Q7414,P355,Q50840363
Q7414,P355,Q127552
Q7414,P355,Q242446
Q7414,P355,Q76302236
Q7414,P355,Q5476713
Q7414,P17,Q30
Q7414,P166,Q8610
Q7414,P166,Q54862960
Q7414,P740,Q39561
Q7414,P1454,Q88537331
Q7414,P169,Q532423
Q7414,P169,Q727953
Q7414,P169,Q3421200
Q7414,P169,Q325214
Q7414,P169,Q436622
Q7414,P169,Q347432
Q7414,P169,Q8704
Q7414,P361,Q242345
Q7414,P361,Q180816
Q7414,P793,Q185142
Q7414,P1056,Q7397
Q7414,P3320,Q18206823
Q7414,P1830,Q46996011
Q7414,P1830,Q50991720
Q7414,P1830,Q55830205
Q7414,P1830,Q3030351
Q7414,P1830,Q3030368
Q7414,P1830,Q3030369
Q7414,P1830,Q3030385
Q7414,P1830,Q178837
Q7414,P1830,Q3030399
Q7414,P1830,Q3030406
Q7414,P1830,Q3030405
Q7414,P1830,Q3030410
Q7414,P1830,Q3030411
Q7414,P1830,Q3030429
Q7414,P1830,Q3030432
Q7414,P1830,Q3030432
Q7414,P1830,Q3030440
Q7414,P1830,Q3030447
Q7414,P1830,Q3030445
Q7414,P1830,Q3030458
Q7414,P1830,Q3030460
Q7414,P1830,Q3030485
Q7414,P1830,Q3030499
Q7414,P1830,Q3030506
Q7414,P1830,Q3030511
Q7414,P1830,Q3039254
Q7414,P1830,Q3046171
Q7414,P1830,Q3064766
Q7414,P1830,Q3094998
Q7414,P1830,Q3100510
Q7414,P1830,Q3146319
Q7414,P1830,Q3150108
Q7414,P1830,Q3150870
Q7414,P1830,Q3177799
Q7414,P1830,Q3177801
Q7414,P1830,Q3189915
Q7414,P1830,Q3189994
Q7414,P1830,Q3191359
Q7414,P1830,Q3195479
Q7414,P1830,Q3327964
Q7414,P1830,Q3366991
Q7414,P1830,Q3497261
Q7414,P1830,Q3497756
Q7414,P1830,Q3523270
Q7414,P1830,Q3523271
Q7414,P1830,Q3523275
Q7414,P1830,Q3523272
Q7414,P1830,Q3523273
Q7414,P1830,Q3561108
Q7414,P1830,Q3564667
Q7414,P1830,Q3564732
Q7414,P1830,Q3565606
Q7414,P1830,Q3565607
Q7414,P1830,Q3565612
Q7414,P1830,Q3565623
Q7414,P1830,Q3565620
Q7414,P1830,Q3565621
Q7414,P1830,Q3565635
Q7414,P1830,Q3565637
Q7414,P1830,Q3565642
Q7414,P1830,Q4132097
Q7414,P1830,Q4132994
Q7414,P1830,Q4837590
Q7414,P1830,Q5282418
Q7414,P1830,Q5282427
Q7414,P1830,Q5282435
Q7414,P1830,Q5282441
Q7414,P1830,Q5282458
Q7414,P1830,Q5930877
Q7414,P1830,Q6145466
Q7414,P1830,Q6148912
Q7414,P1830,Q6545534
Q7414,P1830,Q6739276
Q7414,P1830,Q7280765
Q7414,P1830,Q7340286
Q7414,P1830,Q7747662
Q7414,P1830,Q9004339
Q7414,P1830,Q3299645
Q7414,P1830,Q3030374
Q7414,P1830,Q14928314
Q7414,P1830,Q15070400
Q7414,P1830,Q16155122
Q7414,P1830,Q16679850
Q7414,P1830,Q16683129
Q7414,P1830,Q16835471
Q7414,P1830,Q16991842
Q7414,P1830,Q17014745
Q7414,P1830,Q17082860
Q7414,P1830,Q17085515
Q7414,P1830,Q17183023
Q7414,P1830,Q17511049
Q7414,P1830,Q17625387
Q7414,P1830,Q17639984
Q7414,P1830,Q18148065
Q7414,P1830,Q18149304
Q7414,P1830,Q19868095
Q7414,P1830,Q22079532
Q7414,P1830,Q23022864
Q7414,P1830,Q24273005
Q7414,P1830,Q25377492
Q7414,P1830,Q25384903
Q7414,P1830,Q27186707
Q7414,P1830,Q29015971
Q7414,P1830,Q849284
Q7414,P1830,Q902959
Q7414,P1830,Q908662
Q7414,P1830,Q969695
Q7414,P1830,Q973987
Q7414,P1830,Q1047009
Q7414,P1830,Q1047410
Q7414,P1830,Q1141129
Q7414,P1830,Q1169075
Q7414,P1830,Q1200552
Q7414,P1830,Q1204077
Q7414,P1830,Q1228987
Q7414,P1830,Q1229035
Q7414,P1830,Q1233073
Q7414,P1830,Q1319610
Q7414,P1830,Q1348264
Q7414,P1830,Q1431781
Q7414,P1830,Q1621107
Q7414,P1830,Q1858139
Q7414,P1830,Q2037777
Q7414,P1830,Q2104471
Q7414,P1830,Q2125296
Q7414,P1830,Q2216535
Q7414,P1830,Q2260281
Q7414,P1830,Q2340292
Q7414,P1830,Q2376669
Q7414,P1830,Q2377604
Q7414,P1830,Q2378052
Q7414,P1830,Q2405352
Q7414,P1830,Q2501552
Q7414,P1830,Q2592540
Q7414,P1830,Q2703822
Q7414,P1830,Q2734852
Q7414,P1830,Q2737435
Q7414,P1830,Q2777866
Q7414,P1830,Q2813838
Q7414,P1830,Q2912731
Q7414,P1830,Q2915959
Q7414,P1830,Q2937387
Q7414,P1830,Q54857
Q7414,P1830,Q83723
Q7414,P1830,Q127552
Q7414,P1830,Q169889
Q7414,P1830,Q181185
Q7414,P1830,Q191224
Q7414,P1830,Q206521
Q7414,P1830,Q206859
Q7414,P1830,Q216611
Q7414,P1830,Q217776
Q7414,P1830,Q242446
Q7414,P1830,Q277561
Q7414,P1830,Q287149
Q7414,P1830,Q313173
Q7414,P1830,Q313621
Q7414,P1830,Q334671
Q7414,P1830,Q390223
Q7414,P1830,Q420947
Q7414,P1830,Q465449
Q7414,P1830,Q497155
Q7414,P1830,Q622329
Q7414,P1830,Q635278
Q7414,P1830,Q637164
Q7414,P1830,Q654073
Q7414,P1830,Q672664
Q7414,P1830,Q684994
Q7414,P1830,Q724613
Q7414,P1830,Q746676
Q7414,P1830,Q434841
Q7414,P1830,Q2717612
Q7414,P1830,Q2084961
Q7414,P1830,Q634019
Q7414,P1830,Q953040
Q7414,P1830,Q885885
Q7414,P1830,Q5476977
Q7414,P1830,Q919514
Q7414,P1830,Q651228
Q7414,P1830,Q11681754
Q7414,P1830,Q5476820
Q7414,P1830,Q157118
Q7414,P1830,Q138709
Q7414,P1830,Q1189112
Q7414,P1830,Q30492190
Q7414,P1830,Q38072167
Q7414,P1830,Q28457298
Q7414,P1830,Q2814799
Q7414,P1830,Q45001184
Q7414,P1830,Q738088
Q7414,P1830,Q2014847
Q7414,P1830,Q5427400
Q7414,P1830,Q1118859
Q7414,P1830,Q5476678
Q7414,P1830,Q495107
Q7414,P1830,Q5270612
Q7414,P1830,Q5476806
Q7414,P1830,Q5476702
Q7414,P1830,Q3556742
Q7414,P1830,Q22079560
Q7414,P1830,Q130809
Q7414,P1830,Q3631478
Q7414,P1830,Q39058665
Q7414,P1830,Q3630152
Q7414,P1830,Q3631491
Q7414,P1830,Q16271976
Q7414,P1830,Q23022746
Q7414,P1830,Q3628946
Q7414,P1830,Q2273453
Q7414,P1830,Q7394684
Q7414,P1830,Q7394683
Q7414,P1830,Q17145072
Q7414,P1830,Q19758675
Q7414,P1830,Q18207757
Q7414,P1830,Q2994210
Q7414,P1830,Q10279075
Q7414,P1830,Q49402184
Q7414,P1830,Q5476840
Q7414,P1830,Q23837644
Q7414,P1830,Q5376047
Q7414,P1830,Q32854807
Q7414,P1830,Q3492330
Q7414,P1830,Q47481944
Q7414,P1830,Q3282004
Q7414,P1830,Q4947547
Q7414,P485,Q3565602
Q7414,P822,Q11934
Q7414,P463,Q37033
Q7414,P159,Q39561
Q7414,P127,Q849363
Q7414,P127,Q16658878
Q7414,P127,Q7603552
Q7414,P127,Q219635
Q7414,P127,Q3133593
Q7414,P127,Q505275
Q7414,P127,Q2007336
Q7414,P127,Q970695
Q7414,P127,Q1411292
