doc,relation,idf
6,P780,28.08916327172197
6,P2283,9.954744896044215
7,P828,1.0525284860964206
7,P1557,2.0064925420336683
7,P279,0.11998545279010994
7,P1552,1.9887216235973135
7,P180,1.0455840137436094
7,P461,0.9382782763219811
7,P2579,0.7277945834728877
7,P1889,0.8445902618940891
7,P31,0.2853424691169679
7,P527,0.5851176185821472
7,P2175,2.19385189285758
7,P2868,2.3299840671821603
7,P2959,3.2324814769239794
7,P129,4.734848009296624
7,P361,0.30073992936923766
7,P1995,0.7657178733947807
7,P155,1.5574354101344847
8,P828,3.1575854582892617
8,P31,0.5706849382339358
8,P361,0.6014798587384753
8,P180,1.0455840137436094
8,P279,0.09332201883675217
8,P1552,0.4971804058993284
8,P156,1.8766110181642548
8,P155,1.5574354101344847
8,P689,8.29412268878901
8,P780,11.235665308688787
8,P1995,0.7657178733947807
8,P2176,1.0012158345597904
8,P111,2.8547959329228907
8,P461,0.9382782763219811
8,P527,0.8776764278732208
8,P2579,0.7277945834728877
8,P2283,3.3182482986814046
8,P366,1.6333706786457287
9,P361,0.30073992936923766
9,P527,0.8776764278732208
9,P2579,0.7277945834728877
9,P1552,1.9887216235973135
9,P828,1.0525284860964206
9,P1557,2.0064925420336683
9,P279,0.039995150930036645
9,P180,1.0455840137436094
9,P366,3.2667413572914574
9,P425,3.1101426247317354
9,P1889,0.4222951309470446
10,P279,0.09332201883675217
10,P138,2.7354491752903245
10,P31,0.2853424691169679
10,P361,0.902219788107713
10,P527,1.1702352371642943
10,P2579,0.7277945834728877
10,P1552,0.4971804058993284
10,P461,0.9382782763219811
10,P1889,0.4222951309470446
10,P2959,3.2324814769239794
10,P155,1.5574354101344847
10,P460,2.8666024455098795
11,P279,0.039995150930036645
11,P1995,0.7657178733947807
11,P31,0.8560274073509038
11,P461,0.46913913816099057
11,P2579,0.7277945834728877
12,P279,0.10665373581343106
12,P1552,1.9887216235973135
12,P180,1.0455840137436094
12,P527,1.1702352371642943
12,P461,0.9382782763219811
12,P2579,0.7277945834728877
12,P1995,1.5314357467895614
12,P366,4.900112035937186
12,P2283,3.3182482986814046
12,P276,3.7675717226896013
12,P828,1.0525284860964206
12,P1542,1.6162175994194792
12,P462,4.0039605007538315
12,P1582,6.018863521296097
12,P31,0.2853424691169679
12,P2670,2.084861609149175
12,P361,0.30073992936923766
13,P1269,0.9409157791795444
13,P1889,0.4222951309470446
13,P180,1.0455840137436094
13,P279,0.026663433953357765
13,P31,0.8560274073509038
13,P527,0.5851176185821472
13,P138,2.7354491752903245
13,P2176,5.006079172798952
14,P828,1.0525284860964206
14,P1557,2.0064925420336683
14,P1269,1.8818315583590888
14,P279,0.0666585848833944
14,P1552,1.4915412176979852
14,P180,1.0455840137436094
14,P527,0.8776764278732208
14,P361,0.6014798587384753
14,P1542,1.6162175994194792
14,P21,3.547943113482836
14,P1889,0.4222951309470446
15,P1382,1.9826582459695363
15,P31,1.1413698764678717
15,P279,0.05332686790671553
15,P527,0.8776764278732208
15,P1995,0.7657178733947807
15,P2175,2.19385189285758
15,P461,0.46913913816099057
15,P2176,1.0012158345597904
15,P780,19.662414290205376
16,P180,1.0455840137436094
16,P279,0.11998545279010994
16,P1889,0.4222951309470446
16,P527,0.2925588092910736
16,P461,1.8765565526439623
16,P2579,0.7277945834728877
16,P1552,0.4971804058993284
16,P1995,0.7657178733947807
16,P2176,1.0012158345597904
16,P780,5.617832654344394
16,P1269,1.8818315583590888
16,P361,0.30073992936923766
16,P828,2.105056972192841
16,P2578,3.071504832026321
16,P2079,2.861863100145983
16,P366,3.2667413572914574
17,P828,1.0525284860964206
17,P1557,2.0064925420336683
17,P186,3.1758940022945157
17,P4934,3.7602954300851983
17,P527,0.2925588092910736
17,P276,3.7675717226896013
17,P1995,1.5314357467895614
17,P2176,1.0012158345597904
17,P31,0.2853424691169679
18,P279,0.05332686790671553
18,P138,2.7354491752903245
18,P31,0.8560274073509038
18,P1269,0.9409157791795444
18,P828,1.0525284860964206
18,P361,0.902219788107713
18,P111,2.8547959329228907
18,P2670,2.084861609149175
18,P527,0.5851176185821472
18,P2175,21.9385189285758
18,P2868,2.3299840671821603
19,P828,1.0525284860964206
19,P1557,2.0064925420336683
19,P279,0.07999030186007329
19,P461,0.46913913816099057
19,P527,0.5851176185821472
19,P1552,0.9943608117986568
19,P2579,0.7277945834728877
19,P361,0.30073992936923766
19,P366,3.2667413572914574
19,P31,0.2853424691169679
19,P2175,6.581555678572739
19,P2868,2.3299840671821603
20,P361,0.6014798587384753
20,P527,1.7553528557464415
20,P2579,0.7277945834728877
20,P1552,1.9887216235973135
20,P1269,0.9409157791795444
20,P279,0.07999030186007329
20,P180,1.0455840137436094
20,P31,0.2853424691169679
20,P1889,0.4222951309470446
20,P1995,0.7657178733947807
21,P828,3.1575854582892617
21,P1557,2.0064925420336683
21,P1269,1.8818315583590888
21,P279,0.1466488867434677
21,P1889,1.6891805237881783
21,P461,0.46913913816099057
21,P527,1.462794046455368
21,P1552,0.9943608117986568
21,P2579,0.7277945834728877
21,P361,0.6014798587384753
21,P689,8.29412268878901
21,P780,11.235665308688787
21,P1995,1.5314357467895614
21,P2176,3.003647503679371
21,P31,0.8560274073509038
21,P2079,2.861863100145983
21,P276,3.7675717226896013
21,P2175,4.38770378571516
22,P361,0.6014798587384753
22,P527,2.6330292836196625
22,P2579,0.7277945834728877
22,P1552,0.9943608117986568
22,P828,1.0525284860964206
22,P1557,2.0064925420336683
22,P1995,1.5314357467895614
22,P2176,6.007295007358742
22,P461,0.46913913816099057
22,P279,0.09332201883675217
22,P156,1.8766110181642548
22,P155,1.5574354101344847
22,P2789,1.6375315723048933
22,P31,0.2853424691169679
23,P279,0.11998545279010994
23,P138,2.7354491752903245
23,P31,1.7120548147018075
23,P828,1.0525284860964206
23,P1557,2.0064925420336683
23,P180,1.0455840137436094
23,P2175,26.326222714290957
23,P2868,4.659968134364321
23,P2670,2.084861609149175
23,P361,0.30073992936923766
23,P527,0.8776764278732208
23,P927,1.6306063368715786
23,P425,3.1101426247317354
23,P3095,2.2931700940594437
24,P279,0.039995150930036645
24,P361,0.6014798587384753
24,P927,1.6306063368715786
24,P31,0.2853424691169679
24,P2176,1.0012158345597904
24,P780,8.42674898151659
25,P361,0.6014798587384753
25,P527,2.047911665037515
25,P2579,0.7277945834728877
25,P1552,0.9943608117986568
25,P2176,5.006079172798952
25,P31,0.2853424691169679
25,P279,0.0666585848833944
25,P1889,0.4222951309470446
25,P121,4.660740037142902
26,P279,0.026663433953357765
26,P138,2.7354491752903245
26,P31,0.5706849382339358
26,P828,1.0525284860964206
26,P1557,2.0064925420336683
26,P4934,3.7602954300851983
26,P111,2.8547959329228907
26,P527,0.5851176185821472
26,P2175,4.38770378571516
26,P427,6.201185078090051
26,P105,5.080593882703166
26,P171,5.1025727894219415
27,P361,0.30073992936923766
27,P527,2.6330292836196625
27,P2579,0.7277945834728877
27,P1552,2.485902029496642
27,P180,1.0455840137436094
27,P279,0.1333171697667888
27,P425,3.1101426247317354
27,P1889,0.8445902618940891
27,P461,0.46913913816099057
27,P31,0.8560274073509038
27,P681,3.20545280453606
27,P3095,2.2931700940594437
27,P780,8.42674898151659
28,P361,0.6014798587384753
28,P527,1.1702352371642943
28,P2579,1.4555891669457754
28,P1552,1.9887216235973135
28,P828,2.105056972192841
28,P1557,2.0064925420336683
28,P279,0.05332686790671553
28,P2176,3.003647503679371
28,P31,0.2853424691169679
28,P780,11.235665308688787
29,P361,0.6014798587384753
29,P527,1.462794046455368
29,P2579,0.7277945834728877
29,P1552,2.485902029496642
29,P1269,0.9409157791795444
29,P279,0.05332686790671553
29,P180,1.0455840137436094
29,P156,1.8766110181642548
29,P155,1.5574354101344847
29,P1889,0.4222951309470446
29,P2283,3.3182482986814046
30,P279,0.09332201883675217
30,P138,2.7354491752903245
30,P31,0.5706849382339358
30,P527,1.1702352371642943
30,P461,2.345695690804953
30,P2579,0.7277945834728877
30,P1552,0.9943608117986568
30,P361,0.6014798587384753
30,P155,4.672306230403454
30,P156,1.8766110181642548
30,P828,1.0525284860964206
30,P1889,0.4222951309470446
30,P2868,2.3299840671821603
31,P361,0.6014798587384753
31,P527,1.7553528557464415
31,P2579,0.7277945834728877
31,P1552,0.4971804058993284
31,P828,1.0525284860964206
31,P1557,2.0064925420336683
31,P4934,3.7602954300851983
31,P279,0.039995150930036645
31,P1889,0.4222951309470446
31,P31,0.2853424691169679
31,P780,8.42674898151659
31,P461,0.9382782763219811
32,P361,1.2029597174769506
32,P527,1.7553528557464415
32,P2579,1.4555891669457754
32,P1552,0.9943608117986568
32,P828,2.105056972192841
32,P1557,2.0064925420336683
32,P279,0.07999030186007329
32,P927,1.6306063368715786
32,P31,0.5706849382339358
32,P2176,12.014590014717484
33,P279,0.1466488867434677
33,P138,2.7354491752903245
33,P31,1.9973972838187755
33,P828,2.105056972192841
33,P1557,4.012985084067337
33,P180,1.0455840137436094
33,P2175,19.74466703571822
33,P2868,6.9899522015464814
33,P1552,0.9943608117986568
33,P1889,1.2668853928411337
33,P2670,2.084861609149175
33,P461,0.46913913816099057
33,P3095,2.2931700940594437
33,P2176,3.003647503679371
33,P780,11.235665308688787
33,P1542,1.6162175994194792
33,P636,5.271649119465875
33,P769,43.56522927695502
34,P361,0.30073992936923766
34,P527,0.8776764278732208
34,P2579,0.7277945834728877
34,P1552,0.4971804058993284
34,P828,1.0525284860964206
34,P1557,2.0064925420336683
34,P180,1.0455840137436094
34,P279,0.013331716976678882
35,P186,9.527682006883547
35,P828,1.0525284860964206
35,P1557,2.0064925420336683
35,P527,1.462794046455368
35,P361,0.6014798587384753
35,P279,0.039995150930036645
35,P1995,0.7657178733947807
35,P2176,1.0012158345597904
35,P780,5.617832654344394
35,P31,0.2853424691169679
35,P461,0.46913913816099057
35,P1382,3.9653164919390727
35,P927,1.6306063368715786
35,P2789,3.2750631446097866
35,P703,2.3842056213487988
35,P2579,0.7277945834728877
36,P527,0.2925588092910736
36,P361,0.6014798587384753
36,P279,0.0666585848833944
36,P366,3.2667413572914574
37,P361,0.902219788107713
37,P527,0.8776764278732208
37,P2579,0.7277945834728877
37,P1552,0.4971804058993284
37,P828,4.210113944385682
37,P1557,2.0064925420336683
37,P279,0.09332201883675217
37,P111,2.8547959329228907
37,P1995,0.7657178733947807
37,P21,3.547943113482836
37,P461,0.9382782763219811
37,P1269,1.8818315583590888
37,P1889,0.4222951309470446
38,P361,0.6014798587384753
38,P527,2.3404704743285887
38,P2579,1.4555891669457754
38,P1552,0.9943608117986568
38,P1269,0.9409157791795444
38,P279,0.0666585848833944
38,P461,0.46913913816099057
38,P1995,0.7657178733947807
38,P2176,4.004863338239161
38,P31,0.2853424691169679
38,P780,28.08916327172197
38,P1889,0.4222951309470446
39,P180,1.0455840137436094
39,P279,0.05332686790671553
39,P1889,0.8445902618940891
39,P689,8.29412268878901
39,P780,11.235665308688787
39,P1995,0.7657178733947807
39,P2176,1.0012158345597904
39,P31,1.1413698764678717
39,P828,2.105056972192841
39,P111,2.8547959329228907
39,P527,0.8776764278732208
39,P361,0.30073992936923766
39,P2175,4.38770378571516
39,P2868,2.3299840671821603
40,P828,1.0525284860964206
40,P361,1.2029597174769506
40,P111,2.8547959329228907
40,P180,1.0455840137436094
40,P156,1.8766110181642548
40,P1889,1.2668853928411337
40,P2176,1.0012158345597904
40,P279,0.0666585848833944
40,P1995,0.7657178733947807
40,P927,1.6306063368715786
40,P31,0.2853424691169679
40,P4934,1.8801477150425991
41,P828,1.0525284860964206
41,P1557,2.0064925420336683
41,P31,1.1413698764678717
41,P361,0.6014798587384753
41,P461,1.8765565526439623
41,P279,0.0666585848833944
41,P527,1.7553528557464415
41,P2175,6.581555678572739
41,P2868,2.3299840671821603
42,P1889,0.8445902618940891
42,P1557,4.012985084067337
42,P361,0.30073992936923766
42,P2283,9.954744896044215
42,P527,1.1702352371642943
42,P2579,0.7277945834728877
42,P1552,0.4971804058993284
42,P279,0.07999030186007329
42,P461,0.46913913816099057
42,P31,0.5706849382339358
42,P366,1.6333706786457287
42,P1382,1.9826582459695363
42,P105,5.080593882703166
43,P828,1.0525284860964206
43,P31,0.2853424691169679
43,P361,0.902219788107713
43,P180,1.0455840137436094
43,P279,0.013331716976678882
43,P527,0.2925588092910736
43,P1419,3.821638943959877
43,P111,2.8547959329228907
43,P366,3.2667413572914574
44,P828,1.0525284860964206
44,P1557,6.019477626101005
44,P527,1.1702352371642943
44,P361,0.6014798587384753
44,P279,0.039995150930036645
44,P2283,9.954744896044215
44,P2579,0.7277945834728877
44,P1552,0.4971804058993284
44,P155,1.5574354101344847
44,P1542,1.6162175994194792
45,P828,1.0525284860964206
46,P361,1.804439576215426
46,P828,1.0525284860964206
46,P1557,6.019477626101005
46,P279,0.026663433953357765
46,P1269,0.9409157791795444
46,P527,0.5851176185821472
46,P1419,3.821638943959877
46,P2283,9.954744896044215
46,P2579,2.1833837504186633
46,P1552,0.4971804058993284
46,P688,3.1922075777860393
47,P828,1.0525284860964206
47,P1557,2.0064925420336683
47,P279,0.09332201883675217
47,P180,1.0455840137436094
47,P1889,0.4222951309470446
48,P279,0.026663433953357765
48,P138,2.7354491752903245
48,P31,0.5706849382339358
48,P828,1.0525284860964206
48,P1557,2.0064925420336683
48,P180,1.0455840137436094
48,P527,2.3404704743285887
48,P361,0.6014798587384753
48,P21,3.547943113482836
49,P279,0.10665373581343106
49,P138,2.7354491752903245
49,P31,0.8560274073509038
49,P361,1.2029597174769506
49,P527,1.7553528557464415
49,P2579,1.4555891669457754
49,P1552,1.4915412176979852
49,P828,4.210113944385682
49,P1557,2.0064925420336683
49,P111,2.8547959329228907
49,P1889,1.2668853928411337
49,P461,1.8765565526439623
49,P2959,3.2324814769239794
49,P2176,5.006079172798952
49,P1269,0.9409157791795444
50,P361,0.30073992936923766
50,P527,1.7553528557464415
50,P2579,0.7277945834728877
50,P1552,0.9943608117986568
50,P180,1.0455840137436094
50,P279,0.026663433953357765
50,P31,0.2853424691169679
50,P366,1.6333706786457287
50,P1542,1.6162175994194792
50,P828,1.0525284860964206
51,P828,2.105056972192841
51,P1557,6.019477626101005
51,P1269,0.9409157791795444
51,P279,0.10665373581343106
51,P1552,1.9887216235973135
51,P180,1.0455840137436094
51,P361,0.30073992936923766
51,P2283,9.954744896044215
51,P527,0.2925588092910736
51,P2579,0.7277945834728877
51,P186,3.1758940022945157
51,P31,0.2853424691169679
51,P1542,1.6162175994194792
51,P1889,0.4222951309470446
52,P361,0.30073992936923766
52,P527,1.7553528557464415
52,P2579,0.7277945834728877
52,P1552,0.4971804058993284
52,P1269,0.9409157791795444
52,P180,1.0455840137436094
52,P4934,3.7602954300851983
52,P1889,1.2668853928411337
52,P279,0.05332686790671553
52,P111,2.8547959329228907
52,P138,2.7354491752903245
52,P155,1.5574354101344847
52,P156,1.8766110181642548
52,P31,0.2853424691169679
52,P2868,2.3299840671821603
52,P366,1.6333706786457287
53,P828,1.0525284860964206
53,P1557,2.0064925420336683
53,P1269,0.9409157791795444
53,P361,0.30073992936923766
53,P111,2.8547959329228907
53,P180,1.0455840137436094
53,P279,0.05332686790671553
53,P2176,5.006079172798952
53,P31,0.8560274073509038
53,P21,3.547943113482836
53,P527,1.7553528557464415
53,P2579,0.7277945834728877
53,P1889,0.4222951309470446
53,P156,1.8766110181642548
53,P1382,1.9826582459695363
54,P279,0.05332686790671553
54,P527,1.1702352371642943
54,P361,0.30073992936923766
54,P1889,0.8445902618940891
54,P2959,3.2324814769239794
54,P1995,0.7657178733947807
54,P2176,2.0024316691195807
54,P31,0.8560274073509038
54,P461,0.9382782763219811
54,P1552,0.4971804058993284
55,P279,0.10665373581343106
55,P138,2.7354491752903245
55,P31,0.8560274073509038
55,P828,1.0525284860964206
55,P1557,2.0064925420336683
55,P1889,2.111475654735223
55,P461,0.46913913816099057
55,P2579,0.7277945834728877
55,P1552,0.4971804058993284
55,P361,0.30073992936923766
55,P2789,3.2750631446097866
55,P2959,3.2324814769239794
55,P425,6.220285249463471
55,P527,0.2925588092910736
55,P3095,2.2931700940594437
55,P2868,2.3299840671821603
56,P279,0.07999030186007329
56,P138,2.7354491752903245
56,P31,0.5706849382339358
56,P828,1.0525284860964206
56,P1557,6.019477626101005
56,P1269,0.9409157791795444
56,P361,1.2029597174769506
56,P111,2.8547959329228907
56,P2283,9.954744896044215
56,P527,0.5851176185821472
56,P2579,0.7277945834728877
56,P1552,0.9943608117986568
56,P1995,0.7657178733947807
56,P1889,0.8445902618940891
56,P461,0.46913913816099057
56,P2868,2.3299840671821603
57,P361,0.6014798587384753
57,P527,1.1702352371642943
57,P2579,0.7277945834728877
57,P1552,2.485902029496642
57,P828,1.0525284860964206
57,P1557,2.0064925420336683
57,P180,1.0455840137436094
57,P279,0.039995150930036645
57,P2176,5.006079172798952
57,P31,0.2853424691169679
58,P1269,0.9409157791795444
58,P2176,5.006079172798952
58,P31,0.5706849382339358
58,P461,0.9382782763219811
58,P279,0.026663433953357765
58,P1889,0.4222951309470446
58,P527,0.8776764278732208
59,P279,0.10665373581343106
59,P1269,0.9409157791795444
59,P361,1.804439576215426
59,P527,1.7553528557464415
59,P2578,3.071504832026321
59,P461,0.9382782763219811
59,P1889,1.2668853928411337
59,P31,0.5706849382339358
59,P2176,1.0012158345597904
59,P780,8.42674898151659
59,P1552,2.485902029496642
59,P1382,5.947974737908609
59,P2175,2.19385189285758
59,P155,1.5574354101344847
59,P1542,1.6162175994194792
59,P180,1.0455840137436094
59,P828,2.105056972192841
60,P279,0.0666585848833944
60,P138,2.7354491752903245
60,P31,0.2853424691169679
60,P828,1.0525284860964206
60,P1557,2.0064925420336683
60,P180,1.0455840137436094
60,P1889,1.2668853928411337
60,P2959,3.2324814769239794
60,P3095,2.2931700940594437
60,P155,1.5574354101344847
60,P156,1.8766110181642548
61,P828,1.0525284860964206
61,P1557,2.0064925420336683
61,P180,1.0455840137436094
61,P527,0.2925588092910736
61,P461,0.9382782763219811
61,P2579,1.4555891669457754
61,P1552,0.4971804058993284
61,P279,0.09332201883675217
61,P361,0.30073992936923766
61,P427,6.201185078090051
61,P1995,0.7657178733947807
61,P2176,4.004863338239161
61,P31,0.2853424691169679
62,P828,1.0525284860964206
62,P1557,2.0064925420336683
62,P279,0.07999030186007329
62,P2670,2.084861609149175
62,P361,1.2029597174769506
62,P527,2.047911665037515
62,P461,0.46913913816099057
62,P1889,0.4222951309470446
62,P155,1.5574354101344847
62,P31,0.5706849382339358
62,P366,1.6333706786457287
62,P2283,13.272993194725618
62,P1552,0.9943608117986568
62,P462,8.007921001507663
63,P180,1.0455840137436094
63,P279,0.10665373581343106
63,P1889,1.2668853928411337
63,P31,1.1413698764678717
63,P461,0.9382782763219811
63,P2579,0.7277945834728877
63,P3095,2.2931700940594437
63,P527,1.7553528557464415
63,P1552,0.9943608117986568
63,P462,8.007921001507663
63,P361,0.6014798587384753
63,P2868,6.9899522015464814
63,P769,7.920950777628185
63,P2175,8.77540757143032
63,P2176,22.026748360315388
63,P1995,2.297153620184342
64,P361,0.6014798587384753
64,P527,0.8776764278732208
64,P2579,0.7277945834728877
64,P1552,1.9887216235973135
64,P828,1.0525284860964206
64,P180,1.0455840137436094
64,P279,0.0666585848833944
64,P2176,1.0012158345597904
64,P31,0.2853424691169679
64,P780,19.662414290205376
64,P1889,1.6891805237881783
64,P1542,3.2324351988389584
64,P155,1.5574354101344847
64,P1269,1.8818315583590888
65,P828,1.0525284860964206
65,P1557,2.0064925420336683
65,P279,0.09332201883675217
65,P1552,1.9887216235973135
65,P180,1.0455840137436094
65,P527,1.1702352371642943
65,P361,0.6014798587384753
65,P461,0.46913913816099057
65,P2579,1.4555891669457754
65,P1889,0.4222951309470446
65,P31,0.2853424691169679
65,P689,4.147061344394505
66,P361,0.902219788107713
66,P527,2.6330292836196625
66,P2579,0.7277945834728877
66,P1552,0.4971804058993284
66,P156,1.8766110181642548
66,P1889,0.8445902618940891
66,P279,0.0666585848833944
66,P2670,2.084861609149175
66,P2176,5.006079172798952
66,P31,0.2853424691169679
66,P1382,1.9826582459695363
67,P361,0.6014798587384753
67,P527,1.1702352371642943
67,P2579,1.4555891669457754
67,P1552,0.4971804058993284
67,P1269,0.9409157791795444
67,P279,0.05332686790671553
67,P2176,5.006079172798952
67,P31,0.8560274073509038
68,P1269,1.8818315583590888
68,P180,1.0455840137436094
68,P279,0.026663433953357765
68,P527,0.8776764278732208
68,P361,0.6014798587384753
68,P31,0.5706849382339358
68,P461,1.8765565526439623
68,P2579,0.7277945834728877
68,P2176,5.006079172798952
68,P828,2.105056972192841
69,P279,0.0666585848833944
69,P138,2.7354491752903245
69,P31,0.8560274073509038
69,P828,1.0525284860964206
69,P1557,4.012985084067337
69,P461,0.46913913816099057
69,P2579,0.7277945834728877
69,P1552,0.4971804058993284
69,P527,0.2925588092910736
69,P361,0.30073992936923766
69,P425,3.1101426247317354
69,P3095,2.2931700940594437
69,P1995,0.7657178733947807
70,P828,3.1575854582892617
70,P180,1.0455840137436094
70,P279,0.05332686790671553
70,P689,8.29412268878901
70,P780,11.235665308688787
70,P1995,0.7657178733947807
70,P2176,1.0012158345597904
70,P31,0.2853424691169679
70,P111,2.8547959329228907
70,P361,0.30073992936923766
70,P366,1.6333706786457287
70,P461,0.46913913816099057
70,P1552,0.4971804058993284
70,P1889,0.4222951309470446
71,P361,0.30073992936923766
71,P527,1.1702352371642943
71,P2579,0.7277945834728877
71,P1552,2.485902029496642
71,P828,1.0525284860964206
71,P1557,2.0064925420336683
71,P279,0.10665373581343106
71,P180,1.0455840137436094
71,P1889,0.8445902618940891
71,P2176,5.006079172798952
71,P31,0.8560274073509038
71,P3095,2.2931700940594437
71,P156,1.8766110181642548
71,P1995,0.7657178733947807
72,P361,0.30073992936923766
72,P279,0.013331716976678882
72,P461,0.46913913816099057
72,P155,1.5574354101344847
73,P828,4.210113944385682
73,P1557,2.0064925420336683
73,P279,0.07999030186007329
73,P1889,0.4222951309470446
73,P1552,0.4971804058993284
73,P156,1.8766110181642548
73,P155,1.5574354101344847
73,P689,8.29412268878901
73,P780,11.235665308688787
73,P1995,0.7657178733947807
73,P2176,1.0012158345597904
73,P31,0.2853424691169679
73,P527,1.7553528557464415
73,P361,0.902219788107713
73,P1269,0.9409157791795444
73,P1382,3.9653164919390727
74,P828,1.0525284860964206
74,P279,0.0666585848833944
74,P1552,0.4971804058993284
74,P156,1.8766110181642548
74,P155,1.5574354101344847
74,P361,0.30073992936923766
74,P527,0.8776764278732208
74,P461,0.46913913816099057
74,P366,1.6333706786457287
74,P1889,0.4222951309470446
75,P828,1.0525284860964206
75,P1557,2.0064925420336683
75,P1269,0.9409157791795444
75,P180,1.0455840137436094
75,P279,0.0666585848833944
75,P527,0.8776764278732208
75,P361,0.30073992936923766
75,P461,0.46913913816099057
75,P2579,0.7277945834728877
75,P1552,0.4971804058993284
75,P1889,0.8445902618940891
75,P2959,3.2324814769239794
75,P1542,1.6162175994194792
76,P180,1.0455840137436094
76,P279,0.07999030186007329
76,P111,2.8547959329228907
76,P361,0.30073992936923766
76,P1552,1.9887216235973135
76,P155,1.5574354101344847
76,P156,1.8766110181642548
76,P1889,0.4222951309470446
76,P2670,2.084861609149175
77,P361,0.902219788107713
77,P111,2.8547959329228907
77,P279,0.05332686790671553
77,P1542,1.6162175994194792
77,P527,0.5851176185821472
77,P688,3.1922075777860393
77,P31,0.2853424691169679
77,P1552,0.9943608117986568
77,P1889,0.4222951309470446
78,P180,1.0455840137436094
78,P31,0.5706849382339358
78,P527,1.462794046455368
78,P2175,24.13237082143338
78,P279,0.026663433953357765
78,P2868,4.659968134364321
78,P1552,0.4971804058993284
78,P1269,0.9409157791795444
79,P828,2.105056972192841
79,P1557,2.0064925420336683
79,P180,1.0455840137436094
79,P279,0.05332686790671553
79,P461,0.9382782763219811
79,P2579,0.7277945834728877
79,P1552,0.4971804058993284
79,P155,1.5574354101344847
79,P1889,0.4222951309470446
80,P361,0.6014798587384753
80,P527,1.1702352371642943
80,P2579,0.7277945834728877
80,P1552,0.4971804058993284
80,P279,0.039995150930036645
80,P1889,0.4222951309470446
80,P138,2.7354491752903245
81,P361,0.6014798587384753
81,P527,1.1702352371642943
81,P2579,1.4555891669457754
81,P1552,1.4915412176979852
81,P180,1.0455840137436094
81,P1557,4.012985084067337
81,P2283,9.954744896044215
81,P1269,0.9409157791795444
81,P279,0.039995150930036645
81,P155,1.5574354101344847
81,P1542,1.6162175994194792
81,P156,1.8766110181642548
82,P828,1.0525284860964206
82,P1557,6.019477626101005
82,P180,1.0455840137436094
82,P461,0.46913913816099057
82,P2579,1.4555891669457754
82,P1552,0.9943608117986568
82,P527,1.462794046455368
82,P361,1.2029597174769506
82,P1419,3.821638943959877
82,P2283,9.954744896044215
82,P279,0.05332686790671553
82,P1889,0.4222951309470446
83,P1269,1.8818315583590888
83,P180,1.0455840137436094
83,P279,0.10665373581343106
83,P361,0.30073992936923766
83,P2176,1.0012158345597904
83,P31,0.2853424691169679
83,P780,19.662414290205376
83,P2079,2.861863100145983
83,P1889,0.4222951309470446
83,P1542,1.6162175994194792
83,P527,1.1702352371642943
84,P828,1.0525284860964206
84,P1557,2.0064925420336683
84,P1889,1.2668853928411337
84,P279,0.039995150930036645
84,P527,1.1702352371642943
84,P31,0.2853424691169679
84,P1382,1.9826582459695363
84,P366,3.2667413572914574
84,P361,0.30073992936923766
85,P180,1.0455840137436094
85,P279,0.05332686790671553
85,P425,3.1101426247317354
85,P1889,0.4222951309470446
