entity1,relations,entity2
Q9174,P2579,Q34178
Q43115,P140,Q9089
Q58778,P1552,Q183635
Q58778,P2579,Q269699
Q620805,P461,Q7066
Q620805,P279,Q34394
Q620805,P279,Q9174
Q620805,P31,Q49447
Q16280097,P1889,Q214272
Q467,P279,Q80994
Q467,P461,Q8441
Q467,P155,Q3031
Q8171,P279,Q187931
Q16502,P31,Q151885
Q16502,P460,Q2
Q288928,P1889,Q7066
Q2827815,P31,Q151885
Q9332,P1552,Q1299714
Q7873,P361,Q11068
Q7569,P279,Q5
Q7569,P1552,Q276258
Q7569,P156,Q131774
Q7569,P155,Q26513
Q42138,P361,Q7275
Q42138,P1269,Q7275
Q41207,P279,Q693464
Q1367353,P31,Q9415
Q1412160,P279,Q9415
Q1412160,P31,Q9415
Q221284,P461,Q1991663
Q41487,P361,Q7748
Q41487,P1889,Q7748
Q42848,P1889,Q9081
Q34302,P31,Q9415
Q34302,P1552,Q621922
Q34302,P1889,Q34394
Q200539,P279,Q11460
Q200539,P2670,Q2160801
Q7958,P3712,Q46744
Q37017,P527,Q7363
Q37017,P527,Q82714
Q37017,P527,Q9635
Q37017,P527,Q41055
Q37017,P527,Q47038
Q37017,P361,Q23640
Q188572,P461,Q3962655
Q188572,P279,Q42848
Q188572,P361,Q7949
Q188572,P460,Q7949
Q188572,P1552,Q7949
Q1314,P155,Q1313
Q1314,P156,Q1311
Q1314,P279,Q24384
Q1314,P2922,Q110
Q2095,P366,Q213449
Q2095,P1552,Q4173974
Q11410,P279,Q173799
Q11410,P361,Q11042
Q7187,P688,Q8054
Q7187,P361,Q7020
Q4503831,P279,Q706622
Q4503831,P1382,Q706622
Q62955,P461,Q182722
Q3149459,P31,Q5
Q268592,P279,Q58778
Q210439,P279,Q192581
Q27796747,P31,Q11436
Q7748,P3095,Q40348
Q4925193,P461,Q7949
Q4925193,P279,Q170028
Q4925193,P366,Q170028
Q8078,P527,Q179289
Q983927,P1889,Q30185
Q37507,P186,Q287
Q37507,P186,Q389782
Q37507,P279,Q39546
Q35758,P1552,Q11423
Q450,P460,Q353284
Q450,P461,Q18237
Q11229,P279,Q3481047
Q40953,P361,Q9174
Q42603,P1889,Q133485
Q121594,P31,Q28640
Q2995644,P1269,Q179289
Q901,P31,Q28640
Q290,P1889,Q48277
Q3695082,P460,Q80071
Q11461,P461,Q502261
Q654182,P1269,Q14620
Q654182,P1269,Q11461
Q7949,P460,Q188572
Q7949,P461,Q4925193
Q410291,P527,Q627
Q410291,P527,Q623
Q25288,P828,Q11412
Q25288,P1889,Q11423
Q25288,P4934,Q11423
Q241625,P279,Q775842
Q2514663,P361,Q9174
Q577,P527,Q5151
Q10870555,P279,Q49848
Q123705,P460,Q604435
Q2785824,P279,Q83267
Q9165,P279,Q450
Q9165,P361,Q215627
Q188075,P186,Q389782
Q160232,P461,Q316
Q208826,P279,Q36253
Q705914,P279,Q49848
Q15292,P461,Q15290
Q15290,P461,Q15292
Q708,P31,Q187661
Q316,P461,Q160232
Q316,P1889,Q231444
Q316,P279,Q9415
Q429220,P279,Q3142
Q429220,P31,Q1075
Q60227,P279,Q6765918
Q792838,P460,Q299090
Q98539357,P460,Q1474278
Q1121708,P279,Q2995644
Q706622,P31,Q151885
Q706622,P1382,Q4503831
Q706622,P527,Q4503831
Q9420,P2579,Q147638
Q8461,P279,Q179742
Q8461,P279,Q83267
Q614806,P279,Q11460
Q8805,P31,Q151885
Q8805,P1889,Q8799
Q31928,P31,Q8171
Q169545,P361,Q446
Q15026,P279,Q2207370
Q15026,P186,Q11426
Q15026,P186,Q677
Q15026,P1552,Q208826
Q15026,P1552,Q1075
Q15026,P1552,Q11423
Q240673,P31,Q151885
Q4,P461,Q14819852
Q4,P461,Q3
Q4,P361,Q3
Q841571,P279,Q215627
Q40357,P279,Q178706
Q40357,P366,Q186361
Q40357,P366,Q900406
Q905151,P366,Q189760
Q905151,P186,Q11472
Q29485,P1889,Q170028
Q7590,P366,Q61509
Q7590,P31,Q268592
Q7590,P1889,Q61509
Q7590,P279,Q79782
Q9128,P461,Q204170
Q9128,P527,Q3198
Q9128,P2579,Q14620
Q629,P138,Q11158
Q756,P1889,Q764
Q756,P527,Q41500
Q1247869,P31,Q5
Q193168,P155,Q192630
Q193168,P361,Q11471
Q34442,P276,Q205895
Q34442,P2670,Q177749
Q37172,P1552,Q41364
Q37172,P1552,Q1165717
Q36794,P527,Q35473
Q11472,P366,Q735
Q11472,P186,Q189720
Q93191,P279,Q23540
Q80411,P460,Q5193095
Q727002,P31,Q49848
Q727002,P31,Q93288
Q557880,P425,Q4290
Q557880,P279,Q43845
Q870,P366,Q3565868
Q9158,P138,Q49845
Q171558,P1542,Q4
Q1073,P361,Q23640
Q1073,P927,Q23640
Q159557,P1889,Q161736
Q897,P279,Q11426
Q998,P279,Q7569
Q28640,P279,Q192581
Q93200,P279,Q179742
Q172226,P279,Q39546
Q28823,P186,Q161
Q28823,P366,Q11460
Q174583,P279,Q185785
Q7560,P279,Q7566
Q7560,P461,Q7565
Q14819852,P461,Q4
Q14819852,P361,Q3
Q571,P186,Q11472
Q571,P186,Q389782
Q571,P279,Q49848
Q571,P1552,Q482980
Q571,P1552,Q33057
Q1072,P361,Q11068
Q1072,P2579,Q10379
Q483372,P1552,Q363948
Q133363,P31,Q9174
Q107,P1552,Q4440864
Q1313,P156,Q1314
Q1313,P461,Q1311
Q1313,P1889,Q24384
Q1313,P279,Q24384
Q5,P1552,Q48277
Q5,P1889,Q215627
Q5,P2670,Q215627
Q5,P279,Q215627
Q207333,P1269,Q9465
Q7925,P279,Q11663
Q7925,P1542,Q8068
Q7925,P527,Q283
Q527,P461,Q2
Q527,P279,Q107
Q10884,P2670,Q2923673
Q10884,P2670,Q33971
Q10884,P1672,Q287
Q96374070,P7501,Q34678
Q836925,P279,Q10870555
Q93288,P279,Q321839
Q93288,P279,Q49848
Q3351781,P17,Q33
Q2238195,P279,Q35874
Q35831,P279,Q9332
Q402152,P279,Q215627
Q742140,P31,Q5
Q742140,P106,Q36180
Q742140,P106,Q33999
Q742140,P101,Q11635
Q742140,P509,Q166231
Q46744,P828,Q133500
Q46744,P1382,Q9081
Q571571,P31,Q9415
Q571571,P1382,Q4122037
Q7802,P186,Q283
Q7802,P527,Q283
Q7802,P1889,Q2095
Q7363,P366,Q9530
Q3031,P279,Q7569
Q3031,P1889,Q49835
Q1594619,P460,Q594279
Q6498684,P828,Q601401
Q6498684,P828,Q200303
Q6498684,P828,Q14208553
Q431289,P279,Q167270
Q1404101,P279,Q618779
Q1404101,P31,Q618779
Q81938,P279,Q169872
Q81938,P279,Q160402
Q81938,P2176,Q41576
Q81938,P2176,Q1215575
Q81938,P2176,Q18216
Q81938,P461,Q208195
Q470873,P495,Q39
Q6186,P31,Q49447
Q6186,P6364,Q3142
Q11081619,P279,Q205895
Q11081619,P1889,Q2
Q212980,P31,Q28640
Q212980,P1889,Q211346
Q79007,P279,Q34442
Q79007,P361,Q319608
Q79007,P527,Q34442
Q79007,P527,Q177749
Q37425,P361,Q133105
Q37425,P927,Q133105
Q7434,P279,Q11460
Q80071,P279,Q3695082
Q80071,P460,Q3695082
Q8275,P674,Q37122
Q8275,P50,Q6691
Q205961,P279,Q9081
Q48282,P461,Q37226
Q265868,P361,Q7881
Q7430,P361,Q7020
Q7430,P1419,Q201717
Q650711,P3095,Q4991371
Q40614,P2579,Q7205
Q192581,P1889,Q656365
Q256966,P279,Q5
Q169872,P1557,Q12136
Q808,P279,Q170065
Q735,P361,Q11042
Q735,P3095,Q483501
Q405,P397,Q2
Q405,P138,Q9128
Q8054,P279,Q181394
Q263668,P366,Q35874
Q82794,P1552,Q11500
Q6097,P527,Q283
Q6097,P527,Q60235
Q6097,P186,Q11002
Q6097,P186,Q283
Q6097,P186,Q60235
Q6537379,P279,Q349
Q6537379,P2283,Q133105
Q131401,P279,Q1250464
Q125482,P361,Q177826
Q5090,P279,Q12117
Q5090,P279,Q235352
Q575,P155,Q166564
Q575,P527,Q36402
Q575,P1552,Q204170
Q1474278,P460,Q98539357
Q799,P1889,Q2488994
Q799,P279,Q46744
Q799,P279,Q9081
Q207326,P361,Q54050
Q207326,P361,Q8502
Q215536,P31,Q28640
Q215536,P279,Q43845
Q215536,P425,Q601401
Q42891,P710,Q46802
Q42891,P1049,Q9089
Q192628,P279,Q10990
Q192628,P1582,Q830
Q8161,P279,Q7748
Q1109649,P31,Q5
Q1109649,P106,Q82955
Q4104051,P31,Q5
Q14660,P279,Q806880
Q506,P361,Q220869
Q42470,P279,Q187931
Q42470,P460,Q30515
Q83093,P361,Q764
Q1250464,P279,Q7275
Q8016240,P710,Q41487
Q8016240,P710,Q600751
Q6037050,P31,Q11424
Q6037050,P921,Q7283
Q133346,P1889,Q1355821
Q40348,P425,Q7748
Q23640,P527,Q1073
Q23640,P527,Q9635
Q23640,P527,Q37017
Q677,P31,Q11426
Q2248623,P279,Q901
Q2248623,P31,Q28640
Q2248623,P1382,Q381160
Q2248623,P361,Q28640
Q192003,P31,Q8171
Q9635,P366,Q213449
Q9635,P366,Q9530
Q9635,P366,Q1663054
Q9635,P361,Q23640
Q9635,P927,Q23640
Q5151,P361,Q577
Q1124733,P279,Q35140
Q153700,P31,Q5
Q153700,P106,Q82955
Q153700,P106,Q36180
Q153700,P106,Q1930187
Q153700,P101,Q1930187
Q153700,P140,Q7066
Q16016507,P31,Q5
Q283,P527,Q629
Q283,P527,Q556
Q283,P1552,Q1075
Q283,P1552,Q180600
Q283,P462,Q3133
Q283,P462,Q3142
Q283,P462,Q23444
Q283,P361,Q2095
Q23387,P361,Q5151
Q23387,P460,Q30722989
Q1026040,P460,Q750652
Q46158,P31,Q49447
Q170579,P1889,Q35874
Q1349983,P279,Q1121708
Q1349983,P828,Q20204151
Q1349983,P1478,Q11412
Q80151,P1889,Q6147804
Q2251595,P31,Q9332
Q11435,P279,Q102205
Q11435,P1889,Q102205
Q80492,P31,Q5
Q80492,P937,Q11194
Q80492,P551,Q11194
Q80492,P1399,Q132821
Q37226,P31,Q28640
Q37226,P461,Q48282
Q42177,P276,Q193837
Q42177,P1478,Q35831
Q42177,P366,Q35831
Q42177,P366,Q1144593
Q16000462,P279,Q11563
Q36348,P1269,Q35831
Q9458,P106,Q215536
Q9458,P106,Q432386
Q9458,P106,Q82955
Q9458,P31,Q5
Q235113,P279,Q193291
Q1364,P527,Q40763
Q133105,P1889,Q15807
Q133105,P527,Q129757
Q133105,P527,Q15807
Q133105,P527,Q37425
Q129933,P1269,Q9089
Q3071551,P31,Q9415
Q81054,P361,Q11663
Q81054,P279,Q8094
Q287,P1535,Q326358
Q287,P1582,Q10884
Q833300,P31,Q27686
Q15916459,P361,Q329381
Q375353,P31,Q5
Q5113,P1672,Q81025
Q5113,P1672,Q10990
Q2840,P780,Q38933
Q2840,P780,Q86
Q2840,P780,Q35805
Q2840,P1542,Q3241045
Q162244,P279,Q215627
Q162244,P1552,Q15290
Q44,P527,Q283
Q44,P527,Q45422
Q12147,P31,Q190258
Q12147,P461,Q12136
Q12147,P2579,Q11190
Q7743,P460,Q2641256
Q28643,P279,Q2083958
Q37260,P1535,Q5
Q37260,P3095,Q36180
Q36180,P279,Q482980
Q36180,P425,Q37260
Q36180,P31,Q28640
Q40080,P279,Q468756
Q12684,P279,Q11042
Q7565,P279,Q7566
Q7565,P461,Q7560
Q170028,P1889,Q29485
Q170028,P2670,Q4925193
Q170028,P2283,Q690194
Q170028,P460,Q5282225
Q170028,P1552,Q706622
Q45529,P279,Q193291
Q1664720,P279,Q178706
Q1664720,P1889,Q178706
Q11190,P3095,Q39631
Q11190,P1889,Q81058
Q3972943,P279,Q268592
Q3972943,P31,Q268592
Q3972943,P460,Q194105
Q13422881,P279,Q32489
Q13422881,P31,Q39546
Q178794,P279,Q376
Q12029,P279,Q9332
Q12029,P279,Q1299714
Q34284,P279,Q83267
Q34284,P279,Q325980
Q34284,P2283,Q707125
Q623,P138,Q24489
Q8068,P828,Q7925
Q8068,P1542,Q4
Q20204151,P1552,Q4440864
Q11423,P1552,Q122508
Q11423,P1889,Q25288
Q39558,P31,Q42501
Q169470,P279,Q901
Q169470,P31,Q28640
Q169470,P1889,Q39631
Q82955,P31,Q28640
Q177232,P461,Q308194
Q177232,P461,Q7566
Q160066,P366,Q211439
Q188830,P461,Q212878
Q161358,P279,Q778612
Q182076,P279,Q189539
Q182076,P279,Q3196867
Q6016699,P460,Q234452
Q6016699,P460,Q397013
Q6147804,P1889,Q80151
Q6147804,P186,Q28823
Q6147804,P366,Q12684
Q212878,P461,Q188830
Q214339,P527,Q9332
Q41500,P361,Q756
Q551997,P186,Q11427
Q551997,P186,Q753
Q551997,P186,Q663
Q1411242,P279,Q1299714
Q508068,P31,Q82799
Q26018,P279,Q10850
Q3504319,P31,Q5
Q3504319,P140,Q9089
Q3504319,P106,Q36180
Q14208553,P3095,Q205375
Q17221,P31,Q28640
Q170219,P279,Q40050
Q1394,P106,Q82955
Q1394,P106,Q36180
Q1394,P106,Q188094
Q1394,P106,Q40348
Q1394,P106,Q1930187
Q1394,P31,Q5
Q1394,P140,Q7066
Q1394,P135,Q7264
Q1394,P91,Q1035954
Q235282,P279,Q379833
Q235544,P361,Q3196
Q235544,P2670,Q36496
Q1595418,P279,Q179661
Q1595418,P461,Q12136
Q1595418,P31,Q151885
Q18237,P279,Q9332
Q18237,P461,Q450
Q42973,P31,Q28640
Q1107656,P366,Q208195
Q282,P186,Q10978
Q282,P186,Q45422
Q282,P366,Q40050
Q282,P462,Q3142
Q282,P462,Q429220
Q282,P462,Q23444
Q757833,P279,Q44148
Q11247037,P111,Q11423
Q7362,P366,Q160289
Q7362,P361,Q23640
Q9645,P461,Q133279
Q728,P279,Q39546
Q4821052,P31,Q5
Q595094,P461,Q10861465
Q33999,P31,Q28640
Q189539,P1552,Q309314
Q2995529,P527,Q12117
Q8495,P279,Q2095
Q8495,P279,Q40050
Q8495,P462,Q23444
Q8495,P527,Q8054
Q8495,P527,Q127980
Q34956,P279,Q181394
Q1760900,P462,Q23444
Q191783,P31,Q694324
Q191783,P31,Q83267
Q830,P1672,Q192628
Q957434,P279,Q10990
Q957434,P1582,Q2935
Q11573,P111,Q36253
Q11573,P4934,Q11574
Q126807,P279,Q3914
Q525,P398,Q2
Q525,P398,Q193
Q525,P398,Q339
Q3230,P361,Q2
Q3230,P376,Q2
Q3230,P186,Q627
Q3230,P186,Q629
Q3230,P186,Q654
Q3230,P186,Q560
Q35856,P279,Q49703
Q11038979,P2283,Q743263
Q11038979,P1889,Q19097
Q601401,P279,Q268592
Q601401,P31,Q268592
Q34172,P527,Q127980
Q1029907,P361,Q11829360
Q537151,P828,Q336392
Q537151,P1889,Q295047
Q9081,P828,Q133500
Q9081,P1889,Q42848
Q9081,P1382,Q46744
Q2033425,P31,Q123705
Q11002,P279,Q2095
Q283102,P155,Q168182
Q160289,P279,Q160402
Q160289,P527,Q11461
Q160289,P927,Q7362
Q15112254,P31,Q28640
Q17310301,P31,Q49848
Q13579947,P279,Q29485
Q13579947,P1889,Q189656
Q61509,P279,Q79782
Q61509,P1889,Q7590
Q1434962,P279,Q52946
Q174647,P361,Q15807
Q614467,P366,Q11629
Q840407,P31,Q9415
Q840407,P1552,Q487
Q10990,P279,Q2095
Q10990,P279,Q13119823
Q43471,P2789,Q228537
Q3196,P1056,Q152079
Q168182,P461,Q36402
Q168182,P156,Q283102
Q958210,P279,Q11460
Q5852,P366,Q35831
Q5852,P186,Q28823
Q5852,P186,Q42329
Q12097,P31,Q28640
Q12097,P279,Q116
Q12097,P279,Q8441
Q3486937,P1889,Q7237369
Q384593,P31,Q28640
Q40763,P279,Q2095
Q44342,P279,Q8253
Q5193095,P460,Q80411
Q308194,P461,Q177232
Q308194,P461,Q7566
Q205365,P3373,Q107626
Q205365,P106,Q131512
Q206887,P279,Q215627
Q45382,P279,Q83267
Q1930187,P31,Q28640
Q1930187,P279,Q482980
Q1930187,P279,Q28640
Q767568,P366,Q186361
Q16363,P2789,Q9633
Q16743864,P361,Q33767
Q125191,P279,Q49848
Q483453,P366,Q208195
Q40050,P279,Q11435
Q40050,P279,Q2095
Q1276307,P921,Q170978
Q780687,P279,Q321839
Q21201,P2578,Q48277
Q1553259,P279,Q46744
Q1553259,P1269,Q179289
Q10861465,P461,Q595094
Q623184,P279,Q9332
Q623184,P31,Q151885
Q332378,P31,Q167270
Q332378,P31,Q431289
Q332378,P279,Q374
Q693690,P279,Q830
Q144,P366,Q39201
Q144,P366,Q36963
Q144,P279,Q39201
Q127980,P31,Q181394
Q127980,P1889,Q11367
Q173387,P1557,Q4
Q8502,P527,Q207326
Q192630,P279,Q11471
Q192630,P156,Q193168
Q192630,P361,Q11471
Q192623,P279,Q2727213
Q49757,P31,Q28640
Q49757,P279,Q36180
Q49757,P425,Q482
Q247154,P1542,Q11563
Q53706,P279,Q2727213
Q53706,P1889,Q2727213
Q53706,P3712,Q200535
Q54128,P31,Q28640
Q166564,P156,Q575
Q12791,P527,Q330946
Q7926427,P31,Q5
Q7926427,P106,Q36180
Q41354,P527,Q283
Q41354,P186,Q153
Q41354,P2079,Q41760
Q8094,P279,Q483247
Q8094,P1269,Q11663
Q766677,P31,Q82799
Q766677,P31,Q105173
Q766677,P31,Q821090
Q766677,P1049,Q9268
Q105173,P31,Q821090
Q17319109,P31,Q5
Q17319109,P19,Q1022
Q17319109,P20,Q1022
Q12542,P31,Q11042
Q59083256,P17,Q39
Q30722989,P361,Q23387
Q30722989,P460,Q23387
Q166735,P279,Q4421
Q35874,P279,Q9332
Q35874,P1889,Q170579
Q35874,P3095,Q245068
Q131138,P279,Q35874
Q42962,P1889,Q127980
Q42962,P1889,Q22656
Q42962,P1382,Q127980
Q42962,P1382,Q22656
Q19573031,P31,Q11424
Q160117,P31,Q28640
Q160117,P279,Q43845
Q276258,P156,Q131774
Q276258,P2670,Q7569
Q13430821,P527,Q215627
Q83188,P31,Q151885
Q83188,P279,Q17737
Q419008,P527,Q627
Q419008,P527,Q629
Q419008,P527,Q623
Q2875978,P31,Q177413
Q1579,P22,Q11378
Q1579,P1049,Q9089
Q395,P527,Q3968
Q177,P527,Q42962
Q177,P527,Q11254
Q5180132,P452,Q75
Q37555,P156,Q172937
Q194189,P31,Q151885
Q194189,P279,Q601401
Q194189,P361,Q601401
Q194189,P3095,Q1762621
Q35473,P186,Q11469
Q270952,P31,Q101072
Q628051,P1056,Q184793
Q628051,P1830,Q83570
Q13427002,P1269,Q12684
Q639669,P425,Q638
Q639669,P279,Q483501
Q943,P31,Q1075
Q943,P279,Q9128
Q291486,P144,Q2681
Q720106,P279,Q87167
Q205375,P31,Q28640
Q205375,P425,Q14208553
Q931165,P31,Q11424
Q170584,P31,Q151885
Q170584,P1552,Q4503831
Q170584,P1552,Q327245
Q483501,P425,Q735
Q14387,P155,Q14382
Q32043,P461,Q40754
Q8799,P527,Q8805
Q8799,P1889,Q8805
Q28048853,P31,Q783794
Q28048853,P1454,Q783794
Q11427,P527,Q677
Q11427,P527,Q623
Q126793,P31,Q268592
Q126793,P279,Q601401
Q11446,P366,Q7590
Q11446,P1889,Q35872
Q746628,P279,Q180516
Q746628,P279,Q656720
Q1096,P279,Q11426
Q68,P527,Q5300
Q68,P1889,Q5300
Q670,P138,Q83087
Q13212,P31,Q523
Q92833,P31,Q5
Q3968,P361,Q395
Q219508,P740,Q60
Q213449,P279,Q1663054
Q213449,P366,Q208195
Q213449,P2283,Q2095
Q213449,P276,Q43164
Q213449,P155,Q36963
Q213449,P828,Q165947
Q127418,P366,Q37260
Q127418,P366,Q11629
Q127418,P527,Q161179
Q127418,P1535,Q165447
Q44782,P1889,Q283202
Q381160,P1382,Q2248623
Q2095549,P31,Q28640
Q17388797,P31,Q5
Q17388797,P106,Q205375
Q1142287,P400,Q100047
Q12511,P366,Q7590
Q2192,P144,Q2681
Q308859,P279,Q1503443
Q9887,P156,Q14382
Q180884,P138,Q36864
Q42283,P366,Q7126717
Q42283,P366,Q7126699
Q79719,P279,Q93288
Q129793,P1072,Q2192
Q129793,P1072,Q215106
Q129793,P1073,Q2195
Q129793,P1073,Q215106
Q43193,P366,Q651658
Q42344,P527,Q208826
Q734832,P279,Q29485
Q83360,P279,Q620207
Q83360,P927,Q33767
Q83360,P361,Q33767
Q12507,P1552,Q11500
Q2303322,P279,Q2102
Q1081491,P1889,Q2736
Q691652,P178,Q628051
Q36133,P461,Q8063
Q36133,P1889,Q2
Q168432,P527,Q4243098
Q3882219,P279,Q132821
Q3882219,P1889,Q132821
Q8366,P361,Q395
Q14382,P155,Q9887
Q14382,P156,Q14387
Q28923,P279,Q959962
Q28923,P1889,Q1027879
Q5107,P279,Q205895
Q5107,P461,Q9430
Q187819,P31,Q80071
Q852649,P31,Q167270
Q959962,P279,Q1027879
Q959962,P366,Q395
Q959962,P460,Q28923
Q182722,P461,Q62955
Q218593,P111,Q36253
Q218593,P138,Q83360
Q161524,P279,Q11460
Q161524,P180,Q37017
Q12965,P31,Q523
Q174219,P527,Q161179
Q102891,P31,Q133311
Q519022,P2283,Q1075
Q477406,P31,Q28640
Q174984,P279,Q42848
Q3750514,P279,Q121594
Q40754,P461,Q32043
Q816266,P31,Q6017969
Q40089,P186,Q45190
Q160464,P361,Q11460
Q1348305,P279,Q29485
Q47528,P279,Q58778
Q651658,P279,Q7590
Q1240788,P31,Q28640
Q245005,P4330,Q6097
Q307306,P366,Q837721
Q18754970,P31,Q783794
Q18754970,P1454,Q783794
Q7126717,P461,Q7126699
Q7126717,P31,Q151885
Q2225,P138,Q25381
Q187471,P31,Q23442
Q202400,P460,Q2740624
Q35197,P527,Q11469
Q657881,P361,Q75
Q657881,P279,Q193162
Q14890,P276,Q43164
Q4917,P279,Q14083
Q330946,P361,Q32489
Q330946,P361,Q13422881
Q330946,P361,Q12791
Q39782,P527,Q753
Q39782,P527,Q758
Q39782,P366,Q41207
Q58179319,P279,Q215627
Q26329975,P1889,Q2195
Q2195,P1889,Q26329975
Q2195,P921,Q26329975
Q638123,P279,Q254128
Q220402,P31,Q5
Q647003,P112,Q219203
Q204461,P279,Q39546
Q1406719,P17,Q224
Q7982,P279,Q34467
Q7982,P1889,Q34467
Q1157625,P1889,Q177413
Q40843,P279,Q80071
Q1027879,P1889,Q28923
Q253276,P111,Q36253
Q13241,P279,Q42527
Q4268333,P31,Q82799
Q967647,P279,Q2994387
Q967647,P3712,Q183635
Q12896105,P279,Q6460735
Q12896105,P31,Q6460735
Q12896105,P155,Q80973
Q12896105,P156,Q657221
Q82821,P361,Q11042
Q32489,P527,Q330946
Q32489,P366,Q132821
Q32489,P1535,Q329737
Q397013,P460,Q234452
Q397013,P460,Q6016699
Q587961,P31,Q8054
Q245068,P279,Q33999
Q245068,P279,Q483501
Q245068,P31,Q28640
Q245068,P1269,Q35874
Q245068,P1269,Q170579
Q8063,P461,Q36133
Q166194,P527,Q3142
Q166194,P527,Q3133
Q166194,P527,Q1088
Q476300,P31,Q1139327
Q656365,P1889,Q192581
Q143873,P279,Q446
Q161157,P279,Q8171
Q6918773,P186,Q28823
Q6918773,P279,Q28823
Q122981,P366,Q61002
Q107626,P3373,Q205365
Q107626,P411,Q43115
Q107626,P106,Q42857
Q193897,P279,Q614467
Q2922301,P279,Q11461
Q83570,P178,Q628051
Q83570,P1073,Q691652
Q83570,P1072,Q691652
Q83570,P366,Q184793
Q83570,P123,Q628051
Q5283,P186,Q623
Q5283,P527,Q623
Q5283,P366,Q83437
Q5372066,P279,Q49848
Q140565,P276,Q190771
Q528313,P159,Q340
Q165447,P366,Q37260
Q165447,P2670,Q14674
Q165447,P2283,Q127418
Q165447,P186,Q127418
Q5257307,P279,Q618779
Q5257307,P460,Q618779
Q251590,P495,Q224
Q1579570,P178,Q1778572
Q830494,P279,Q650711
Q3736439,P279,Q5113
Q1772698,P460,Q234213
Q1064858,P366,Q37260
Q327954,P366,Q3196
Q110079,P1535,Q718
Q2736,P279,Q1081491
Q2736,P1889,Q1081491
Q172937,P155,Q37555
Q186131,P31,Q151885
Q1623348,P186,Q287
Q36507,P111,Q11471
Q768575,P2283,Q9128
Q17071241,P366,Q165194
Q4590598,P279,Q483247
Q7126699,P461,Q7126717
Q7126699,P31,Q151885
Q1139389,P279,Q41415
Q1139389,P279,Q2095
Q1417134,P361,Q1420
Q43013,P279,Q571
Q1144586,P1542,Q220764
Q1144593,P1889,Q2207370
Q161736,P1889,Q159557
Q423813,P1889,Q417861
Q2594153,P17,Q55
Q7644488,P279,Q215536
Q24614,P1072,Q2192
Q24614,P1072,Q26329975
Q24614,P1072,Q215106
Q224952,P279,Q5
Q224952,P361,Q7748
Q204170,P461,Q9128
Q205883,P156,Q835702
Q327353,P31,Q28640
Q1311,P155,Q1314
Q1311,P461,Q1313
Q1311,P279,Q24384
Q657,P463,Q8475
Q484260,P279,Q37226
Q484260,P1269,Q748
Q484260,P1269,Q9089
Q960876,P452,Q4439
Q83087,P279,Q43010
Q885887,P31,Q5
Q1183447,P279,Q15078788
Q538104,P279,Q11765
Q543281,P279,Q29485
Q543281,P31,Q1121708
Q11378,P40,Q1579
Q1324448,P437,Q7982
Q4439,P156,Q487343
Q1207,P47,Q1948
Q133279,P461,Q9645
Q162633,P279,Q3914
Q162633,P138,Q381885
Q1088,P31,Q1075
Q1088,P279,Q9128
Q12876,P31,Q728
Q3169145,P31,Q5
Q3169145,P106,Q245068
Q3169145,P106,Q36180
Q3569318,P366,Q132744
Q214314,P31,Q431289
Q214314,P127,Q248
Q219320,P1269,Q12525525
Q225520,P460,Q225238
Q7561,P462,Q23444
Q11442,P366,Q7590
Q17299843,P131,Q60
Q141090,P366,Q165950
