entity1,relation,entity2
Q58778,P2579,Q123637
Q58778,P2579,Q2167061
Q58778,P2579,Q682496
Q58778,P31,Q7184903
Q58778,P31,Q96251598
Q58778,P2670,Q2400845
Q58778,P2670,Q1310239
Q58778,P2670,Q1151067
Q11016,P1151,Q13172422
Q11016,P279,Q28797
Q11016,P910,Q4884546
Q11016,P2578,Q2695280
Q11016,P1424,Q8084427
Q11016,P2283,Q2695280
Q11016,P5008,Q5460604
Q11016,P5125,Q7112740
Q11016,P6104,Q9497549
Q11016,P2184,Q465352
Q11016,P2184,Q12161084
Q11016,P31,Q11862829
Q11016,P1343,Q4532138
Q11016,P3095,Q16026109
Q210481,P31,Q4167410
Q210481,P460,Q22213817
Q454839,P31,Q4167410
Q454839,P1889,Q41545212
Q11471,P279,Q20937557
Q11471,P279,Q3054889
Q11471,P910,Q4049213
Q11471,P361,Q133327
Q11471,P1343,Q2041543
Q11471,P1343,Q602358
Q11471,P1424,Q6100942
Q11471,P5008,Q5460604
Q11471,P2579,Q1754940
Q11471,P2579,Q11452
Q11471,P31,Q35120
Q11471,P31,Q1207505
Q11471,P1889,Q2199864
Q11471,P1552,Q67203587
Q452800,P31,Q4167410
Q577,P527,Q5151
Q577,P910,Q2945300
Q577,P31,Q1790144
Q577,P31,Q21684377
Q577,P31,Q82047057
Q577,P1889,Q3186692
Q577,P1889,Q1092296
Q577,P1889,Q16929628
Q577,P2959,Q27094353
Q577,P1343,Q1138524
Q577,P1343,Q30059240
Q577,P1343,Q2041543
Q577,P1343,Q602358
Q577,P1343,Q26711932
Q577,P111,Q2199864
Q577,P5008,Q5460604
Q577,P279,Q37640
Q577,P279,Q186081
Q577,P6104,Q3247958
Q46737,P279,Q1554231
Q46737,P361,Q46834
Q46737,P361,Q21094121
Q46737,P910,Q9425522
Q46737,P1687,P2403
Q46737,P461,Q546972
Q46737,P1343,Q2041543
Q46737,P1343,Q20078554
Q46737,P1343,Q4532138
Q46737,P460,Q1275989
Q225590,P31,Q4167410
Q764844,P31,Q4167410
Q424707,P31,Q4167410
Q424707,P1889,Q36985011
Q189539,P910,Q6571719
Q189539,P279,Q15809678
Q189539,P1552,Q179179
Q189539,P1552,Q26726369
Q189539,P1552,Q26726966
Q189539,P1552,Q1188986
Q189539,P1552,Q309314
Q189539,P1535,Q157470
Q189539,P1535,Q157165
Q29947926,P31,Q101352
Q29947926,P31,Q829026
Q29947926,P31,Q1714800
Q29947926,P1889,Q1499550
Q29947926,P282,Q8229
Q29947926,P407,Q188
Q29947926,P460,Q1399621
Q29947926,P460,Q37431343
Q8161,P279,Q748289
Q8161,P279,Q7748
Q8161,P279,Q98539598
Q8161,P910,Q8832154
Q8161,P1343,Q2657718
Q8161,P1343,Q19538713
Q8161,P1343,Q2041543
Q8161,P1343,Q19190511
Q8161,P5008,Q5460604
Q8161,P1424,Q14492698
Q1692143,P31,Q4167410
Q1692143,P1889,Q37206910
Q2002118,P31,Q4167410
Q2002118,P1889,Q37520494
Q1148747,P910,Q6336083
Q1148747,P361,Q1553237
Q1148747,P279,Q315364
Q1148747,P1687,P2851
Q672154,P31,Q4167410
Q672154,P1343,Q2041543
Q2112047,P31,Q4167410
Q2112047,P1889,Q37185946
Q2995644,P828,Q3249551
Q2995644,P828,Q4026292
Q2995644,P828,Q1190554
Q2995644,P1269,Q179289
Q2995644,P31,Q151885
Q2995644,P31,Q39875001
Q2995644,P31,Q813912
Q2995644,P461,Q3249551
Q2995644,P279,Q733541
Q420708,P31,Q4167410
Q5669212,P31,Q4167410
Q444986,P31,Q4167410
Q444986,P1889,Q732934
Q444986,P460,Q62578247
Q637776,P279,Q83405
Q637776,P1056,Q10943
Q637776,P1056,Q185217
Q637776,P361,Q14096331
Q637776,P1889,Q64698773
Q637776,P910,Q8011191
Q637776,P527,Q12326565
Q5326939,P31,Q4167410
Q252022,P31,Q4167410
Q2095,P460,Q12046531
Q2095,P460,Q1422299
Q2095,P279,Q1194058
Q2095,P279,Q1422299
Q2095,P366,Q213449
Q2095,P910,Q5611149
Q2095,P1542,Q769815
Q2095,P1542,Q1562684
Q2095,P1343,Q2657718
Q2095,P1343,Q4086271
Q2095,P1343,Q4173137
Q2095,P2633,Q5535261
Q2095,P1424,Q6630855
Q2095,P1552,Q186205
Q2095,P1552,Q1689021
Q2095,P1552,Q19861951
Q2095,P1552,Q2514470
Q2095,P1552,Q2075931
Q2095,P1552,Q98106219
Q2095,P1552,Q485537
Q2095,P1552,Q1952715
Q2095,P1552,Q4173974
Q2095,P1552,Q98106499
Q2095,P1552,Q98106841
Q2095,P2579,Q2111686
Q2095,P2579,Q1637030
Q2095,P527,Q25403900
Q2095,P186,Q25403900
Q2095,P5008,Q5460604
Q2095,P1535,Q7239
Q2095,P461,Q1996086
Q2095,P1441,Q2385
Q2095,P1441,Q815739
Q2095,P1441,Q290106
Q2095,P1889,Q2836947
Q21255975,P279,Q3249551
Q21255975,P279,Q17281278
Q21255975,P461,Q481609
Q15878761,P1889,Q5965663
Q15878761,P1889,Q37518197
Q15878761,P1889,Q6553045
Q15878761,P1343,Q2657718
Q15878761,P31,Q4167410
Q35140,P279,Q1656682
Q35140,P279,Q855395
Q35140,P279,Q16686448
Q35140,P910,Q8882941
Q35140,P1889,Q22672348
Q35140,P1424,Q13033746
Q35140,P4646,Q43099500
Q35140,P1687,P5027
Q35140,P31,Q4671286
Q35140,P361,Q77468620
Q170584,P279,Q1914636
Q170584,P910,Q6470788
Q170584,P1343,Q2657718
Q170584,P1963,P3712
Q170584,P1424,Q25989294
Q170584,P31,Q151885
Q170584,P1552,Q4503831
Q170584,P1552,Q5316263
Q170584,P1552,Q327245
Q170584,P1552,Q2658317
Q170584,P1552,Q472160
Q170584,P1552,Q4180161
Q6502279,P31,Q4167410
Q1437134,P31,Q4167410
Q438399,P31,Q4167410
Q438399,P1889,Q37516542
Q11004,P279,Q756
Q11004,P279,Q2095
Q11004,P279,Q25403900
Q11004,P910,Q7134776
Q11004,P186,Q1362373
Q11004,P2579,Q173113
Q11004,P2579,Q2375831
Q11004,P5008,Q5460604
Q11004,P361,Q21925565
Q11004,P361,Q209304
Q11004,P1343,Q19190511
Q11004,P1343,Q4086271
Q11004,P1343,Q1768721
Q11004,P2959,Q25423203
Q11004,P1889,Q3314483
Q11004,P527,Q283
Q9705,P361,Q8229
Q9705,P361,Q606972
Q9705,P361,Q754673
Q9705,P361,Q76228
Q9705,P361,Q607188
Q9705,P361,Q20581324
Q9705,P361,Q1095058
Q9705,P361,Q2335779
Q9705,P361,Q1187758
Q9705,P361,Q372785
Q9705,P361,Q622712
Q9705,P361,Q637405
Q9705,P361,Q550383
Q9705,P361,Q755124
Q9705,P361,Q18691434
Q9705,P361,Q994407
Q9705,P361,Q384749
Q9705,P361,Q1493494
Q9705,P361,Q2839543
Q9705,P361,Q90681288
Q9705,P31,Q19776628
Q9705,P31,Q3841820
Q9705,P1343,Q2041543
Q9705,P1299,Q17021491
Q9705,P910,Q9528610
Q9705,P1889,Q9691
Q9705,P1889,Q16352
Q9705,P1889,Q14382
Q8805,P31,Q3550873
Q8805,P31,Q151885
Q8805,P31,Q82047057
Q8805,P361,Q16203461
Q8805,P1889,Q8799
Q8805,P111,Q71699827
Q693464,P910,Q9645629
Q693464,P279,Q1368
Q693464,P461,Q1147172
Q693464,P31,Q1643989
Q693464,P31,Q223557
Q77076,P31,Q4167410
Q77076,P460,Q31283802
Q3679160,P31,Q4167410
Q3679160,P1889,Q5012675
Q3679160,P1889,Q29400857
Q3679160,P460,Q8346739
Q3679160,P460,Q5128044
Q3679160,P460,Q16738605
Q8961886,P31,Q4167410
Q8961886,P1889,Q37460298
Q1624408,P31,Q4167410
Q1624408,P1889,Q19604207
Q5151,P31,Q1790144
Q5151,P31,Q21684377
Q5151,P31,Q82047057
Q5151,P1889,Q18909655
Q5151,P910,Q5461174
Q5151,P2959,Q27094048
Q5151,P361,Q577
Q5151,P1687,P2922
Q5151,P279,Q186081
Q5151,P279,Q2199864
Q5151,P1343,Q19190511
Q5151,P111,Q2199864
Q398496,P31,Q4167410
Q350108,P31,Q4167410
Q346589,P31,Q4167410
Q346589,P1889,Q37464553
Q178354,P279,Q781413
Q178354,P910,Q7214939
Q178354,P1343,Q1970746
Q178354,P1343,Q19180675
Q178354,P1343,Q602358
Q178354,P461,Q430727
Q178354,P361,Q77468620
Q399857,P31,Q4167410
Q399857,P1889,Q16872664
Q399857,P460,Q16033927
Q399857,P460,Q15842114
Q399857,P460,Q4186691
Q399857,P460,Q65620235
Q399857,P460,Q65620244
Q399857,P460,Q65620254
Q399857,P910,Q32081698
Q1376796,P910,Q8658642
Q1376796,P279,Q1914636
Q1376796,P1269,Q18564125
Q233272,P31,Q4167410
Q233272,P2789,Q911135
Q348420,P31,Q4167410
Q348420,P460,Q408785
Q348420,P460,Q11694350
Q348420,P460,Q11376988
Q348420,P460,Q76675249
Q348420,P460,Q76675515
Q348420,P460,Q76675961
Q348420,P1889,Q20760279
Q219266,P31,Q4167410
Q219266,P1889,Q2711522
Q219266,P460,Q3552058
Q415967,P31,Q4167410
Q381136,P279,Q16869121
Q381136,P279,Q852998
Q381136,P279,Q4164871
Q381136,P1830,Q1475312
Q381136,P31,Q12737077
Q381136,P31,Q214339
Q381136,P910,Q15361892
Q381136,P910,Q15101950
Q381136,P1382,Q557880
Q41441174,P31,Q4167410
Q4830453,P460,Q6881511
Q4830453,P460,Q21980538
Q4830453,P460,Q783794
Q4830453,P1889,Q19862406
Q4830453,P1889,Q18382772
Q4830453,P1889,Q11418769
Q4830453,P910,Q6353120
Q4830453,P1963,P2403
Q4830453,P1963,P452
Q4830453,P1963,P1454
Q4830453,P1963,P2541
Q4830453,P1963,P856
Q4830453,P1963,P1448
Q4830453,P1963,P1056
Q4830453,P1963,P17
Q4830453,P1963,P571
Q4830453,P1963,P576
Q4830453,P1963,P1128
Q4830453,P2579,Q2043282
Q4830453,P6186,Q15618375
Q4830453,P6104,Q15271936
Q4830453,P279,Q43229
Q4830453,P279,Q3563237
Q4830453,P279,Q155076
Q4830453,P5869,Q312
Q4830453,P5869,Q38076
Q4830453,P1552,Q1269299
Q3,P461,Q4
Q3,P910,Q5550747
Q3,P279,Q203872
Q3,P279,Q1322005
Q3,P279,Q483247
Q3,P279,Q98925662
Q3,P31,Q937228
Q3,P1343,Q2657718
Q3,P1343,Q602358
Q3,P1343,Q602358
Q3,P1343,Q19180675
Q3,P1343,Q4173137
Q3,P1343,Q1970746
Q3,P1343,Q1768721
Q3,P527,Q2996394
Q3,P527,Q7239
Q3,P527,Q4
Q3,P1552,Q11990
Q3,P1552,Q1057
Q3,P1552,Q483921
Q3,P1552,Q22675021
Q3,P1552,Q513359
Q3,P1552,Q47041
Q3,P1552,Q13100823
Q3,P1552,Q13419831
Q3,P2579,Q864928
Q3,P2579,Q420
Q3,P5008,Q5460604
Q3,P1478,Q1899900
Q3,P361,Q7239
Q3,P1889,Q60797313
Q3,P1889,Q98925662
Q3,P460,Q1349305
Q564046,P31,Q4167410
Q564046,P1889,Q37182099
Q315,P1151,Q28581
Q315,P1889,Q4536530
Q315,P1889,Q34770
Q315,P2579,Q8162
Q315,P5008,Q5460604
Q315,P2354,Q3183574
Q315,P2633,Q371231
Q315,P460,Q12828845
Q315,P361,Q11024
Q315,P361,Q17376908
Q315,P361,Q941501
Q315,P31,Q28923954
Q315,P31,Q20829075
Q315,P527,Q34770
Q315,P527,Q4113741
Q315,P527,Q4536530
Q315,P527,Q9143
Q315,P910,Q1458484
Q315,P1424,Q7217946
Q315,P1424,Q14466379
Q315,P279,Q17376908
Q315,P279,Q4536530
Q315,P279,Q16173659
Q315,P6104,Q8486980
Q315,P1343,Q19180675
Q315,P1343,Q602358
Q315,P1343,Q4086271
Q315,P1343,Q63284758
Q315,P1552,Q3329375
Q315,P1552,Q20829075
Q315,P1552,Q1308274
Q159810,P1151,Q7348224
Q159810,P910,Q9715089
Q159810,P460,Q19862406
Q159810,P2633,Q187097
Q159810,P2579,Q8134
Q159810,P2670,Q3958441
Q159810,P1889,Q8134
Q159810,P1889,Q8187769
Q159810,P1889,Q6456916
Q159810,P279,Q1639378
Q159810,P527,Q3958441
Q159810,P1343,Q4532138
Q353342,P31,Q4167410
Q233646,P31,Q4167410
Q170924,P910,Q8550190
Q170924,P361,Q806737
Q170924,P1343,Q2041543
Q170924,P279,Q30242023
Q283102,P155,Q168182
Q283102,P461,Q7722
Q283102,P361,Q573
Q283102,P156,Q7725
Q283102,P31,Q1260524
Q16252522,P31,Q4167410
Q294834,P31,Q4167410
Q343634,P31,Q4167410
Q575724,P31,Q4167410
Q575724,P1889,Q37551204
Q342078,P31,Q4167410
Q3276328,P31,Q4167410
Q3276328,P1889,Q37154608
Q969439,P31,Q4167410
Q969439,P1889,Q37457041
Q394963,P31,Q4167410
Q394963,P31,Q4830453
Q394963,P460,Q226520
Q394963,P460,Q64831533
Q394963,P460,Q64831540
Q394963,P460,Q64831551
Q394963,P460,Q64831563
Q394963,P460,Q64831573
Q394963,P460,Q64831579
Q394963,P159,Q649
Q852835,P279,Q1415187
Q852835,P361,Q2979031
Q225802,P31,Q4167410
Q14083,P910,Q7124299
Q14083,P913,Q11110
Q14083,P1269,Q8142
Q14083,P279,Q8142
Q14083,P489,Q11110
Q1107656,P910,Q7157161
Q1107656,P279,Q107425
Q1107656,P279,Q21950738
Q1107656,P279,Q1165944
Q1107656,P279,Q628858
Q1107656,P279,Q17350442
Q1107656,P279,Q22652
Q1107656,P279,Q35145743
Q1107656,P279,Q386724
Q1107656,P1889,Q624114
Q1107656,P366,Q208195
Q1107656,P166,Q864861
Q1107656,P1343,Q1768721
Q33767,P279,Q17781690
Q33767,P279,Q26962795
Q33767,P361,Q24517852
Q33767,P527,Q620207
Q33767,P527,Q2001588
Q33767,P527,Q228027
Q33767,P527,Q192298
Q33767,P527,Q184848
Q33767,P527,Q167131
Q33767,P527,Q83360
Q33767,P527,Q232377
Q33767,P527,Q237229
Q33767,P527,Q66516289
Q33767,P910,Q7237891
Q33767,P2289,Q3324393
Q33767,P2286,Q599817
Q33767,P2789,Q228537
Q33767,P1552,Q3085221
Q33767,P1343,Q602358
Q33767,P1343,Q1768721
Q33767,P3190,Q254580
Q33767,P3190,Q1364876
Q33767,P3190,Q1365325
Q341678,P31,Q4167410
Q341678,P1889,Q408753
Q102083,P910,Q7213566
Q102083,P279,Q1250916
Q102083,P425,Q1056721
Q102083,P31,Q355567
Q102083,P31,Q56019
Q102083,P31,Q28640
Q102083,P511,Q209690
Q102083,P1343,Q19180675
Q102083,P1343,Q602358
Q102083,P1343,Q4114391
Q102083,P1343,Q1970746
Q102083,P6186,Q59576034
Q102083,P460,Q2261440
Q207766,P462,Q3133
Q207766,P910,Q8585431
Q207766,P1889,Q1006733
Q207766,P1889,Q895453
Q207766,P1889,Q2310214
Q207766,P279,Q1496967
Q207766,P1343,Q602358
Q207766,P1343,Q19180675
Q207766,P1343,Q4091875
Q2920921,P910,Q7012003
Q2920921,P279,Q338754
Q2920921,P279,Q29017603
Q2920921,P279,Q1783823
Q2920921,P1269,Q43229
Q2920921,P2079,Q309100
Q2920921,P2079,Q31728
Q2920921,P2079,Q623971
Q2920921,P460,Q50412353
Q2920921,P31,Q1914636
Q2920921,P31,Q17362920
Q2920921,P31,Q11862829
Q2920921,P3095,Q999897
Q2920921,P3095,Q20481199
Q2920921,P3095,Q978044
Q2920921,P3095,Q2462658
Q2920921,P1424,Q14399581
Q2920921,P361,Q2043282
Q2920921,P1889,Q29017603
Q2920921,P1552,Q1481177
Q2920921,P1552,Q1888611
Q2920921,P1552,Q1474521
Q2920921,P1552,Q96247293
Q599151,P31,Q192581
Q599151,P31,Q4164871
Q599151,P279,Q212238
Q599151,P1889,Q3130384
Q599151,P460,Q61022630
Q599151,P1343,Q20078554
Q599151,P910,Q17315175
Q411189,P31,Q4167410
Q7315582,P1889,Q9307475
Q253980,P31,Q4167410
Q253980,P1889,Q16883494
Q1456029,P31,Q4167410
Q180210,P31,Q4167410
Q180210,P1889,Q37550012
Q180210,P1889,Q2153877
Q180210,P1889,Q7646573
Q180210,P1889,Q28457559
Q180210,P460,Q59507013
Q180210,P460,Q59507037
Q180210,P460,Q59507083
Q180210,P460,Q59507173
Q180210,P460,Q19697789
Q230266,P31,Q4167410
Q230266,P1889,Q36928305
Q43016,P31,Q21199
Q43016,P31,Q13366104
Q43016,P31,Q861555
Q43016,P31,Q18451098
Q43016,P31,Q41068772
Q43016,P31,Q184611
Q43016,P31,Q50707
Q43016,P31,Q63116
Q43016,P910,Q22063276
Q43016,P5236,Q200
Q43016,P5236,Q203
Q43016,P1889,Q1165799
Q43016,P1889,Q11186300
Q45701,P910,Q7470779
Q45701,P279,Q214609
Q45701,P2959,Q22828734
Q45701,P2354,Q3531616
Q45701,P1424,Q8084253
Q45701,P1343,Q19190511
Q45701,P460,Q72609855
Q231010,P31,Q4167410
Q1062856,P910,Q6184127
Q1062856,P279,Q11483816
Q1062856,P279,Q205892
Q22687,P279,Q1416431
Q22687,P279,Q730038
Q22687,P279,Q6881511
Q22687,P279,Q5260792
Q22687,P910,Q7393030
Q22687,P1343,Q19180675
Q22687,P1343,Q602358
Q22687,P1963,P2627
Q22687,P1424,Q10584970
Q22687,P366,Q837171
Q22687,P461,Q1291453
Q22687,P2283,Q18761864
Q22687,P1889,Q18761864
Q22687,P7084,Q9442603
Q6256,P1151,Q6988967
Q6256,P460,Q7275
Q6256,P279,Q1048835
Q6256,P910,Q4026570
Q6256,P1687,P17
Q6256,P1687,P495
Q6256,P1687,P27
Q6256,P1687,P1532
Q6256,P1963,P17
Q6256,P1963,P30
Q6256,P1963,P150
Q6256,P1963,P35
Q6256,P1963,P36
Q6256,P1963,P138
Q6256,P1963,P463
Q6256,P1963,P832
Q6256,P1963,P237
Q6256,P1963,P6
Q6256,P1963,P122
Q6256,P1963,P1082
Q6256,P1963,P530
Q6256,P1963,P856
Q6256,P1963,P1689
Q6256,P1963,P421
Q6256,P1963,P1464
Q6256,P1963,P1465
Q6256,P1963,P1792
Q6256,P1963,P1740
Q6256,P1963,P1791
Q6256,P1963,P1566
Q6256,P1963,P935
Q6256,P1963,P1125
Q6256,P1963,P443
Q6256,P1963,P625
Q6256,P1963,P1332
Q6256,P1963,P1333
Q6256,P1963,P1335
Q6256,P1963,P1334
Q6256,P1963,P901
Q6256,P1963,P984
Q6256,P1963,P474
Q6256,P1963,P402
Q6256,P1963,P297
Q6256,P1963,P298
Q6256,P1963,P299
Q6256,P1963,P610
Q6256,P1963,P1589
Q6256,P1963,P209
Q6256,P1963,P242
Q6256,P1963,P47
Q6256,P1963,P194
Q6256,P1963,P163
Q6256,P1963,P78
Q6256,P1963,P37
Q6256,P1963,P94
Q6256,P1963,P41
Q6256,P1963,P85
Q6256,P1963,P38
Q6256,P1963,P1081
Q6256,P1963,P1622
Q6256,P1963,P3221
Q6256,P1963,P3106
Q6256,P1963,P2853
Q6256,P1963,P2852
Q6256,P1963,P2979
Q6256,P1963,P2988
Q6256,P1963,P3024
Q6256,P1963,P3067
Q6256,P1963,P2936
Q6256,P1963,P2046
Q6256,P150,Q10864048
Q6256,P2959,Q22828881
Q6256,P1424,Q5621162
Q6256,P1889,Q231002
Q6256,P1889,Q7275
Q6256,P527,Q183366
Q6256,P5008,Q5460604
Q6256,P5869,Q183
Q6256,P6186,Q5641433
Q6256,P6104,Q8503406
Q6256,P2670,Q1020994
Q235962,P31,Q4167410
Q235962,P1889,Q19902158
Q235962,P1889,Q5179150
Q235962,P1889,Q92479548
Q235962,P460,Q84956469
Q235962,P460,Q84956475
Q235962,P460,Q84956484
Q235962,P460,Q84956487
Q235962,P460,Q84956493
Q235962,P460,Q84956499
Q235962,P460,Q3696323
Q381072,P279,Q1190554
Q381072,P279,Q104493
Q381072,P910,Q9127156
Q381072,P1343,Q602358
Q381072,P2579,Q1141276
Q8142,P279,Q11105360
Q8142,P279,Q47574
Q8142,P279,Q1368
Q8142,P910,Q6959409
Q8142,P1963,P498
Q8142,P1963,P562
Q8142,P1963,P17
Q8142,P1963,P489
Q8142,P1424,Q6453809
Q8142,P1687,P38
Q8142,P2354,Q858338
Q8142,P5008,Q5460604
Q8142,P1889,Q1368
Q8142,P1889,Q831772
Q8142,P5869,Q4917
Q8142,P5869,Q4916
Q8142,P5869,Q80524
Q8142,P5869,Q131473
Q8142,P2184,Q3137262
Q3196867,P279,Q2648051
Q3196867,P910,Q7495724
Q3196867,P1343,Q2041543
Q3196867,P1343,Q602358
Q3196867,P361,Q8134
Q3196867,P1687,P2133
Q3196867,P1424,Q14398384
Q188094,P31,Q28640
Q188094,P279,Q15319501
Q188094,P425,Q8134
Q188094,P910,Q7217609
Q188094,P1424,Q8839924
Q188094,P527,Q10752757
Q188094,P527,Q6785179
Q188094,P527,Q6785187
Q188094,P2354,Q857180
Q182722,P910,Q8432068
Q182722,P31,Q218005
Q182722,P461,Q62955
Q182722,P1687,P2135
Q182722,P1343,Q63284758
Q1292638,P31,Q4167410
Q1292638,P1889,Q37148020
Q62955,P527,Q2897903
Q62955,P1687,P2136
Q62955,P1343,Q2657718
Q62955,P1343,Q2041543
Q62955,P1343,Q602358
Q62955,P461,Q182722
Q62955,P910,Q30858711
Q62955,P279,Q178803
Q35865,P461,Q161081
Q35865,P31,Q29028649
Q35865,P31,Q483247
Q35865,P910,Q8548688
Q35865,P1343,Q4208106
Q35865,P1542,Q4157877
Q35865,P279,Q3539169
Q7318167,P31,Q4167410
Q232576,P31,Q4167410
Q232576,P1889,Q16882992
Q1337691,P461,Q5419538
Q1337691,P279,Q3539169
Q1337691,P279,Q2184645
Q1337691,P1269,Q4402708
Q1337691,P828,Q1150194
Q1337691,P1542,Q50851
Q342306,P31,Q4167410
Q342306,P1889,Q1199068
Q3505433,P31,Q4167410
Q3505433,P1889,Q37064219
Q230479,P31,Q4167410
Q601401,P1151,Q15218281
Q601401,P279,Q21651837
Q601401,P279,Q268592
Q601401,P910,Q7884060
Q601401,P361,Q159810
Q601401,P361,Q37654
Q601401,P1343,Q2041543
Q601401,P1343,Q602358
Q601401,P1343,Q30059240
Q601401,P31,Q268592
Q601401,P460,Q26643
Q601401,P527,Q7832052
Q601401,P3095,Q3704253
Q601401,P1382,Q64534006
Q601401,P1889,Q1411457
Q601401,P2579,Q8134
Q601401,P2579,Q97008347
Q5189153,P31,Q4167410
Q5189153,P460,Q16726223
Q5189153,P460,Q10712515
Q5189153,P1343,Q2041543
Q5189153,P910,Q8234313
Q232353,P31,Q4167410
Q232353,P460,Q29626038
Q4839689,P31,Q4167410
Q12284,P279,Q2466889
Q12284,P279,Q12376661
Q12284,P279,Q863944
Q12284,P279,Q1826691
Q12284,P279,Q83620
Q12284,P279,Q355304
Q12284,P910,Q7022643
Q12284,P460,Q1210950
Q12284,P1343,Q2657718
Q12284,P1343,Q65109596
Q12284,P1424,Q6500619
Q12284,P5008,Q5460604
Q573,P527,Q25235
Q573,P527,Q575
Q573,P527,Q52643
Q573,P361,Q23387
Q573,P910,Q8364508
Q573,P910,Q7152582
Q573,P31,Q1790144
Q573,P31,Q3268848
Q573,P31,Q82047057
Q573,P460,Q11034997
Q573,P111,Q2199864
Q573,P1343,Q26711932
Q573,P1343,Q30059240
Q573,P2670,Q1260524
Q573,P5008,Q5460604
Q573,P279,Q186081
Q16220058,P31,Q4167410
Q16220058,P1889,Q37465548
Q16220058,P1889,Q5375804
Q16220058,P460,Q236597
Q659,P461,Q667
Q659,P461,Q679
Q659,P461,Q684
Q659,P31,Q23718
Q659,P1343,Q2657718
Q659,P2959,Q26722656
Q659,P910,Q23759326
Q659,P138,Q30090244
Q659,P1889,Q229363
Q659,P1889,Q224360
Q659,P1889,Q396386
Q659,P1889,Q343213
Q659,P1889,Q51428494
Q659,P1889,Q29398103
Q659,P1889,Q408410
Q659,P1889,Q10602397
Q11446,P279,Q1229765
Q11446,P279,Q16391167
