doc,relation,idf
12,P1889,0.8874094649266139
12,P279,1.327287572373646
13,P279,1.327287572373646
13,P527,7.756325141123666
13,P618,8.75729975565641
13,P366,3.0636435790442267
13,P1542,2.6991109439864425
13,P461,0.958256828551403
13,P1889,2.6622283947798415
13,P1552,2.7895537770638024
13,P2579,1.648223036924923
13,P1269,2.6319100932183437
13,P31,1.7823178073434842
13,P361,0.9272962922579018
14,P461,3.833027314205612
14,P279,2.654575144747292
14,P527,0.9695406426404583
14,P1889,1.7748189298532278
14,P1552,5.579107554127605
14,P2579,1.648223036924923
14,P460,1.2177577631008953
14,P186,3.476654477537904
14,P31,0.8911589036717421
14,P361,0.9272962922579018
14,P366,3.0636435790442267
15,P279,0.4424291907912153
15,P1889,1.7748189298532278
15,P1552,2.7895537770638024
15,P2579,1.648223036924923
15,P361,0.9272962922579018
15,P460,1.2177577631008953
15,P366,1.5318217895221133
15,P186,1.738327238768952
16,P461,2.874770485654209
16,P279,1.7697167631648612
16,P527,0.9695406426404583
16,P1889,1.7748189298532278
16,P361,0.9272962922579018
16,P366,3.0636435790442267
17,P279,0.4424291907912153
17,P2579,1.648223036924923
18,P279,1.7697167631648612
18,P1889,2.6622283947798415
18,P1552,2.7895537770638024
18,P2579,1.648223036924923
18,P461,1.916513657102806
18,P361,0.9272962922579018
18,P366,4.59546536856634
18,P31,0.8911589036717421
19,P1552,1.859702518042535
19,P1889,1.7748189298532278
19,P1269,2.6319100932183437
19,P2579,3.296446073849846
19,P461,0.958256828551403
19,P527,1.9390812852809165
19,P138,2.7856915649926726
21,P461,2.874770485654209
21,P279,0.8848583815824306
21,P2579,1.648223036924923
21,P361,0.9272962922579018
21,P460,1.2177577631008953
21,P1552,0.9298512590212675
22,P527,7.756325141123666
22,P2789,2.9093055209598493
22,P361,5.563777753547411
22,P279,3.5394335263297223
22,P460,6.0887888155044765
22,P461,7.666054628411224
22,P1889,3.5496378597064555
22,P1552,7.43881007217014
22,P2579,1.648223036924923
22,P31,1.7823178073434842
22,P3095,2.3176278005647637
22,P1269,2.6319100932183437
22,P366,3.0636435790442267
22,P155,2.1524425260137963
22,P276,3.868918934821303
22,P2670,3.1285580167810925
23,P1552,0.9298512590212675
23,P2579,1.648223036924923
24,P279,0.8848583815824306
24,P2579,1.648223036924923
24,P1552,0.9298512590212675
24,P527,2.9086219279213745
24,P361,0.9272962922579018
24,P366,1.5318217895221133
24,P186,1.738327238768952
26,P461,1.916513657102806
26,P31,0.8911589036717421
26,P1889,1.7748189298532278
26,P1552,1.859702518042535
26,P279,0.8848583815824306
26,P155,2.1524425260137963
27,P1889,0.8874094649266139
28,P527,1.9390812852809165
28,P2789,2.9093055209598493
28,P461,0.958256828551403
29,P460,1.2177577631008953
30,P31,0.8911589036717421
31,P279,2.2121459539560764
31,P361,0.9272962922579018
31,P460,1.2177577631008953
31,P31,2.673476711015226
31,P425,3.481426069117569
31,P366,1.5318217895221133
32,P461,1.916513657102806
32,P31,3.5646356146869684
32,P1889,2.6622283947798415
32,P1552,0.9298512590212675
32,P2579,1.648223036924923
32,P279,0.8848583815824306
32,P460,1.2177577631008953
33,P461,2.874770485654209
33,P31,0.8911589036717421
33,P1889,3.5496378597064555
33,P279,1.327287572373646
33,P2579,1.648223036924923
33,P1552,1.859702518042535
34,P461,2.874770485654209
34,P31,0.8911589036717421
34,P1889,0.8874094649266139
34,P1269,2.6319100932183437
34,P460,1.2177577631008953
34,P361,0.9272962922579018
34,P138,2.7856915649926726
35,P527,2.9086219279213745
35,P398,10.703899576345876
35,P397,3.948325712425713
35,P1889,1.7748189298532278
35,P460,1.2177577631008953
35,P461,0.958256828551403
35,P138,5.571383129985345
35,P1552,0.9298512590212675
36,P461,5.749540971308418
36,P31,1.7823178073434842
36,P1889,3.5496378597064555
36,P279,3.9818627171209378
36,P527,1.9390812852809165
36,P1552,2.7895537770638024
36,P2579,3.296446073849846
36,P1382,6.118806692173208
36,P3095,2.3176278005647637
36,P366,1.5318217895221133
36,P361,1.8545925845158036
36,P1542,2.6991109439864425
36,P927,3.8537671298007004
37,P461,2.874770485654209
37,P31,1.7823178073434842
37,P1889,1.7748189298532278
37,P279,0.8848583815824306
37,P2579,1.648223036924923
37,P1552,0.9298512590212675
38,P276,3.868918934821303
38,P2670,3.1285580167810925
38,P279,0.8848583815824306
39,P461,2.874770485654209
39,P31,0.8911589036717421
39,P1889,0.8874094649266139
39,P279,0.8848583815824306
39,P361,0.9272962922579018
39,P460,2.4355155262017907
39,P1552,0.9298512590212675
39,P527,1.9390812852809165
40,P461,0.958256828551403
40,P279,0.4424291907912153
40,P527,0.9695406426404583
40,P1552,0.9298512590212675
40,P2579,1.648223036924923
40,P31,0.8911589036717421
40,P186,1.738327238768952
40,P366,1.5318217895221133
41,P461,0.958256828551403
41,P31,0.8911589036717421
41,P1889,1.7748189298532278
41,P279,0.4424291907912153
42,P279,1.7697167631648612
42,P1889,1.7748189298532278
42,P1552,2.7895537770638024
42,P2579,1.648223036924923
42,P31,0.8911589036717421
42,P1382,3.059403346086604
42,P527,0.9695406426404583
43,P279,1.327287572373646
43,P461,2.874770485654209
43,P361,0.9272962922579018
43,P1552,1.859702518042535
43,P1889,1.7748189298532278
43,P31,0.8911589036717421
43,P460,2.4355155262017907
44,P461,1.916513657102806
44,P31,2.673476711015226
44,P1889,2.6622283947798415
44,P1552,2.7895537770638024
44,P279,1.7697167631648612
44,P2579,4.944669110774768
44,P460,1.2177577631008953
44,P155,2.1524425260137963
44,P156,2.532847060865777
44,P2922,4.207938943521315
45,P279,1.327287572373646
45,P1889,1.7748189298532278
45,P1552,6.5089588131488725
45,P461,1.916513657102806
45,P155,2.1524425260137963
45,P366,1.5318217895221133
45,P361,1.8545925845158036
45,P186,3.476654477537904
45,P2579,1.648223036924923
45,P31,0.8911589036717421
46,P156,2.532847060865777
46,P461,0.958256828551403
46,P1889,0.8874094649266139
46,P279,0.4424291907912153
47,P279,0.4424291907912153
48,P1552,0.9298512590212675
48,P1889,0.8874094649266139
48,P2670,3.1285580167810925
48,P279,0.4424291907912153
49,P361,0.9272962922579018
49,P279,1.7697167631648612
49,P460,1.2177577631008953
49,P155,2.1524425260137963
49,P156,2.532847060865777
49,P2922,4.207938943521315
49,P1269,5.263820186436687
49,P527,2.9086219279213745
49,P138,2.7856915649926726
49,P1542,2.6991109439864425
49,P461,0.958256828551403
49,P2670,6.257116033562185
49,P1672,4.627792789081578
50,P461,5.749540971308418
50,P31,0.8911589036717421
50,P1889,1.7748189298532278
50,P279,2.654575144747292
50,P361,1.8545925845158036
50,P155,4.3048850520275925
50,P1552,1.859702518042535
50,P156,2.532847060865777
50,P460,1.2177577631008953
50,P527,0.9695406426404583
51,P279,0.4424291907912153
51,P461,0.958256828551403
51,P155,2.1524425260137963
52,P361,0.9272962922579018
52,P279,0.4424291907912153
52,P460,1.2177577631008953
53,P279,3.9818627171209378
53,P461,3.833027314205612
53,P361,1.8545925845158036
53,P155,2.1524425260137963
53,P460,1.2177577631008953
53,P1552,0.9298512590212675
53,P1889,0.8874094649266139
53,P7501,7.896818397635251
53,P17,4.317275607558781
54,P279,0.8848583815824306
54,P1889,0.8874094649266139
54,P1382,3.059403346086604
55,P1552,1.859702518042535
55,P1889,0.8874094649266139
55,P461,0.958256828551403
55,P279,0.8848583815824306
56,P1552,3.71940503608507
56,P1889,0.8874094649266139
56,P2579,1.648223036924923
56,P461,0.958256828551403
56,P279,0.4424291907912153
56,P361,0.9272962922579018
56,P460,1.2177577631008953
58,P527,0.9695406426404583
58,P366,1.5318217895221133
59,P361,1.8545925845158036
59,P279,2.2121459539560764
59,P460,1.2177577631008953
59,P461,1.916513657102806
59,P1552,1.859702518042535
59,P1889,0.8874094649266139
59,P31,0.8911589036717421
59,P106,6.8982755854798645
59,P101,4.244306587692189
59,P509,4.313299459179141
60,P527,2.9086219279213745
60,P2789,2.9093055209598493
60,P828,3.253802069157045
60,P1382,3.059403346086604
61,P279,0.4424291907912153
61,P2579,1.648223036924923
61,P31,0.8911589036717421
61,P1889,0.8874094649266139
62,P279,0.4424291907912153
62,P1552,1.859702518042535
62,P1889,0.8874094649266139
62,P31,1.7823178073434842
62,P1382,6.118806692173208
62,P527,0.9695406426404583
63,P279,0.4424291907912153
64,P461,2.874770485654209
64,P31,1.7823178073434842
64,P1889,1.7748189298532278
64,P361,1.8545925845158036
64,P279,1.7697167631648612
64,P460,2.4355155262017907
64,P2579,1.648223036924923
64,P3095,2.3176278005647637
64,P186,1.738327238768952
64,P527,0.9695406426404583
65,P461,1.916513657102806
65,P279,1.327287572373646
65,P527,0.9695406426404583
65,P2579,1.648223036924923
65,P460,1.2177577631008953
65,P186,3.476654477537904
65,P1552,1.859702518042535
65,P366,1.5318217895221133
66,P527,6.7867844984832075
66,P618,8.75729975565641
66,P366,3.0636435790442267
66,P1542,2.6991109439864425
66,P279,0.4424291907912153
66,P1889,0.8874094649266139
66,P460,1.2177577631008953
67,P527,6.7867844984832075
67,P618,8.75729975565641
67,P366,4.59546536856634
67,P1542,2.6991109439864425
67,P1552,0.9298512590212675
67,P2579,1.648223036924923
67,P31,0.8911589036717421
67,P1889,0.8874094649266139
67,P279,0.4424291907912153
67,P276,3.868918934821303
67,P2670,3.1285580167810925
68,P527,6.7867844984832075
68,P618,8.75729975565641
68,P366,3.0636435790442267
68,P1542,2.6991109439864425
68,P1552,0.9298512590212675
68,P2579,1.648223036924923
68,P828,9.761406207471135
70,P279,3.5394335263297223
70,P461,2.874770485654209
70,P361,1.8545925845158036
70,P1889,0.8874094649266139
70,P460,1.2177577631008953
70,P1552,0.9298512590212675
70,P31,1.7823178073434842
70,P106,6.8982755854798645
70,P101,4.244306587692189
70,P509,4.313299459179141
70,P2176,12.386987223543585
70,P495,5.8537445001262896
71,P1552,0.9298512590212675
71,P2579,1.648223036924923
71,P1889,2.6622283947798415
71,P31,1.7823178073434842
71,P6364,7.540143453696518
71,P279,0.8848583815824306
71,P361,0.9272962922579018
71,P527,1.9390812852809165
72,P461,0.958256828551403
72,P31,0.8911589036717421
72,P1889,0.8874094649266139
73,P461,0.958256828551403
73,P1889,0.8874094649266139
73,P527,0.9695406426404583
73,P361,0.9272962922579018
73,P927,3.8537671298007004
73,P279,0.4424291907912153
74,P279,1.327287572373646
74,P461,2.874770485654209
74,P361,0.9272962922579018
74,P31,0.8911589036717421
74,P460,1.2177577631008953
74,P1889,0.8874094649266139
75,P527,6.7867844984832075
75,P618,8.75729975565641
75,P366,3.0636435790442267
75,P1542,2.6991109439864425
75,P279,3.097004335538507
75,P461,2.874770485654209
75,P361,0.9272962922579018
75,P1552,1.859702518042535
75,P1889,2.6622283947798415
75,P31,0.8911589036717421
75,P460,1.2177577631008953
76,P461,0.958256828551403
76,P155,2.1524425260137963
76,P156,2.532847060865777
76,P279,0.4424291907912153
76,P2922,4.207938943521315
77,P461,0.958256828551403
77,P31,0.8911589036717421
77,P1889,0.8874094649266139
77,P279,1.327287572373646
77,P2579,1.648223036924923
77,P186,3.476654477537904
77,P1552,1.859702518042535
77,P460,1.2177577631008953
78,P461,0.958256828551403
78,P31,0.8911589036717421
78,P1889,0.8874094649266139
78,P527,4.8477032132022915
78,P361,0.9272962922579018
79,P361,0.9272962922579018
79,P279,0.8848583815824306
79,P460,1.2177577631008953
79,P461,0.958256828551403
80,P279,0.4424291907912153
80,P1552,0.9298512590212675
81,P279,1.7697167631648612
81,P461,2.874770485654209
81,P361,0.9272962922579018
81,P31,0.8911589036717421
81,P460,1.2177577631008953
81,P1552,0.9298512590212675
81,P1889,0.8874094649266139
81,P674,8.05096907746251
81,P50,8.05096907746251
82,P461,3.833027314205612
82,P31,0.8911589036717421
82,P1889,0.8874094649266139
82,P279,1.327287572373646
82,P527,1.9390812852809165
82,P1552,1.859702518042535
82,P2579,3.296446073849846
82,P156,2.532847060865777
82,P155,2.1524425260137963
83,P527,1.9390812852809165
83,P461,0.958256828551403
84,P527,3.878162570561833
84,P398,7.1359330508972505
84,P397,3.948325712425713
84,P1889,4.4370473246330695
84,P460,4.871031052403581
84,P461,4.791284142757015
84,P138,2.7856915649926726
84,P279,3.097004335538507
84,P1552,2.7895537770638024
84,P2579,3.296446073849846
84,P361,3.709185169031607
84,P155,2.1524425260137963
84,P2670,3.1285580167810925
84,P31,0.8911589036717421
84,P1419,7.357821896902564
84,P3095,2.3176278005647637
84,P1557,5.160597319566344
85,P461,1.916513657102806
85,P279,0.4424291907912153
85,P527,0.9695406426404583
85,P1269,2.6319100932183437
85,P31,0.8911589036717421
85,P106,6.8982755854798645
85,P101,4.244306587692189
85,P509,4.313299459179141
85,P1889,0.8874094649266139
85,P361,0.9272962922579018
85,P3095,2.3176278005647637
86,P279,0.4424291907912153
86,P31,0.8911589036717421
86,P397,3.948325712425713
86,P138,2.7856915649926726
87,P527,7.756325141123666
87,P398,7.1359330508972505
87,P397,3.948325712425713
87,P1889,4.4370473246330695
87,P460,4.871031052403581
87,P461,5.749540971308418
87,P138,2.7856915649926726
87,P279,4.424291907912153
87,P31,1.7823178073434842
87,P1552,2.7895537770638024
87,P361,3.709185169031607
87,P688,5.715594161645472
87,P1419,7.357821896902564
87,P2579,1.648223036924923
87,P366,1.5318217895221133
87,P186,5.2149817163068555
87,P2283,3.628120448268372
88,P461,2.874770485654209
88,P279,3.5394335263297223
88,P527,0.9695406426404583
88,P361,2.7818888767737056
88,P2579,1.648223036924923
88,P155,2.1524425260137963
88,P1552,0.9298512590212675
88,P828,9.761406207471135
89,P279,2.654575144747292
89,P461,5.749540971308418
89,P361,1.8545925845158036
89,P155,4.3048850520275925
89,P1552,1.859702518042535
89,P156,2.532847060865777
89,P460,3.6532732893026862
89,P1889,0.8874094649266139
90,P31,0.8911589036717421
90,P527,0.9695406426404583
90,P279,0.4424291907912153
90,P1889,0.8874094649266139
91,P460,1.2177577631008953
91,P1552,1.859702518042535
91,P1889,2.6622283947798415
91,P279,1.327287572373646
91,P461,2.874770485654209
91,P361,0.9272962922579018
91,P366,3.0636435790442267
92,P279,0.4424291907912153
92,P461,1.916513657102806
92,P155,4.3048850520275925
92,P527,0.9695406426404583
92,P1552,0.9298512590212675
93,P461,4.791284142757015
93,P31,1.7823178073434842
93,P1889,4.4370473246330695
93,P527,1.9390812852809165
93,P398,7.1359330508972505
93,P397,3.948325712425713
93,P460,2.4355155262017907
93,P138,2.7856915649926726
93,P279,3.097004335538507
93,P361,0.9272962922579018
94,P1552,1.859702518042535
94,P1889,0.8874094649266139
94,P31,0.8911589036717421
95,P1889,0.8874094649266139
95,P31,0.8911589036717421
95,P106,6.8982755854798645
95,P101,4.244306587692189
95,P509,4.313299459179141
95,P279,0.8848583815824306
95,P2176,12.386987223543585
95,P461,0.958256828551403
96,P461,3.833027314205612
96,P31,0.8911589036717421
96,P1889,1.7748189298532278
96,P279,3.9818627171209378
96,P361,1.8545925845158036
96,P155,2.1524425260137963
96,P460,1.2177577631008953
96,P1552,0.9298512590212675
96,P7501,7.896818397635251
97,P1552,1.859702518042535
97,P1889,0.8874094649266139
97,P461,2.874770485654209
97,P279,0.4424291907912153
97,P527,1.9390812852809165
97,P361,0.9272962922579018
98,P527,1.9390812852809165
99,P527,2.9086219279213745
100,P279,0.8848583815824306
100,P1889,0.8874094649266139
100,P361,2.7818888767737056
100,P461,0.958256828551403
101,P279,3.097004335538507
101,P461,3.833027314205612
101,P361,1.8545925845158036
101,P1889,0.8874094649266139
101,P527,0.9695406426404583
101,P31,1.7823178073434842
101,P106,6.8982755854798645
101,P101,4.244306587692189
101,P509,4.313299459179141
101,P2176,12.386987223543585
101,P425,3.481426069117569
102,P461,3.833027314205612
102,P31,0.8911589036717421
102,P1889,1.7748189298532278
102,P279,1.327287572373646
102,P2579,3.296446073849846
102,P361,1.8545925845158036
102,P1269,2.6319100932183437
102,P460,1.2177577631008953
102,P1552,0.9298512590212675
102,P710,4.544411180142528
102,P1049,8.456434185570673
103,P461,0.958256828551403
103,P31,0.8911589036717421
103,P1889,1.7748189298532278
104,P461,0.958256828551403
104,P279,0.4424291907912153
105,P461,2.874770485654209
105,P31,0.8911589036717421
105,P1889,0.8874094649266139
105,P279,0.4424291907912153
105,P2579,1.648223036924923
105,P1269,2.6319100932183437
105,P361,0.9272962922579018
106,P461,2.874770485654209
106,P31,0.8911589036717421
106,P1889,0.8874094649266139
106,P1269,2.6319100932183437
106,P361,0.9272962922579018
107,P461,3.833027314205612
107,P31,4.455794518358711
107,P1889,3.5496378597064555
107,P279,2.654575144747292
107,P2579,1.648223036924923
107,P361,1.8545925845158036
107,P460,2.4355155262017907
107,P1552,3.71940503608507
107,P527,0.9695406426404583
108,P279,1.7697167631648612
108,P2579,1.648223036924923
108,P1582,4.908254613559873
109,P279,0.8848583815824306
109,P1889,0.8874094649266139
109,P2579,1.648223036924923
110,P461,2.874770485654209
110,P279,0.8848583815824306
110,P2579,3.296446073849846
110,P1552,1.859702518042535
110,P1889,0.8874094649266139
110,P361,0.9272962922579018
111,P1889,2.6622283947798415
111,P279,0.8848583815824306
111,P461,0.958256828551403
111,P1552,2.7895537770638024
111,P2579,1.648223036924923
111,P31,1.7823178073434842
111,P106,3.4491377927399323
112,P527,7.756325141123666
112,P618,8.75729975565641
112,P366,3.0636435790442267
112,P1542,2.6991109439864425
112,P461,2.874770485654209
112,P279,0.4424291907912153
112,P1552,0.9298512590212675
112,P2579,1.648223036924923
112,P361,1.8545925845158036
112,P1889,0.8874094649266139
112,P31,0.8911589036717421
113,P279,0.8848583815824306
113,P2579,1.648223036924923
113,P31,0.8911589036717421
113,P1552,0.9298512590212675
113,P1889,0.8874094649266139
114,P461,2.874770485654209
114,P31,4.455794518358711
114,P1889,5.324456789559683
114,P279,3.9818627171209378
114,P2579,3.296446073849846
114,P361,3.709185169031607
114,P460,3.6532732893026862
114,P1552,0.9298512590212675
114,P527,2.9086219279213745
114,P1382,3.059403346086604
114,P2670,6.257116033562185
114,P1672,4.627792789081578
115,P527,6.7867844984832075
115,P618,8.75729975565641
115,P366,3.0636435790442267
115,P1542,2.6991109439864425
115,P279,0.8848583815824306
115,P1889,0.8874094649266139
116,P31,0.8911589036717421
117,P1552,1.859702518042535
117,P1889,0.8874094649266139
117,P2579,1.648223036924923
117,P460,1.2177577631008953
118,P31,0.8911589036717421
118,P1552,0.9298512590212675
118,P1889,0.8874094649266139
118,P461,1.916513657102806
118,P361,0.9272962922579018
118,P710,9.088822360285056
119,P461,2.874770485654209
119,P31,0.8911589036717421
119,P1889,2.6622283947798415
119,P361,0.9272962922579018
119,P279,1.327287572373646
119,P460,1.2177577631008953
119,P155,2.1524425260137963
119,P156,2.532847060865777
119,P2922,4.207938943521315
119,P2579,1.648223036924923
121,P279,0.4424291907912153
121,P527,1.9390812852809165
121,P2789,2.9093055209598493
121,P31,0.8911589036717421
121,P921,5.511995206404233
122,P279,1.7697167631648612
122,P461,3.833027314205612
122,P361,1.8545925845158036
122,P460,2.4355155262017907
122,P1552,0.9298512590212675
123,P461,1.916513657102806
123,P31,0.8911589036717421
123,P1889,0.8874094649266139
123,P527,0.9695406426404583
124,P1552,2.7895537770638024
124,P1889,1.7748189298532278
124,P2579,1.648223036924923
124,P3095,2.3176278005647637
124,P425,3.481426069117569
125,P279,3.9818627171209378
125,P527,4.8477032132022915
125,P2789,2.9093055209598493
125,P361,2.7818888767737056
125,P460,2.4355155262017907
125,P461,4.791284142757015
125,P2579,3.296446073849846
125,P1552,1.859702518042535
125,P155,2.1524425260137963
125,P31,0.8911589036717421
125,P1889,0.8874094649266139
127,P461,1.916513657102806
127,P31,2.673476711015226
127,P1889,3.5496378597064555
127,P1552,2.7895537770638024
127,P279,0.4424291907912153
127,P2579,3.296446073849846
128,P461,2.874770485654209
128,P31,0.8911589036717421
128,P1889,0.8874094649266139
128,P527,6.7867844984832075
128,P618,8.75729975565641
128,P366,3.0636435790442267
128,P1542,2.6991109439864425
128,P279,0.4424291907912153
128,P2579,1.648223036924923
128,P460,1.2177577631008953
129,P461,1.916513657102806
129,P31,0.8911589036717421
129,P1889,0.8874094649266139
129,P279,1.7697167631648612
129,P361,0.9272962922579018
129,P366,3.0636435790442267
129,P186,3.476654477537904
130,P31,0.8911589036717421
130,P1382,3.059403346086604
130,P527,0.9695406426404583
130,P460,1.2177577631008953
131,P461,4.791284142757015
131,P31,0.8911589036717421
131,P1889,1.7748189298532278
131,P279,1.7697167631648612
131,P361,0.9272962922579018
131,P155,2.1524425260137963
131,P527,2.9086219279213745
132,P279,1.7697167631648612
132,P461,2.874770485654209
132,P361,0.9272962922579018
132,P31,0.8911589036717421
132,P460,1.2177577631008953
132,P1889,0.8874094649266139
133,P279,1.327287572373646
133,P1552,2.7895537770638024
133,P156,2.532847060865777
133,P155,2.1524425260137963
133,P461,0.958256828551403
133,P361,0.9272962922579018
133,P460,1.2177577631008953
134,P361,2.7818888767737056
134,P279,3.9818627171209378
134,P460,3.6532732893026862
134,P1552,4.649256295106338
134,P2579,3.296446073849846
134,P461,4.791284142757015
134,P155,4.3048850520275925
134,P156,2.532847060865777
134,P3095,2.3176278005647637
134,P366,4.59546536856634
134,P527,2.9086219279213745
134,P186,3.476654477537904
134,P31,0.8911589036717421
134,P1382,3.059403346086604
135,P279,0.4424291907912153
135,P527,0.9695406426404583
135,P460,1.2177577631008953
135,P461,0.958256828551403
136,P461,1.916513657102806
136,P31,1.7823178073434842
136,P1889,3.5496378597064555
136,P279,0.4424291907912153
136,P460,2.4355155262017907
136,P527,0.9695406426404583
136,P1552,0.9298512590212675
137,P1552,1.859702518042535
137,P1889,0.8874094649266139
137,P279,0.8848583815824306
137,P461,0.958256828551403
137,P155,2.1524425260137963
140,P279,1.7697167631648612
140,P461,1.916513657102806
140,P361,1.8545925845158036
140,P2579,1.648223036924923
140,P460,1.2177577631008953
140,P1552,1.859702518042535
140,P1889,0.8874094649266139
140,P2670,3.1285580167810925
140,P31,0.8911589036717421
141,P279,1.327287572373646
141,P461,0.958256828551403
141,P361,0.9272962922579018
141,P460,1.2177577631008953
141,P1552,0.9298512590212675
141,P155,2.1524425260137963
141,P156,2.532847060865777
141,P2922,4.207938943521315
141,P828,9.761406207471135
142,P527,1.9390812852809165
142,P2789,2.9093055209598493
142,P279,0.8848583815824306
142,P31,1.7823178073434842
142,P1552,0.9298512590212675
142,P1889,1.7748189298532278
142,P366,4.59546536856634
142,P361,0.9272962922579018
142,P927,3.8537671298007004
143,P279,0.4424291907912153
144,P1889,2.6622283947798415
144,P461,0.958256828551403
144,P279,0.8848583815824306
144,P2579,1.648223036924923
144,P361,1.8545925845158036
144,P460,1.2177577631008953
144,P31,2.673476711015226
144,P1552,0.9298512590212675
144,P688,5.715594161645472
144,P527,0.9695406426404583
145,P461,1.916513657102806
145,P279,1.327287572373646
145,P527,0.9695406426404583
145,P1552,1.859702518042535
145,P1889,0.8874094649266139
145,P1542,2.6991109439864425
146,P461,1.916513657102806
146,P31,0.8911589036717421
146,P1889,2.6622283947798415
146,P527,0.9695406426404583
146,P1552,0.9298512590212675
146,P2670,3.1285580167810925
146,P279,0.4424291907912153
146,P361,0.9272962922579018
147,P1552,1.859702518042535
147,P1889,0.8874094649266139
147,P279,0.8848583815824306
147,P527,0.9695406426404583
148,P461,1.916513657102806
148,P1552,2.7895537770638024
148,P1889,1.7748189298532278
148,P279,2.2121459539560764
148,P156,2.532847060865777
148,P155,2.1524425260137963
148,P31,0.8911589036717421
148,P2176,12.386987223543585
149,P1889,1.7748189298532278
149,P279,1.327287572373646
150,P279,3.9818627171209378
150,P461,2.874770485654209
150,P361,3.709185169031607
150,P2579,1.648223036924923
150,P155,4.3048850520275925
150,P1552,7.43881007217014
150,P156,2.532847060865777
150,P31,3.5646356146869684
150,P1889,2.6622283947798415
150,P460,2.4355155262017907
150,P3095,2.3176278005647637
150,P186,3.476654477537904
150,P106,17.24568896369966
150,P101,8.488613175384378
150,P509,4.313299459179141
150,P527,4.8477032132022915
150,P140,5.411911747847251
150,P462,11.057248683315025
151,P279,2.2121459539560764
151,P461,1.916513657102806
151,P361,0.9272962922579018
151,P1552,2.7895537770638024
151,P1889,1.7748189298532278
151,P155,4.3048850520275925
151,P156,2.532847060865777
152,P155,2.1524425260137963
152,P361,0.9272962922579018
153,P461,1.916513657102806
153,P31,0.8911589036717421
153,P1889,0.8874094649266139
153,P279,0.4424291907912153
153,P155,2.1524425260137963
153,P361,0.9272962922579018
154,P460,1.2177577631008953
155,P279,1.327287572373646
155,P461,1.916513657102806
155,P155,6.457327578041388
155,P1552,2.7895537770638024
155,P156,2.532847060865777
155,P366,1.5318217895221133
155,P1889,0.8874094649266139
155,P527,0.9695406426404583
156,P461,0.958256828551403
156,P31,0.8911589036717421
156,P1889,0.8874094649266139
157,P461,0.958256828551403
159,P279,0.8848583815824306
160,P279,0.8848583815824306
160,P828,3.253802069157045
160,P1478,5.608622042093304
161,P461,4.791284142757015
161,P31,1.7823178073434842
161,P1889,2.6622283947798415
161,P361,2.7818888767737056
161,P279,3.097004335538507
161,P460,2.4355155262017907
161,P527,2.9086219279213745
161,P155,4.3048850520275925
161,P1552,2.7895537770638024
161,P156,2.532847060865777
161,P3095,2.3176278005647637
162,P279,0.8848583815824306
162,P1889,0.8874094649266139
162,P31,1.7823178073434842
162,P937,6.129156479986256
162,P551,6.179166900560918
162,P1399,6.0360660569202444
162,P461,0.958256828551403
163,P31,0.8911589036717421
163,P460,2.4355155262017907
