entity1,relation,entity2
Q11471,P910,Q4049213
Q11471,P361,Q133327
Q11471,P1343,Q2041543
Q11471,P1343,Q602358
Q11471,P1424,Q6100942
Q11471,P5008,Q5460604
Q11471,P2579,Q1754940
Q11471,P2579,Q11452
Q11471,P31,Q35120
Q11471,P31,Q1207505
Q11471,P1889,Q2199864
Q11471,P1552,Q67203587
Q184753,P1995,Q2861470
Q184753,P279,Q1064904
Q184753,P1343,Q2657718
Q184753,P1424,Q22833731
Q184753,P910,Q9943461
Q184753,P5008,Q99671171
Q217602,P910,Q7013792
Q217602,P279,Q46857
Q217602,P279,Q3249551
Q217602,P279,Q8187769
Q217602,P1343,Q2657718
Q217602,P1889,Q371046
Q217602,P3095,Q485178
Q79460,P828,Q103537
Q79460,P279,Q66559285
Q79460,P361,Q1059
Q79460,P910,Q7211399
Q79460,P1343,Q2657718
Q79460,P176,Q250694
Q79460,P2868,Q50349184
Q79460,P31,Q78155096
Q79460,P5008,Q87748614
Q79460,P1424,Q6681035
Q650912,P279,Q1963588
Q650912,P279,Q727028
Q650912,P923,Q886695
Q650912,P1995,Q788926
Q10876,P105,Q36732
Q10876,P105,Q19858692
Q10876,P105,Q146481
Q10876,P171,Q19081
Q10876,P171,Q2382443
Q10876,P171,Q842610
Q10876,P910,Q1457013
Q10876,P944,Q743780
Q10876,P31,Q16521
Q10876,P1542,Q727028
Q10876,P1542,Q3776920
Q10876,P1343,Q602358
Q10876,P1343,Q19180675
Q10876,P1343,Q3181656
Q10876,P1889,Q4034791
Q10876,P279,Q39833
Q10876,P5008,Q5460604
Q10876,P1151,Q42353284
Q9884,P361,Q8229
Q9884,P361,Q606972
Q9884,P361,Q754673
Q9884,P361,Q76228
Q9884,P361,Q607188
Q9884,P361,Q20581324
Q9884,P361,Q1095058
Q9884,P361,Q2335779
Q9884,P361,Q1187758
Q9884,P361,Q372785
Q9884,P361,Q622712
Q9884,P361,Q637405
Q9884,P361,Q550383
Q9884,P361,Q755124
Q9884,P361,Q16103
Q9884,P361,Q2748102
Q9884,P361,Q18691434
Q9884,P361,Q994407
Q9884,P361,Q384749
Q9884,P361,Q2839543
Q9884,P361,Q90681288
Q9884,P31,Q19776628
Q9884,P31,Q3841820
Q9884,P1299,Q17021885
Q9884,P910,Q9658766
Q41803,P31,Q3647172
Q41803,P31,Q208469
Q41803,P31,Q82047053
Q41803,P361,Q26240
Q41803,P111,Q11423
Q41803,P279,Q42531880
Q41803,P1343,Q602358
Q16886469,P1382,Q1074648
Q16886469,P31,Q151885
Q16886469,P31,Q192276
Q11367,P279,Q174211
Q11367,P279,Q66560214
Q11367,P910,Q7485617
Q11367,P1343,Q2657718
Q11367,P1343,Q56826519
Q11367,P5008,Q5460604
Q11367,P31,Q56256178
Q11367,P1889,Q127980
Q11367,P361,Q14358833
Q11367,P361,Q2792936
Q11367,P361,Q21096257
Q11367,P361,Q14762268
Q11367,P361,Q22282265
Q11367,P361,Q14907703
Q11367,P361,Q31389280
Q11367,P361,Q22290305
Q11367,P361,Q21115237
Q11367,P361,Q14878182
Q11367,P361,Q22290457
Q11367,P361,Q14872727
Q11367,P361,Q66986434
Q11367,P361,Q66986436
Q11367,P361,Q21127290
Q11367,P361,Q22292479
Q11367,P361,Q22325164
Q11367,P361,Q22328923
Q11367,P361,Q14902251
Q11367,P361,Q14878190
Q11367,P361,Q24479244
Q11367,P361,Q22271372
Q11367,P361,Q22271376
Q234018,P31,Q4167410
Q234018,P1889,Q16861306
Q234018,P1343,Q2041543
Q2251595,P31,Q9332
Q2251595,P31,Q1914636
Q2251595,P31,Q4167410
Q2251595,P361,Q2526135
Q2251595,P527,Q28553669
Q2251595,P527,Q28553760
Q2251595,P461,Q1174599
Q2251595,P279,Q1717246
Q2251595,P1889,Q19798609
Q1650182,P31,Q4167410
Q241519,P31,Q4167410
Q241519,P460,Q5103490
Q241519,P460,Q12781649
Q241519,P460,Q344974
Q241519,P1889,Q37490824
Q7574949,P31,Q4167410
Q55634432,P279,Q3505239
Q55634432,P460,Q28840755
Q188561,P31,Q4167410
Q188561,P460,Q12525541
Q188561,P460,Q420817
Q188561,P460,Q2859631
Q188561,P460,Q11246075
Q188561,P460,Q67206693
Q188561,P1889,Q37105091
Q7559698,P31,Q3241972
Q7559698,P180,Q11229
Q362306,P31,Q4167410
Q9887,P156,Q14382
Q9887,P31,Q19793459
Q9887,P361,Q8216
Q9887,P144,Q9099112
Q9887,P1343,Q2041543
Q9887,P1343,Q602358
Q9887,P1343,Q19180675
Q9887,P1343,Q4086271
Q9887,P1889,Q652798
Q9887,P1889,Q16330
Q9887,P1889,Q9659
Q9887,P910,Q86105516
Q245204,P279,Q95074
Q245204,P461,Q215972
Q245204,P31,Q636497
Q245204,P1889,Q65622867
Q245204,P1889,Q5563727
Q245204,P1889,Q110910
Q245204,P1382,Q290691
Q245204,P910,Q40592277
Q6536648,P31,Q4167410
Q6536648,P460,Q48378
Q6536648,P1889,Q884653
Q215044,P31,Q4167410
Q18411384,P31,Q4167410
Q18411384,P1889,Q37529772
Q252022,P31,Q4167410
Q421804,P31,Q47154513
Q421804,P279,Q72078616
Q421804,P527,Q3077338
Q421804,P527,Q5170204
Q421804,P361,Q14864979
Q421804,P361,Q14907423
Q421804,P361,Q21422708
Q421804,P361,Q22281725
Q421804,P361,Q14863111
Q421804,P361,Q21109222
Q421804,P361,Q66986412
Q421804,P361,Q66986415
Q421804,P361,Q21771376
Q421804,P361,Q22320673
Q421804,P361,Q14907572
Q421804,P361,Q22292428
Q421804,P361,Q21136059
Q421804,P361,Q14330834
Q1393757,P31,Q4167410
Q1393757,P1889,Q37538891
Q1393757,P460,Q99336911
Q275419,P910,Q8529708
Q275419,P1995,Q10379
Q275419,P1995,Q679690
Q275419,P1995,Q3505712
Q275419,P1995,Q11180
Q275419,P1343,Q2657718
Q275419,P2176,Q409981
Q275419,P2176,Q132621
Q275419,P2176,Q421910
Q275419,P461,Q41861
Q275419,P31,Q54928607
Q275419,P279,Q1441305
Q2796622,P910,Q7144559
Q2796622,P1343,Q2657718
Q2796622,P279,Q12916
Q2796622,P279,Q734219
Q2796622,P31,Q47103999
Q2796622,P31,Q210588
Q2796622,P1424,Q22884851
Q207900,P31,Q4167410
Q28942704,P31,Q4167410
Q178069,P910,Q8670327
Q178069,P1343,Q2657718
Q178069,P2176,Q420360
Q178069,P1537,Q2383867
Q178069,P279,Q2057971
Q178069,P279,Q1441305
Q8261,P910,Q9644291
Q8261,P910,Q3919902
Q8261,P31,Q4263830
Q8261,P31,Q223393
Q8261,P279,Q38072107
Q8261,P279,Q1318295
Q8261,P279,Q571
Q8261,P1963,P136
Q8261,P1963,P50
Q8261,P1963,P123
Q8261,P1963,P212
Q8261,P1151,Q11774360
Q8261,P5008,Q5460604
Q8261,P6186,Q8923122
Q8261,P1889,Q12799318
Q8261,P1889,Q149537
Q8261,P1889,Q59126
Q8261,P1889,Q54894431
Q8261,P3095,Q6625963
Q8261,P1343,Q602358
Q8261,P1343,Q19180675
Q8261,P1343,Q1970746
Q8261,P361,Q2005755
Q9946,P279,Q19776632
Q9946,P31,Q19776628
Q9946,P31,Q3841820
Q9946,P1299,Q17021525
Q9946,P361,Q8229
Q9946,P361,Q606972
Q9946,P361,Q754673
Q9946,P361,Q76228
Q9946,P361,Q607188
Q9946,P361,Q20581324
Q9946,P361,Q1187758
Q9946,P361,Q637405
Q9946,P361,Q570693
Q9946,P361,Q550383
Q9946,P361,Q755124
Q9946,P361,Q18691434
Q9946,P361,Q384749
Q9946,P361,Q994407
Q9946,P361,Q1493494
Q9946,P361,Q2839543
Q9946,P1343,Q2041543
Q9946,P910,Q13337537
Q9946,P1889,Q181460
Q362275,P31,Q4167410
Q101026,P279,Q211709
Q101026,P279,Q66587959
Q101026,P910,Q13349803
Q101026,P31,Q7868
Q101026,P31,Q189118
Q101026,P361,Q7873
Q101026,P1889,Q48634035
Q39552,P910,Q7022824
Q39552,P1687,P2077
Q39552,P1687,P2228
Q39552,P1343,Q2657718
Q39552,P1343,Q26711933
Q39552,P1343,Q73391977
Q39552,P279,Q30337763
Q39552,P279,Q181175
Q39552,P279,Q107715
Q39552,P279,Q3387041
Q39552,P279,Q67598689
Q39552,P4934,Q11402
Q39552,P4934,Q11500
Q39552,P4934,Q91093255
Q39552,P8111,Q44395
Q39552,P8111,Q39469927
Q39552,P1889,Q206175
Q26018,P1889,Q12769769
Q26018,P1889,Q36396
Q26018,P31,Q55983715
Q26018,P279,Q10850
Q681798,P31,Q4167410
Q681798,P460,Q346886
Q448645,P31,Q4167410
Q340383,P31,Q4167410
Q340383,P1889,Q37476726
Q1216998,P910,Q7886904
Q1216998,P279,Q12136
Q1216998,P828,Q14763008
Q1216998,P460,Q18554796
Q1216998,P1995,Q514
Q1216998,P1424,Q8087259
Q1216998,P1889,Q188741
Q1216998,P1889,Q133212
Q1216998,P5008,Q4099686
Q41441174,P31,Q4167410
Q82760,P31,Q4167410
Q11500,P910,Q7481578
Q11500,P279,Q1991596
Q11500,P279,Q107715
Q11500,P279,Q30337763
Q11500,P279,Q181175
Q11500,P1687,P2046
Q11500,P1343,Q26711932
Q11500,P1343,Q90137277
Q11500,P5008,Q5460604
Q11500,P4934,Q73454785
Q11500,P4934,Q73454785
Q11500,P8111,Q25343
Q406977,P31,Q4167410
Q406977,P1889,Q37302987
Q62207,P31,Q4167410
Q62207,P460,Q347900
Q62207,P460,Q6819626
Q62207,P460,Q68776959
Q62207,P460,Q1680210
Q62207,P460,Q68777916
Q62207,P460,Q344869
Q62207,P1889,Q37448497
Q240673,P279,Q1499548
Q240673,P361,Q159810
Q240673,P31,Q151885
Q240673,P910,Q7416774
Q240673,P1687,P2130
Q240673,P461,Q2383321
Q791801,P279,Q37112258
Q791801,P279,Q2695280
Q791801,P1542,Q37113960
Q791801,P1889,Q745328
Q791801,P31,Q10843872
Q13516686,P910,Q8431708
Q13516686,P31,Q151885
Q13516686,P31,Q4167410
Q13516686,P1687,P2402
Q13516686,P1889,Q18089644
Q13516686,P279,Q240673
Q1036729,P279,Q200539
Q1036729,P910,Q8497473
Q1630279,P279,Q1151067
Q1630279,P6477,Q4202277
Q1630279,P6477,Q774228
Q1630279,P460,Q830382
Q1630279,P1889,Q690194
Q1630279,P1889,Q216200
Q1630279,P1889,Q1665268
Q1630279,P1382,Q367293
Q1630279,P1382,Q22445448
Q16917,P279,Q178706
Q16917,P279,Q4260475
Q16917,P279,Q814610
Q16917,P279,Q30139652
Q16917,P361,Q11000047
Q16917,P910,Q5468659
Q16917,P1424,Q5618337
Q16917,P1889,Q15043861
Q16917,P1889,Q46124
Q16917,P1889,Q180370
Q16917,P2388,Q1068947
Q16917,P1963,P131
Q16917,P1963,P625
Q16917,P1963,P856
Q16917,P1963,P571
Q16917,P1963,P18
Q16917,P1963,P6801
Q16917,P1963,P17
Q16917,P1963,P6855
Q16917,P1963,P1128
Q16917,P1963,P112
Q16917,P1963,P1416
Q16917,P1963,P6375
Q16917,P1963,P527
Q16917,P1963,P137
Q16917,P1963,P101
Q16917,P1343,Q602358
Q16917,P1343,Q19180675
Q16917,P527,Q55143870
Q16917,P2670,Q142259
Q16917,P2670,Q39364723
Q245962,P361,Q80993
Q245962,P361,Q11023
Q245962,P361,Q2144042
Q245962,P910,Q50825758
Q245962,P279,Q3249551
Q1660986,P31,Q4167410
Q1660986,P1889,Q25975824
Q35865,P461,Q161081
Q35865,P31,Q29028649
Q35865,P31,Q483247
Q35865,P910,Q8548688
Q35865,P1343,Q4208106
Q35865,P1542,Q4157877
Q35865,P279,Q3539169
Q181600,P910,Q15285698
Q181600,P279,Q5
Q181600,P279,Q12722854
Q181600,P1552,Q2057971
Q181600,P1687,P3205
Q181600,P1343,Q2041543
Q181600,P1382,Q6817461
Q181600,P31,Q3505845
Q181600,P1889,Q15304496
Q178706,P279,Q43229
Q178706,P910,Q6642852
Q178706,P910,Q6529540
Q178706,P460,Q4430243
Q178706,P1889,Q1664720
Q33103638,P31,Q4167410
Q214609,P910,Q10136590
Q214609,P910,Q4057308
Q214609,P1687,P186
Q214609,P2579,Q228736
Q214609,P460,Q27166344
Q214609,P279,Q2424752
Q214609,P279,Q28555911
Q214609,P1552,Q76005
Q214609,P1552,Q186191
Q214609,P1552,Q29539
Q214609,P1552,Q3236003
Q214609,P1963,P1295
Q214609,P1963,P1552
Q214609,P1424,Q18534419
Q181600,P910,Q15285698
Q181600,P279,Q5
Q181600,P279,Q12722854
Q181600,P1552,Q2057971
Q181600,P1687,P3205
Q181600,P1343,Q2041543
Q181600,P1382,Q6817461
Q181600,P31,Q3505845
Q181600,P1889,Q15304496
Q415963,P31,Q4167410
Q415963,P1889,Q37174797
Q3427349,P31,Q4167410
Q3427349,P31,Q4164871
Q3427349,P805,Q11997597
Q265158,P361,Q58854
Q265158,P361,Q59156192
Q265158,P1343,Q2657718
Q265158,P1343,Q4532138
Q265158,P910,Q25277858
Q265158,P279,Q386724
Q265158,P279,Q1379672
Q265158,P1687,P6977
Q131877,P1582,Q156538
Q131877,P910,Q7145101
Q131877,P279,Q18113858
Q131877,P1343,Q2657718
Q131877,P1889,Q1554471
Q131877,P1889,Q6714735
Q131877,P1889,Q18113858
Q131877,P461,Q6714735
Q131877,P31,Q28969364
Q11827939,P31,Q4167410
Q8434,P279,Q133500
Q8434,P279,Q7406919
Q8434,P910,Q4103249
Q8434,P1343,Q4173137
Q8434,P1343,Q602358
Q8434,P1343,Q302556
Q8434,P1343,Q19190511
Q8434,P1343,Q1768721
Q8434,P1343,Q3181656
Q8434,P460,Q1326354
Q8434,P2959,Q22828648
Q8434,P1151,Q13359951
Q8434,P31,Q2465832
Q8434,P31,Q11862829
Q8434,P1424,Q14400727
Q8434,P1424,Q11838819
Q8434,P1889,Q12150409
Q8434,P1889,Q57173735
Q8434,P1889,Q4103249
Q8434,P3095,Q974144
Q8434,P3095,Q37226
Q8434,P5008,Q5460604
Q8434,P5125,Q7112612
Q8434,P1542,Q57173735
Q8434,P6104,Q8486648
Q8434,P2579,Q7922
Q8434,P2670,Q64801076
Q8434,P1552,Q18189
Q10861399,P31,Q4167410
Q10861399,P1889,Q27554641
Q10861399,P1889,Q37110857
Q17130325,P31,Q4167410
Q577,P527,Q5151
Q577,P910,Q2945300
Q577,P31,Q1790144
Q577,P31,Q21684377
Q577,P31,Q82047057
Q577,P1889,Q3186692
Q577,P1889,Q1092296
Q577,P1889,Q16929628
Q577,P2959,Q27094353
Q577,P1343,Q1138524
Q577,P1343,Q30059240
Q577,P1343,Q2041543
Q577,P1343,Q602358
Q577,P1343,Q26711932
Q577,P111,Q2199864
Q577,P5008,Q5460604
Q577,P279,Q37640
Q577,P279,Q186081
Q577,P6104,Q3247958
Q416981,P31,Q4167410
Q416981,P1889,Q21143192
Q416981,P1889,Q37249495
Q226455,P31,Q4167410
Q226455,P1889,Q37524752
Q226455,P1889,Q5071787
Q226455,P1889,Q5071779
Q397567,P31,Q4167410
Q250925,P31,Q4167410
Q250925,P1889,Q1778312
Q250925,P1889,Q37264747
Q426660,P31,Q11173
Q426660,P31,Q407595
Q426660,P527,Q627
Q426660,P527,Q623
Q426660,P703,Q15978631
Q426660,P1889,Q52309773
Q426660,P4952,Q51139288
Q426660,P6185,Q28529684
Q573,P527,Q25235
Q573,P527,Q575
Q573,P527,Q52643
Q573,P361,Q23387
Q573,P910,Q8364508
Q573,P910,Q7152582
Q573,P31,Q1790144
Q573,P31,Q3268848
Q573,P31,Q82047057
Q573,P460,Q11034997
Q573,P111,Q2199864
Q573,P1343,Q26711932
Q573,P1343,Q30059240
Q573,P2670,Q1260524
Q573,P5008,Q5460604
Q573,P279,Q186081
Q75101527,P31,Q4167410
Q75101527,P1889,Q51268632
Q75101527,P1889,Q11965654
Q75101527,P1889,Q81640740
Q75101527,P1889,Q7730149
Q75101527,P1889,Q7730150
Q75101527,P1889,Q81644802
Q75101527,P1889,Q11965653
Q75101527,P1889,Q11195834
Q75101527,P460,Q11164407
Q210027,P31,Q4167410
Q210027,P1889,Q2368580
Q210027,P460,Q98212552
Q210027,P460,Q98212661
Q1121708,P910,Q7216531
Q1121708,P461,Q7632586
Q1121708,P279,Q2995644
Q1121708,P279,Q1190554
Q1121708,P279,Q944806
Q1121708,P1382,Q690140
Q1121708,P1889,Q2493625
Q102205,P279,Q4437984
Q102205,P279,Q27166344
Q102205,P1889,Q11435
Q102205,P5008,Q5460604
Q12136,P279,Q2057971
Q12136,P279,Q567555
Q12136,P910,Q9789161
Q12136,P1343,Q2657718
Q12136,P1343,Q4114391
Q12136,P1343,Q602358
Q12136,P1343,Q19180675
Q12136,P1343,Q1768721
Q12136,P1963,P1060
Q12136,P1963,P1995
Q12136,P1963,P2176
Q12136,P1424,Q6436840
Q12136,P1424,Q22765453
Q12136,P461,Q12147
Q12136,P2579,Q7208
Q12136,P5008,Q5460604
Q12136,P5008,Q87748614
Q12136,P5008,Q4099686
Q12136,P1687,P5132
Q12136,P1687,P5166
Q12136,P1687,P492
Q12136,P1542,Q267505
Q12136,P1552,Q169872
Q12136,P1552,Q5282120
Q12136,P1552,Q2199864
Q12136,P1552,Q96278582
Q12136,P1552,Q54932064
Q295527,P31,Q4167410
Q594939,P910,Q9199288
Q594939,P279,Q1131696
Q594939,P31,Q628455
Q233991,P31,Q4167410
Q251898,P31,Q4167410
Q251898,P1889,Q1046315
Q251898,P1889,Q37491373
Q44148,P31,Q290
Q44148,P461,Q43445
Q44148,P910,Q7905582
Q44148,P361,Q182353
Q44148,P279,Q7239
Q44148,P279,Q19088
Q181600,P910,Q15285698
Q181600,P279,Q5
Q181600,P279,Q12722854
Q181600,P1552,Q2057971
Q181600,P1687,P3205
Q181600,P1343,Q2041543
Q181600,P1382,Q6817461
Q181600,P31,Q3505845
Q181600,P1889,Q15304496
Q7886,P279,Q24060765
Q7886,P279,Q66545215
Q7886,P279,Q4936952
Q7886,P910,Q7131304
Q7886,P361,Q7891
Q7886,P2286,Q206280
Q7886,P2289,Q535352
Q7886,P927,Q994554
Q7886,P527,Q7259536
Q7886,P527,Q5938041
Q7886,P527,Q18088285
Q7886,P4843,Q14327711
Q7886,P1343,Q602358
Q7886,P1343,Q19558994
Q15622206,P31,Q4167410
Q15622206,P460,Q16699780
Q15622206,P460,Q2324272
Q15622206,P460,Q63843274
Q15622206,P460,Q19414363
Q15622206,P1889,Q37234491
Q15622206,P1889,Q1217865
Q193045,P31,Q11173
Q193045,P31,Q12140
Q193045,P31,Q35456
Q193045,P31,Q72941151
Q193045,P2175,Q153356
Q193045,P2175,Q79928
Q193045,P2175,Q646664
Q193045,P2175,Q101896
Q193045,P2175,Q1900400
Q193045,P2175,Q19597369
Q193045,P2175,Q26695607
Q193045,P279,Q804539
Q193045,P279,Q422676
Q193045,P3489,Q3679274
Q193045,P3489,Q28123618
Q193045,P3780,Q47520873
Q193045,P2868,Q7251505
Q193045,P2868,Q12187
Q193045,P61,Q6662350
Q193045,P361,Q22282724
Q193045,P361,Q22282725
Q193045,P361,Q22273394
Q193045,P361,Q22273393
Q193045,P361,Q21121674
Q193045,P361,Q22290406
Q193045,P361,Q22324624
Q179661,P910,Q7012769
Q179661,P279,Q796194
Q179661,P279,Q26256310
Q179661,P279,Q31207
Q179661,P1687,P924
Q179661,P1687,P3354
Q179661,P1687,P3355
Q179661,P3095,Q2419397
Q226469,P31,Q4167410
Q226469,P1889,Q288810
Q226469,P460,Q12961262
Q2864132,P31,Q4167410
Q5113,P1151,Q4162252
Q5113,P105,Q37517
Q5113,P171,Q19159
Q5113,P171,Q136586
Q5113,P31,Q16521
Q5113,P910,Q1456850
Q5113,P910,Q8700233
Q5113,P944,Q13011
Q5113,P2283,Q1991038
Q5113,P2283,Q471236
Q5113,P2283,Q4201371
Q5113,P2354,Q28854985
Q5113,P2354,Q985708
Q5113,P2354,Q3249537
Q5113,P2354,Q3780434
Q5113,P2354,Q6607599
Q5113,P2354,Q3249542
Q5113,P2354,Q2108454
Q5113,P2354,Q2984333
Q5113,P2354,Q6607742
Q5113,P2354,Q6607738
Q5113,P2354,Q6607606
Q5113,P2354,Q6592368
Q5113,P2354,Q858791
Q5113,P2354,Q17000615
Q5113,P2354,Q6607791
Q5113,P2354,Q11932677
Q5113,P2354,Q3249524
Q5113,P2354,Q6607769
Q5113,P2354,Q4922097
Q5113,P2354,Q6607708
Q5113,P2354,Q3252776
Q5113,P2354,Q2081733
Q5113,P2354,Q20388974
Q5113,P2579,Q44703
Q5113,P4733,Q1126556
Q5113,P5008,Q5460604
Q5113,P5125,Q6210059
Q5113,P1672,Q93189
Q5113,P1672,Q81025
Q5113,P1672,Q10990
Q5113,P1424,Q6719357
Q5113,P1343,Q4532138
Q2349697,P31,Q4167410
Q2349697,P1889,Q37229717
Q225014,P31,Q4167410
Q225014,P460,Q5199091
Q225802,P31,Q4167410
Q133805,P910,Q5601738
Q133805,P279,Q843601
Q133805,P31,Q2465832
Q133805,P2578,Q44512
Q133805,P2578,Q12184
Q133805,P1343,Q19180675
Q133805,P3095,Q13416803
Q133805,P5008,Q87748614
Q242361,P31,Q4167410
Q242361,P1889,Q36868234
Q3,P461,Q4
Q3,P910,Q5550747
Q3,P279,Q203872
Q3,P279,Q1322005
Q3,P279,Q483247
Q3,P279,Q98925662
Q3,P31,Q937228
Q3,P1343,Q2657718
Q3,P1343,Q602358
Q3,P1343,Q602358
Q3,P1343,Q19180675
Q3,P1343,Q4173137
Q3,P1343,Q1970746
Q3,P1343,Q1768721
Q3,P527,Q2996394
Q3,P527,Q7239
Q3,P527,Q4
Q3,P1552,Q11990
Q3,P1552,Q1057
Q3,P1552,Q483921
Q3,P1552,Q22675021
Q3,P1552,Q513359
Q3,P1552,Q47041
Q3,P1552,Q13100823
Q3,P1552,Q13419831
Q3,P2579,Q864928
Q3,P2579,Q420
Q3,P5008,Q5460604
Q3,P1478,Q1899900
Q3,P361,Q7239
Q3,P1889,Q60797313
Q3,P1889,Q98925662
Q3,P460,Q1349305
Q8441,P279,Q80994
Q8441,P279,Q84048850
Q8441,P461,Q467
Q8441,P910,Q1410641
Q8441,P910,Q9507857
Q8441,P1343,Q302556
Q8441,P1889,Q6581097
Q8441,P1889,Q5890937
Q8441,P1889,Q84048850
Q8441,P361,Q8436
Q8441,P2959,Q13202929
Q8441,P5008,Q5460604
Q8441,P4733,Q55164632
Q756,P105,Q36732
Q756,P171,Q19088
Q756,P171,Q879246
Q756,P910,Q1457109
Q756,P944,Q693148
Q756,P31,Q16521
Q756,P1889,Q764
Q756,P527,Q41500
Q756,P527,Q5935823
Q756,P527,Q134267
Q756,P527,Q660498
Q756,P5008,Q5460604
Q756,P1343,Q602358
Q756,P1343,Q19180675
Q756,P1343,Q1768721
Q756,P2579,Q7201518
Q756,P2579,Q441
Q756,P279,Q7239
Q756,P1552,Q2355817
Q756,P1552,Q1138178
Q756,P1424,Q13217916
Q40763,P910,Q8727351
Q40763,P279,Q20011319
Q40763,P279,Q2095
Q40763,P3094,Q380138
Q40763,P527,Q1377980
Q40763,P527,Q193026
Q40763,P527,Q25624
Q40763,P527,Q2217063
Q40763,P527,Q1347099
Q40763,P1343,Q602358
Q40763,P5008,Q99671171
