entity1,relations,entity2
Q256602,P2175,Q2453464
Q256602,P2175,Q12192
Q256602,P2175,Q876887
Q256602,P2175,Q480700
Q256602,P279,Q426549
Q256602,P2868,Q12187
Q8242,P279,Q735
Q1135939,P279,Q521
Q1135939,P279,Q7208
Q424027,P2175,Q1435822
Q424027,P2175,Q876887
Q424027,P2175,Q12192
Q424027,P2868,Q12187
Q80994,P279,Q7239
Q273510,P1995,Q171171
Q273510,P2176,Q412223
Q273510,P2176,Q411478
Q8386,P279,Q79529
Q411478,P2175,Q273510
Q411478,P2175,Q464067
Q764,P279,Q7239
Q25235,P361,Q573
Q8054,P279,Q181394
Q10870555,P279,Q732577
Q10870555,P279,Q49848
Q185325,P361,Q11190
Q185325,P279,Q11625220
Q38933,P2176,Q12140
Q38933,P2176,Q186969
Q38933,P2176,Q57055
Q38933,P2176,Q18216
Q33767,P2789,Q228537
Q179630,P279,Q12136
Q179630,P279,Q169872
Q181487,P279,Q1379672
Q413728,P2175,Q101896
Q413728,P2175,Q201989
Q413728,P2175,Q221668
Q413728,P2175,Q28971
Q413728,P2175,Q876887
Q413728,P2175,Q12192
Q413728,P279,Q271021
Q413728,P2868,Q12187
Q638774,P927,Q64386
Q169569,P2175,Q164655
Q169569,P2175,Q831530
Q169569,P2175,Q2453464
Q169569,P2175,Q12192
Q193181,P279,Q160402
Q7308373,P279,Q1371819
Q774306,P425,Q40821
Q40821,P3095,Q774306
Q40821,P279,Q179661
Q219067,P279,Q14536140
Q1642137,P279,Q521
Q1632335,P361,Q11068
Q12204,P2176,Q423169
Q12204,P780,Q35805
Q12204,P780,Q647099
Q12204,P780,Q38933
Q11432,P279,Q102205
Q11432,P1552,Q128709
Q12453,P279,Q791801
Q199657,P279,Q2200417
Q7590,P121,Q42889
Q7590,P279,Q79782
Q409492,P2175,Q537297
Q409492,P2175,Q653971
Q134684,P427,Q180556
Q521,P279,Q420
Q180556,P105,Q7432
Q180556,P171,Q134684
Q43656,P681,Q79899
Q8436,P279,Q178706
Q11190,P3095,Q39631
Q178934,P279,Q9081
Q58778,P279,Q6671777
Q58778,P1552,Q215772
Q58778,P1552,Q183635
Q58778,P1552,Q723897
Q58778,P1552,Q52948
Q27318,P279,Q1379672
Q47790,P780,Q574360
Q47790,P780,Q38933
Q47790,P780,Q86
Q156050,P2176,Q192717
Q156050,P2176,Q422442
Q156050,P2176,Q422652
Q156050,P780,Q9690
Q156050,P780,Q1129121
Q156050,P780,Q170990
Q156050,P780,Q847726
Q156050,P828,Q313358
Q44512,P279,Q3241045
Q44512,P2579,Q133805
Q3241045,P279,Q11190
Q3241045,P361,Q44512
Q5720030,P361,Q160402
Q886549,P2283,Q3595842
Q14819852,P828,Q28627
Q14819852,P361,Q3
Q14819852,P155,Q34581
Q1595418,P279,Q179661
Q12190,P2868,Q12187
Q21130714,P279,Q1057
Q9332,P1552,Q1299714
Q101991,P279,Q12136
Q101991,P279,Q169872
Q101991,P2176,Q419890
Q101991,P2176,Q963093
Q101991,P2176,Q190875
Q101991,P2176,Q416132
Q101991,P2176,Q408676
Q101991,P2176,Q422252
Q101991,P2176,Q409231
Q101991,P2176,Q424972
Q101991,P2176,Q11426176
Q101991,P2176,Q417222
Q101991,P2176,Q186969
Q101991,P2176,Q18216
Q9377,P361,Q181100
Q9377,P361,Q11078
Q9368,P2579,Q514
Q2356542,P279,Q79529
Q974135,P279,Q2575340
Q974135,P1542,Q127076
Q213511,P279,Q12187
Q213511,P636,Q420054
Q213511,P769,Q410061
Q213511,P769,Q4890934
Q213511,P769,Q422438
Q213511,P769,Q41576
Q213511,P769,Q174259
Q213511,P769,Q251347
Q213511,P769,Q179996
Q213511,P769,Q10354103
Q213511,P769,Q417597
Q213511,P769,Q419394
Q213511,P769,Q413591
Q213511,P2175,Q153356
Q213511,P2175,Q101896
Q213511,P2175,Q134859
Q213511,P2868,Q12187
Q107647,P279,Q7868
Q415843,P2175,Q154878
Q415843,P2175,Q221668
Q415843,P279,Q3208529
Q169872,P1557,Q12136
Q422665,P2175,Q154878
Q422665,P2175,Q221668
Q422665,P2868,Q127060
Q2935,P279,Q830
Q4503831,P279,Q706622
Q1072,P361,Q11068
Q1072,P927,Q994554
Q1072,P2789,Q9655
Q1072,P2789,Q9609
Q1072,P703,Q729
Q1072,P2579,Q10379
Q126017,P361,Q8087
Q126017,P279,Q36253
Q1348305,P279,Q732577
Q1348305,P279,Q29485
Q185744,P279,Q214609
Q212354,P279,Q187126
Q212354,P279,Q8054
Q424381,P279,Q8054
Q8047,P279,Q8054
Q1926141,P279,Q79529
Q423169,P2175,Q12204
Q192717,P2175,Q156050
Q192717,P279,Q28742
Q192717,P2868,Q12187
Q25288,P279,Q11402
Q25288,P4934,Q11423
Q132621,P2175,Q275419
Q132621,P2175,Q217111
Q132621,P2175,Q168800
Q132621,P2868,Q162657
Q7565,P279,Q7566
Q412212,P279,Q79529
Q177998,P366,Q911138
Q187634,P279,Q181780
Q37083,P105,Q7432
Q37083,P279,Q10884
Q2397485,P366,Q908584
Q2397485,P366,Q2526135
Q184204,P279,Q42395
Q184204,P279,Q107647
Q184204,P155,Q107244
Q170065,P1542,Q166231
Q7187,P688,Q8054
Q7187,P361,Q37748
Q7187,P361,Q7020
Q502159,P279,Q7193
Q42395,P361,Q7873
Q10566551,P1552,Q190258
Q103537,P1542,Q79460
Q103537,P279,Q178593
Q103537,P1552,Q128711
Q133156,P828,Q815962
Q11028,P828,Q174984
Q11028,P1542,Q9081
Q40924,P279,Q185557
Q389934,P279,Q79529
Q14382,P155,Q9887
Q14382,P156,Q14387
Q161973,P279,Q207961
Q423123,P2868,Q215118
Q144,P366,Q39201
Q144,P279,Q39201
Q21168708,P279,Q157811
Q107244,P156,Q184204
Q5057238,P2868,Q12187
Q2633778,P279,Q36253
Q39833,P279,Q7239
Q7725,P361,Q573
Q7725,P155,Q283102
Q11423,P1552,Q11379
Q11423,P361,Q11402
Q11423,P1542,Q11402
Q1371819,P828,Q309100
Q259346,P279,Q3649349
Q46744,P828,Q133500
Q12078,P1995,Q162555
Q12078,P279,Q1216998
Q12078,P2176,Q11426176
Q12078,P2176,Q422252
Q12078,P2176,Q424972
Q12078,P2176,Q417222
Q12078,P2579,Q162555
Q719602,P279,Q1949963
Q3511357,P279,Q719602
Q876776,P279,Q1663054
Q876776,P366,Q2138622
Q876776,P2283,Q40050
Q876776,P2283,Q9635
Q876776,P2283,Q11435
Q876776,P2283,Q81727
Q1663054,P279,Q9332
Q1663054,P361,Q11978
Q283,P1552,Q128709
Q283,P1552,Q1075
Q283,P361,Q2095
Q283,P361,Q103135
Q159683,P2868,Q215118
Q407541,P769,Q418656
Q407541,P769,Q410061
Q407541,P2175,Q81938
Q407541,P2175,Q133823
Q407541,P2175,Q170990
Q407541,P2175,Q945238
Q407541,P2868,Q427523
Q407541,P2868,Q940
Q81938,P279,Q169872
Q81938,P279,Q160402
Q81938,P2176,Q419383
Q81938,P2176,Q407541
Q81938,P2176,Q243547
Q81938,P2176,Q130336
Q81938,P2176,Q186969
Q81938,P2176,Q81225
Q81938,P2176,Q273169
Q81938,P2176,Q423288
Q81938,P2176,Q422806
Q81938,P2176,Q409231
Q81938,P2176,Q1185089
Q81938,P2176,Q58396
Q81938,P2176,Q216935
Q81938,P2176,Q41576
Q81938,P2176,Q2465218
Q81938,P2176,Q18216
Q81938,P2176,Q57055
Q81938,P2176,Q58397
Q81938,P2176,Q419608
Q81938,P2176,Q174259
Q81938,P2176,Q174723
Q81938,P2176,Q55434
Q81938,P1995,Q83042
Q81938,P1995,Q615057
Q81938,P1995,Q29483
Q628858,P279,Q2221906
Q10897,P155,Q14401
Q82794,P279,Q2221906
Q82794,P1552,Q11500
Q1284347,P279,Q101991
Q1284347,P689,Q7886
Q152,P279,Q729
Q209717,P279,Q407680
Q3133,P279,Q9128
Q3133,P279,Q1075
Q40878,P1995,Q120569
Q974869,P1995,Q103824
Q37187,P361,Q7873
Q164359,P279,Q9081
Q164359,P828,Q133500
Q3695082,P279,Q11028
Q37221,P279,Q12453
Q37221,P279,Q36253
Q177634,P279,Q43229
Q215627,P279,Q795052
Q215627,P1552,Q48277
Q215627,P1552,Q641118
Q215772,P279,Q483247
Q215772,P1552,Q52948
Q409262,P2175,Q938983
Q409262,P2868,Q12187
Q265868,P361,Q7881
Q5120022,P279,Q2995644
Q11426,P279,Q214609
Q466109,P279,Q177646
Q2143522,P279,Q193181
Q12140,P366,Q701216
Q12140,P279,Q8386
Q42240,P361,Q336
Q145205,P279,Q131790
Q145205,P366,Q181898
Q191807,P1557,Q2448456
Q1156854,P279,Q211364
Q1084257,P1552,Q15787
Q37425,P361,Q133105
Q37425,P927,Q133105
Q12823105,P279,Q180516
Q12823105,P279,Q628858
Q12823105,P361,Q43229
Q271021,P2868,Q12187
Q28971,P1995,Q171171
Q28971,P2176,Q413728
Q179289,P2579,Q156318
Q11582,P111,Q39297
Q323936,P361,Q128406
Q2552927,P2175,Q1435822
Q2552927,P2175,Q221668
Q2552927,P2175,Q242165
Q2552927,P2175,Q183134
Q2552927,P2175,Q506652
Q2552927,P2175,Q12192
Q2552927,P279,Q271021
Q2552927,P2868,Q12187
Q808845,P2175,Q221668
Q808845,P2175,Q242165
Q808845,P2175,Q1435822
Q808845,P2175,Q183134
Q808845,P279,Q271021
Q808845,P2868,Q12187
Q421713,P2175,Q221668
Q421713,P2175,Q201989
Q421713,P2175,Q101896
Q421713,P2175,Q941770
Q421713,P2175,Q223102
Q421713,P2175,Q183134
Q421713,P2175,Q48143
Q421713,P2175,Q876887
Q421713,P2175,Q12192
Q421713,P279,Q271021
Q421713,P2868,Q12187
Q725307,P361,Q128406
Q1270448,P279,Q17200001
Q1339539,P1995,Q40821
Q11453,P279,Q7590
Q11472,P366,Q735
Q11472,P186,Q189720
Q147101,P2175,Q44727
Q147101,P2175,Q182155
Q147101,P2175,Q199615
Q827023,P1995,Q7208
Q827023,P279,Q184753
Q808,P279,Q39833
Q808,P279,Q170065
Q185690,P2868,Q11364
Q702269,P279,Q5
Q702269,P425,Q28640
Q41719,P361,Q17737
Q9081,P279,Q492
Q9081,P828,Q133500
Q185451,P279,Q1371819
Q185451,P1535,Q450
Q641307,P1995,Q101929
Q592324,P279,Q2332446
Q422244,P769,Q418656
Q422244,P2175,Q202387
Q422244,P2175,Q154430
Q79793,P780,Q38933
Q79793,P780,Q35805
Q79793,P780,Q1115038
Q79793,P780,Q847726
Q79793,P780,Q40878
Q5090613,P279,Q180507
Q5090613,P279,Q974135
Q29496,P780,Q10916362
Q29496,P780,Q152234
Q29496,P780,Q180762
Q29496,P1995,Q103824
Q29496,P2176,Q422232
Q29496,P2176,Q180983
Q29496,P2176,Q408977
Q14387,P155,Q14382
Q11369,P138,Q41509
Q11369,P361,Q178593
Q11369,P2579,Q2329
Q7799635,P279,Q715347
Q193168,P156,Q344
Q193168,P155,Q192630
Q193168,P361,Q11471
Q6279182,P279,Q852376
Q6279182,P1995,Q83042
Q6279182,P828,Q41571
Q557429,P279,Q12136
Q1367,P279,Q7377
Q5958765,P1995,Q101929
Q5958765,P2959,Q42982
Q5958765,P2176,Q422252
Q5958765,P2176,Q417222
Q5958765,P2176,Q424972
Q5958765,P2176,Q11426176
Q1053956,P279,Q214609
Q715347,P361,Q712604
Q9055203,P171,Q808
Q1455316,P279,Q1427096
Q1304270,P279,Q179661
Q223911,P1995,Q162555
Q198504,P769,Q57055
Q188269,P279,Q212354
Q901,P425,Q336
Q12195,P1995,Q83042
Q12195,P279,Q945238
Q12195,P828,Q12438936
Q12195,P780,Q107231
Q12195,P780,Q1126769
Q12195,P780,Q38933
Q12195,P780,Q127076
Q12195,P780,Q40878
Q42177,P1478,Q35831
Q42177,P366,Q35831
Q86,P279,Q81938
Q86,P1995,Q83042
Q86,P828,Q576349
Q101072,P279,Q1200750
Q11345,P279,Q976981
Q131742,P689,Q9368
Q131742,P1995,Q120569
Q131742,P1995,Q11180
Q131742,P279,Q101991
Q131742,P1542,Q147778
Q131742,P828,Q15326
Q131742,P828,Q18621601
Q131742,P828,Q192360
Q131742,P780,Q133244
Q7003054,P279,Q79460
Q12438936,P793,Q1764062
Q12438936,P1542,Q12195
Q7380,P171,Q25833
Q7380,P171,Q7377
Q576349,P1995,Q83042
Q576349,P1995,Q7867
Q576349,P1542,Q86
Q2840,P780,Q38933
Q2840,P780,Q86
Q2840,P780,Q9690
Q2840,P780,Q35805
Q2840,P780,Q114085
Q2840,P927,Q7891
Q2840,P1542,Q44512
Q2840,P1542,Q3241045
Q630552,P279,Q550455
Q630552,P1995,Q161437
Q43445,P279,Q7239
Q415601,P279,Q422529
Q128711,P361,Q103537
Q128711,P361,Q178593
Q106016,P361,Q7239
Q106016,P1542,Q104053
Q106016,P1552,Q13048280
Q193447,P171,Q808
Q179422,P361,Q712604
Q134859,P2176,Q213511
Q134859,P780,Q1115038
Q134859,P780,Q38933
Q134859,P780,Q35805
Q134859,P780,Q754424
Q134859,P780,Q9690
Q134859,P780,Q127076
Q918385,P279,Q133500
Q420,P2578,Q3
Q420,P2578,Q7239
Q420,P1552,Q1063
Q184627,P1542,Q101971
Q3215756,P279,Q205961
Q13400765,P361,Q7891
Q4375,P1542,Q188008
Q415550,P2868,Q927234
Q415550,P2175,Q279330
Q169336,P279,Q79529
Q840343,P361,Q9530
Q209465,P361,Q3918
Q146,P366,Q39201
Q146,P279,Q39201
Q131774,P155,Q276258
Q3031,P279,Q7569
Q33,P463,Q42262
Q908656,P279,Q1775867
Q381072,P279,Q104493
Q768575,P2283,Q9128
Q4381253,P279,Q7868
Q103824,P361,Q11180
Q103824,P279,Q11180
Q193003,P1995,Q83042
Q101929,P279,Q420
Q101929,P2578,Q182581
Q11995,P1542,Q34581
Q11995,P828,Q200117
Q131003,P105,Q7432
Q131003,P1542,Q154878
Q154878,P2176,Q2555060
Q154878,P2176,Q421072
Q154878,P2176,Q422438
Q154878,P828,Q131003
Q154878,P780,Q847726
Q154878,P780,Q199615
Q154878,P780,Q1129121
Q79448,P279,Q79460
Q12156,P828,Q311383
Q12156,P828,Q130948
Q12156,P2176,Q2555060
Q12156,P2176,Q422438
Q12156,P2176,Q421094
Q12156,P2176,Q736270
Q12156,P2176,Q421072
Q12156,P780,Q5445
Q12156,P780,Q1129121
Q12156,P780,Q133244
Q12156,P780,Q159557
Q532,P279,Q177634
Q80726,P361,Q7162
Q80726,P279,Q7187
Q422438,P769,Q410061
Q422438,P769,Q4890934
Q422438,P769,Q41576
Q422438,P769,Q174259
Q422438,P769,Q213511
Q422438,P769,Q251347
Q422438,P769,Q179996
Q422438,P769,Q10354103
Q422438,P769,Q417597
Q422438,P769,Q419394
Q422438,P769,Q413591
Q422438,P2175,Q1483214
Q422438,P2175,Q12156
Q311383,P105,Q7432
Q736270,P2175,Q12156
Q130948,P1542,Q12156
Q407801,P279,Q8047
Q331283,P828,Q524818
Q1140140,P279,Q82794
Q1313,P156,Q1314
Q1313,P279,Q24384
Q2448456,P279,Q189720
Q2448456,P1552,Q191807
Q179217,P279,Q487937
Q471706,P1995,Q7208
Q524818,P171,Q132954
Q524818,P1542,Q331283
Q907315,P4934,Q41364
Q559003,P279,Q17737
Q11570,P111,Q11423
Q11570,P459,Q12453
Q11570,P459,Q976981
Q11570,P138,Q41803
Q388388,P1995,Q120569
Q7743,P279,Q41176
Q7743,P279,Q3947
Q827450,P361,Q9368
Q827450,P279,Q7868
Q25257,P279,Q283
Q168291,P361,Q7364
Q1137321,P279,Q815753
Q42377797,P1542,Q424543
Q2472587,P279,Q41710
Q419618,P2175,Q185137
Q677,P279,Q12140
Q79785,P361,Q1154774
Q385378,P1056,Q41176
Q385378,P2579,Q11023
Q663,P279,Q12140
Q189720,P279,Q214609
Q189720,P1552,Q1075
Q3711325,P361,Q11465
Q2733470,P279,Q1570182
Q2733470,P1552,Q1075
Q272035,P279,Q622821
Q196538,P1535,Q901
Q196538,P1535,Q420
Q44602,P279,Q210978
Q2095,P366,Q213449
Q2095,P1552,Q485537
Q2095,P1535,Q7239
Q28923,P279,Q959962
Q166019,P2176,Q241006
Q166019,P2176,Q418625
Q60960,P279,Q13415392
Q180507,P279,Q179661
Q180507,P279,Q2575340
Q827390,P927,Q1029907
Q44167,P279,Q11019
Q33525,P1995,Q162555
Q33525,P279,Q12078
Q33525,P2176,Q423762
Q33525,P2176,Q216935
Q33525,P2176,Q423989
Q181876,P279,Q1216998
Q181876,P1995,Q162555
Q467635,P1995,Q103824
Q467635,P2176,Q412415
Q467635,P2176,Q408524
Q467635,P2176,Q418656
Q208414,P1995,Q103824
Q208414,P1995,Q162555
Q208414,P2176,Q422232
Q208414,P2176,Q180983
Q208414,P2176,Q418817
Q208414,P2176,Q422252
Q208414,P2176,Q408977
Q208414,P2176,Q11426176
Q208414,P2176,Q18936
Q208414,P2176,Q418656
Q424972,P2175,Q949302
Q424972,P2175,Q12078
Q424972,P2175,Q101991
Q424972,P2175,Q5958765
Q424972,P2175,Q170990
Q424972,P2868,Q422549
Q418656,P2175,Q180614
Q418656,P2175,Q467635
Q418656,P2175,Q208414
Q9609,P2789,Q388209
Q9609,P2789,Q1072
Q3296909,P279,Q37187
Q24724397,P279,Q8054
Q170584,P1552,Q4503831
Q170584,P1552,Q327245
Q3236990,P279,Q215627
Q223143,P279,Q42395
Q223143,P170,Q5596845
Q223143,P366,Q5251810
Q3285695,P279,Q7239
Q3285695,P2579,Q420
Q3285695,P2579,Q7162
Q1930187,P279,Q482980
Q1930187,P279,Q28640
Q174984,P279,Q42848
Q174984,P1542,Q11028
Q356033,P279,Q33525
Q356033,P1995,Q162555
Q2575340,P1995,Q162555
Q2575340,P279,Q179661
Q1362453,P1995,Q162555
Q1362453,P279,Q223911
Q286498,P279,Q212354
Q492,P279,Q11028
Q5009851,P682,Q539568
Q5009851,P681,Q220599
Q5009851,P681,Q187388
Q202758,P2176,Q420009
Q666412,P361,Q9612
Q123355,P279,Q179991
Q1255828,P279,Q179875
Q190156,P279,Q161179
Q231043,P279,Q628523
Q838145,P279,Q12136
Q11633,P366,Q208195
Q180983,P2175,Q29496
Q180983,P2175,Q208414
Q180983,P2175,Q369157
Q418817,P2175,Q938205
Q418817,P2175,Q1411740
Q418817,P2175,Q1898141
Q418817,P2175,Q208414
Q238512,P2175,Q3667186
Q162555,P2578,Q12078
Q162555,P279,Q11190
Q128406,P2578,Q1848900
Q128406,P2578,Q8386
Q177755,P1995,Q162555
Q177755,P279,Q1365309
Q422252,P2175,Q12078
Q422252,P2175,Q127076
Q422252,P2175,Q101991
Q422252,P2175,Q5958765
Q422252,P2175,Q816798
Q422252,P2175,Q280027
Q422252,P2175,Q208414
Q422252,P2868,Q422549
Q282142,P279,Q177755
Q422549,P279,Q79529
Q422549,P279,Q210420
Q422549,P279,Q11364
Q11364,P279,Q12140
Q26963,P2175,Q334655
Q1318776,P279,Q62614
Q1318776,P2868,Q62614
Q9629,P279,Q1364005
Q35473,P186,Q11469
Q1410851,P1995,Q327657
Q1410851,P279,Q1362453
Q1148337,P780,Q3503092
Q1148337,P780,Q133244
Q1148337,P1995,Q162555
Q178593,P279,Q11369
Q461857,P1995,Q162555
Q461857,P1995,Q504033
Q12684,P279,Q11042
Q938205,P1995,Q162555
Q938205,P2176,Q186127
Q938205,P2176,Q418817
Q938205,P2176,Q408977
Q938205,P2176,Q412415
Q938205,P2176,Q408524
Q170304,P2175,Q1054718
Q170304,P2175,Q217111
Q170304,P279,Q271663
Q180614,P1995,Q162555
Q180614,P2176,Q186127
Q180614,P2176,Q415571
Q180614,P2176,Q418656
Q180614,P2176,Q423762
Q1508510,P279,Q20204151
Q1508510,P366,Q244772
Q203601,P1995,Q2964004
Q203601,P780,Q188008
Q203601,P780,Q9690
Q261327,P1995,Q103824
Q261327,P2176,Q407431
Q2607583,P279,Q1400881
Q1734755,P2176,Q419935
Q712604,P361,Q11068
Q104053,P361,Q7239
Q104053,P828,Q106016
Q104053,P1557,Q106016
Q7362,P366,Q160289
Q7362,P361,Q23640
Q749592,P279,Q9609
Q407166,P682,Q11978
Q407166,P2868,Q11364
Q9631,P279,Q213456
Q177708,P1995,Q1221899
Q177708,P361,Q2347178
Q9612,P366,Q11995
Q912741,P279,Q212809
Q912741,P1995,Q1221899
Q42344,P1552,Q39297
Q7141,P361,Q420
Q7141,P279,Q420
Q7141,P2578,Q7868
Q896687,P279,Q180507
Q423989,P2868,Q187661
Q107,P1552,Q4440864
Q283478,P279,Q7430
Q3843804,P1995,Q162555
Q272741,P780,Q101991
Q283350,P681,Q79899
Q283350,P681,Q39572
Q283350,P681,Q14817959
Q283350,P681,Q30869
Q283350,P681,Q220599
Q187661,P1542,Q1216998
Q187661,P1542,Q1637543
Q79529,P2579,Q2329
Q10850,P171,Q25833
Q10850,P171,Q7377
Q104219,P2868,Q133948
Q41509,P138,Q11369
Q172623,P279,Q3686031
Q172623,P4934,Q11423
Q752641,P1542,Q12485
Q77604,P361,Q11190
Q9655,P2789,Q1072
Q9655,P2789,Q501908
Q1501239,P1995,Q162555
Q207524,P279,Q23442
Q11574,P361,Q7727
Q11574,P361,Q26240
Q211159,P361,Q129757
Q514,P361,Q420
Q514,P279,Q420
Q514,P279,Q11190
Q13147,P279,Q265868
Q13147,P927,Q23640
Q13147,P2789,Q482853
Q551997,P279,Q214609
Q551997,P186,Q11427
Q551997,P186,Q753
Q551997,P186,Q663
Q319608,P279,Q82799
Q43471,P2789,Q228537
Q43471,P2789,Q756066
Q193788,P279,Q9128
Q34956,P279,Q181394
Q412747,P2868,Q927234
Q407927,P2868,Q146505
Q11426176,P2175,Q949302
Q11426176,P2175,Q12078
Q11426176,P2175,Q101991
Q11426176,P2175,Q5958765
Q11426176,P2175,Q980926
Q11426176,P2175,Q208414
Q11426176,P2175,Q280027
Q11426176,P2868,Q422549
