word,wikiID
yesterday,Q240734
quote,Q1603129
week,Q23387
call,Q407264
level,Q251898
demand,Q4402708
barge,Q16518
point,Q4166892
percentage,Q11229
taxis,Q949618
pipeline,Q250434
transaction,Q279242
net,Q16877945
power,Q398902
territory,Q183366
pressure,Q39552
energy,Q11379
custom,Q362023
process,Q229289
pulp,Q226601
petrochemical,Q1364904
industry,Q8148
utility,Q466707
oil,Q42962
group,Q654302
gas,Q11432
march,Q110
amount,Q309314
merger,Q731112
exchange,Q416020
telephone,Q11035
co,Q210804
figure,Q227737
name,Q82799
peso,Q244696
distance,Q126017
declaration,Q351631
div,Q298971
firm,Q783794
cyclop,Q128430
stake,Q2082178
investment,Q4290
cent,Q224006
president,Q63532478
road,Q34442
fact,Q188572
change,Q226455
option,Q397164
other,Q2873063
premium,Q343238
sell,Q1247670
sense,Q173253
position,Q299964
lane,Q3222002
boost,Q446964
way,Q414987
chairman,Q140686
ability,Q20655516
water,Q283
officer,Q61022630
security,Q2526135
place,Q1794067
mark,Q6016699
brokerage,Q160117
term,Q3984436
total,Q352850
volume,Q39297
enhance,Q5378767
rumor,Q878352
lift,Q340812
comment,Q10953930
component,Q226635
activity,Q241636
exposure,Q210027
spinoff,Q283308
constitute,-1
questioned,Q3207383
talk,Q202069
selling,Q194189
move,Q297869
future,Q344
part,Q414241
spinning,Q229949
center,Q62207
kind,Q1178576
bilion,Q41650356
steel,Q11427
show,Q2934264
grain,Q2995529
car,Q1420
mill,Q4761205
railroad,Q3565868
purpose,Q706622
wrather,Q8037623
reduction,Q225229
shamrock,Q1247368
spokeswoman,Q17221
light,Q9128
dia,Q226771
contract,Q93288
barrel,Q10289
organization,Q43229
swing,Q224088
toy,Q11422
return,Q264890
coleco,Q954124
profitability,Q26911
post,Q367026
closing,Q5135431
singer,Q27939
cause,Q179289
report,Q10870555
analysis,Q217602
request,Q1906515
program,Q768396
government,Q7188
certificate,Q19689241
accounting,Q4116214
fire,Q3196
expansion,Q253338
budget,Q41263
decrease,Q5249659
administration,Q304157
fuel,Q42501
source,Q224772
office,Q12823105
study,Q340383
cert,Q344507
writedown,Q5551716
agreement,Q342425
supply,Q11827939
output,Q2042052
initiative,Q660064
issue,Q1247982
manager,Q2920921
interview,Q178651
excess,Q342787
production,Q663143
cutting,Q196751
pact,Q321839
associate,Q19671913
world,Q16502
buyer,Q1308239
bpd,Q437587
emergency,Q5070802
optimism,Q485446
sort,Q347599
winter,Q1311
seeing,Q7445743
slide,Q365096
differential,Q241623
advantage,Q1903435
address,Q319608
movement,Q3326911
control,Q417861
problem,Q730920
principal,Q423044
reserve,Q253054
property,Q1400881
book,Q571
foot,Q15807
produce,Q1913301
approval,Q4781747
payable,Q250058
debenture,Q1378829
portion,Q7231827
rev,Q415967
vice,Q1411242
deal,Q408711
faith,Q5410500
exclude,Q16903610
detail,Q1184933
principle,Q211364
equipment,Q779859
grade,Q1541208
posting,Q367026
canadian,Q1196645
marathon,Q40244
bbl,Q178506
crude,Q5189833
maker,Q6739267
circuit,Q474704
mail,Q49845
oper,Q7096561
datum,Q42848
estimate,Q791801
petroleum,Q22656
unitholder,-1
engineer,Q81096
restaurant,Q11707
recurring,Q7303272
proceed,Q96389934
finance,Q43015
people,Q2472587
state,Q15622206
body,Q615806
depositor,Q10948641
saving,Q319622
follow,Q5464688
enterprise,Q218846
resolve,Q7315710
introduce,Q1387137
bureau,Q409814
corporation,Q167037
determine,Q5265697
institution,Q178706
coupon,Q11034548
bond,Q683365
use,Q95377384
banker,Q22687
cut,Q20659690
lending,Q189539
treasury,Q10756188
policy,Q1156854
reference,Q121769
quota,Q970793
nation,Q6266
facility,Q346146
trader,Q3536375
organisation,Q43229
none,Q395712
review,Q265158
member,Q7602551
refining,Q682483
marketing,Q39809
network,Q20830730
difficulty,Q2257515
weakness,Q633403
challenge,Q6554155
producer,Q27887
self,Q3236990
ecuador,Q736
deregulation,Q902410
capacity,Q215044
counter,Q247144
monopoly,Q43637
direction,Q344762
support,Q340406
indication,Q451942
commodity,Q317088
balance,Q1911050
momentum,Q41273
set,Q235028
election,Q40231
calendar,Q12132
reform,Q900406
regard,Q16869132
plant,Q756
plastic,Q11474
construction,Q385378
fall,Q1314
area,Q11500
restriction,Q343228
adviser,Q2994387
embassy,Q213283
series,Q2917506
measure,Q11052334
lead,Q708
continuation,Q1128903
agriculture,Q11451
sector,Q227911
uncertainty,Q13649246
spot,Q250827
trading,Q601401
riyal,Q5483798
weekend,Q30722989
interbank,Q2835558
lack,Q1799745
deficit,Q2682765
limit,Q246639
expectation,Q74013814
relieve,Q226168
department,Q11681054
sign,Q3695082
communication,Q11024
ceiling,Q221706
trend,Q341344
determination,Q21168708
transport,Q7590
protect,Q2251595
shortfall,-1
head,Q23640
electricity,Q12725
defence,Q10264721
housing,Q1247867
allocation,Q343527
building,Q41176
education,Q8434
decade,Q39911
instrument,Q225829
family,Q8436
depth,Q181591
bahrain,Q398
reluctance,Q863390
establishment,Q65045905
reporting,Q7314162
requirement,Q774228
region,Q82794
lag,Q1347898
authority,Q174834
vehicle,Q42889
incorporation,Q346330
flotation,Q1163507
recovery,Q448645
category,Q224414
underwriting,Q1898080
absence,Q332237
regulation,Q428148
metal,Q11426
azzam,Q18819868
extent,Q5421978
financial,Q43015
investor,Q557880
addition,Q32043
gcc,Q235819
estate,Q400001
offering,Q1179254
disclosure,Q11089591
money,Q1368
law,Q7748
standard,Q1640121
citizen,Q42138
recession,Q176494
turmoil,Q7855605
remark,Q1496085
adherence,Q88075159
season,Q24384
accord,Q339410
force,Q11402
architect,Q42973
fundamental,Q411820
pricing,Q2516951
suspension,Q233293
meet,Q6807738
arrear,Q2406150
fluctuation,Q5462624
aid,Q2827815
auction,Q177923
planning,Q309100
devaluation,Q220788
worker,Q13440398
forecast,Q2234476
affiliate,Q382466
yen,Q8146
appreciation,Q10855101
spokesman,Q17221
zone,Q219877
throughput,Q1383412
scheme,Q4172608
storage,Q13108060
jump,Q611862
lifting,Q6545676
restraint,Q2995534
test,Q224615
average,Q202785
partner,Q246166
refinery,Q1867977
telecommunication,Q418
rise,Q413593
competition,Q476300
field,Q257765
factor,Q1393757
telecommunications,Q418
container,Q987767
handle,Q200266
work,Q188561
tonne,Q191118
port,Q44782
foundation,Q227744
offer,Q1474278
bonus,Q409597
speculation,Q107885
financier,Q557880
wallenberg,Q2113442
crown,Q170984
heart,Q1072
buying,Q601401
voting,Q189760
match,Q37507
empire,Q48349
arm,Q43471
core,Q232469
completion,Q1651094
p,Q9946
r,Q9852
section,Q189171
rationalisation,Q298256
manufacturing,Q187939
borrowing,Q406759
liberalisation,Q746418
discount,Q5281730
example,Q29864097
maturity,Q1182691
cd,Q34467
fee,Q11765
exco,Q16782164
broker,Q160117
permission,Q1175919
c,Q9820
obligation,Q2648051
shipping,Q651658
turnover,Q13368077
broking,Q160117
rmj,-1
software,Q7397
basis,Q406248
decree,Q2571972
fight,Q650711
priority,Q2110909
sanction,Q407075
spending,Q192270
action,Q343542
bidding,Q3276328
frustration,Q192242
university,Q3918
intention,Q706622
cabinet,Q1024843
protectionist,Q179073
complaint,Q836925
bargaining,Q1401706
stop,Q924703
statistic,Q1949963
imbalance,Q3540864
bill,Q257022
practice,Q3401405
progress,Q2351730
procedure,Q14167404
tariff,Q52389
credit,Q182076
implication,Q1215266
stimulate,Q4114622
leverage,Q401502
variety,Q19623879
exporter,Q182722
machine,Q11019
side,Q395237
structure,Q6671777
minute,Q7727
access,Q338902
seller,Q194189
draft,Q361482
discussion,Q52943
consumer,Q22855
presence,Q62395707
television,Q289
coordination,Q399555
implementation,Q245962
minister,Q346786
newspaper,Q11032
item,Q425159
delegation,Q1184065
island,Q23442
speed,Q3711325
tool,Q39546
cavendish,Q691315
criticism,Q17955
morning,Q7722
colony,Q133156
spin,Q229949
decision,Q973405
drive,Q4167568
micro,Q254624
disc,Q224358
enhancement,Q1343050
supplier,Q7644488
consideration,Q1344851
strategy,Q185451
help,Q20033
employee,Q656365
need,Q190258
shearson,Q17110160
margin,Q5557864
acceptance,Q424543
number,Q11563
negotiation,Q202875
lender,Q157165
liability,Q1218236
limitation,Q1590843
load,Q1530792
satisfy,Q27792627
difference,Q75101527
owner,Q6498684
damage,Q481609
claim,Q1094717
reviewing,Q265158
closure,Q256472
purolator,Q7261370
mulling,-1
courier,Q848466
takeover,Q1416898
aggregate,Q235025
financing,Q6055890
competitor,Q476300
auto,Q4826044
retain,Q7276393
third,Q10861399
expiration,Q3062108
pc,Q190685
tank,Q12876
air,Q3230
franc,Q1403377
parent,Q7566
hotel,Q27686
venture,Q2513043
biltmore,Q863362
omit,Q7090216
participation,Q1178827
amusement,Q2844542
withdrawal,Q28469944
sum,Q407074
manufacturer,Q187939
transfer,Q257559
view,Q419329
airport,Q1248784
k,Q9922
reporter,Q1930187
h,Q9914
proposal,Q2534388
stability,Q392536
contribution,Q237302
land,Q11081619
revision,Q341284
receive,Q347500
committee,Q865588
fraction,Q66055
ownership,Q6498684
response,Q1650182
traffic,Q4323994
vote,Q189760
wtc,Q410664
date,Q16997
party,Q200538
refusal,Q7307702
elimination,Q246947
mining,Q44497
retirement,Q946865
provision,Q16881471
store,Q1137469
drs,Q83877
wood,Q287
disposition,Q1149305
whittaker,Q21507202
defer,Q5251497
person,Q215627
entity,Q8776407
grace,Q295047
diligence,Q1427962
buyout,Q3647770
ratio,Q3481047
glass,Q11469
corning,Q231931
prospectus,Q7250849
nugget,Q1438694
reverse,Q3428494
mln,Q2004493
nursery,Q7070218
acre,Q81292
trust,Q226283
effort,Q3049084
resort,Q875157
u,Q9747
risk,Q104493
technique,Q211857
consumption,Q5164758
exploration,Q6502154
scale,Q393789
suit,Q614806
patent,Q253623
settlement,Q1247845
information,Q11028
confidentiality,Q2476929
rival,Q1139327
commitment,Q5152896
redstone,Q423667
raise,Q7285081
document,Q49848
face,Q37017
chain,Q2397485
war,Q198
operator,Q228588
press,Q2108886
conference,Q348914
authorization,Q788590
lira,Q7995739
resource,Q1554231
device,Q18960408
departure,Q410104
route,Q415384
union,Q227388
carbide,Q241906
approach,Q4781711
specialty,Q7574930
chemical,Q79529
attitude,Q758200
branch,Q2923673
card,Q295121
visa,Q229055
subsidy,Q193219
cargo,Q319224
protest,Q273120
dispute,Q5282690
workforce,Q13440398
redundancy,Q375728
deadline,Q343285
employer,Q656365
strike,Q302908
tonight,Q399469
expense,Q13516686
gold,Q897
possibility,Q7233418
rule,Q230037
health,Q12147
filing,Q1196501
wedge,Q131408
concern,Q5158445
midnight,Q36402
complete,Q178518
paragraph,Q194431
film,Q11424
distributor,Q1459069
entertainment,Q173799
release,Q351889
heat,Q44432
cronus,Q44204
extension,Q295785
icebreaker,Q14978
versatile,Q7922640
intent,Q706622
assurance,Q234378
passage,Q257010
letter,Q293618
employment,Q656365
ice,Q23392
insurance,Q43183
shipbuilding,Q474200
convenience,Q5166129
acquirer,Q342551
start,Q257117
obtain,-1
terminate,Q7702782
benequity,-1
thrift,Q2429543
yield,Q596465
ziering,Q21487971
manufacture,Q187939
penetration,Q367837
drug,Q8386
convergent,Q2996392
hour,Q25235
arrangement,Q379755
liquidity,Q184783
hedge,Q235779
executive,Q1166374
news,Q38926
diagnostic,Q16644043
confidence,Q4116378
rospatch,-1
edge,Q218743
theater,Q11635
player,Q353589
package,Q407770
word,Q8171
sheet,Q1214119
sumner,Q296293
material,Q214609
license,Q79719
subscriber,Q43006303
arbitrage,Q273088
station,Q34700
timing,Q450809
cable,Q1796060
recommendation,Q3422023
satellite,Q26540
arbitrageur,Q273088
franchise,Q366459
radio,Q872
barrier,Q406977
banking,Q22687
acid,Q11158
sovereignty,Q42008
summer,Q1313
population,Q2625603
duty,Q878070
cooperation,Q380962
permit,Q7169346
lumber,Q1370714
size,Q322481
broadcasting,Q15078788
association,Q2864132
rejection,Q322280
competitiveness,Q1178401
productivity,Q2111958
negotiator,Q15702057
location,Q2221906
announce,-1
event,Q1297532
combination,Q202805
reject,Q322280
retrieval,Q968112
nature,Q7860
engage,Q5377393
animal,Q729
int,Q296671
mineral,Q7946
l,Q9927
farm,Q131596
age,Q416981
advertising,Q37038
syndicate,Q681615
silver,Q1090
outcome,Q7111908
pretax,Q5413454
advisor,Q2994387
chance,Q349043
turnaround,Q1181552
try,Q407077
bass,Q227155
segment,Q258480
representation,Q249614
hospital,Q16917
majority,Q7382648
type,Q2463013
amca,-1
bridge,Q12280
dominion,Q223832
focus,Q218275
inventory,Q815410
top,Q23856
suitor,Q376596
developer,Q409857
user,Q258567
aerospace,Q2876213
transportation,Q7590
horizon,Q43261
packaging,Q207822
tire,Q169545
replacement,Q396788
rubber,Q131877
shelf,Q1175677
consider,Q5163182
court,Q41487
framework,Q1289773
trace,Q296103
greece,Q41
partnership,Q728646
raider,Q413177
swap,Q230234
behalf,Q22670946
client,Q16278284
redeem,Q125331
retailer,Q126793
enforcement,Q4202277
usage,Q1308274
investigator,Q5016658
knowledge,Q9081
sugarman,Q48549120
violation,Q7933104
attorney,Q1289214
tre,Q360936
attempt,Q29142
jefferie,-1
job,Q192581
guarantee,Q16246919
spring,Q19304
percent,Q11229
seafarer,Q45199
go,Q219221
crew,Q345844
hope,Q190507
elaborate,-1
cartel,Q179216
refiner,Q1867977
weather,Q11663
underwriter,Q1898080
exercise,Q219067
battery,Q810949
placement,Q2097870
pratt,Q12799360
depreciation,Q114403
minority,Q395499
house,Q3947
doubt,Q34302
licence,Q79719
exploit,Q1219664
gap,Q224083
case,Q229806
grey,Q42519
chip,Q239607
chipmaker,Q4168959
reduce,Q225229
semiconductor,Q11456
microchip,Q80831
debit,Q1120961
capitalisation,Q425951
floating,Q17128870
touch,Q328835
chief,Q412365
philippine,Q928
thing,Q12452291
oppose,Q223894
success,Q15808312
secretary,Q80687
respond,Q7315940
slump,Q6133020
want,Q26256512
question,Q189756
con,Q394206
salina,Q233325
seminar,Q504703
cra,-1
zinc,Q758
exception,Q538934
imputation,Q1660475
legislation,Q49371
revaluation,Q872745
coal,Q24489
volatility,Q291383
potential,Q1202245
respect,Q28510
speech,Q52946
ease,Q5327484
article,Q111478
dozen,Q605704
paper,Q11472
opportunity,Q1213374
preference,Q908656
good,Q15290
inaccurate,-1
diplomat,Q193391
guidance,Q5615391
businessman,Q43845
peking,Q956
status,Q1327819
treatment,Q347910
membership,Q7602551
editorial,Q871232
influence,Q1161331
willingness,Q1441519
curb,Q37442
memorandum,Q660651
labour,Q6120474
role,Q214339
pool,Q388317
restrain,Q2995534
table,Q14749
fertiliser,Q83323
city,Q515
flight,Q206021
ultramar,Q3548078
night,Q575
underwood,Q2493060
woolworth,Q356167
stg,-1
pre,Q442627
guilde,-1
site,Q1199068
reputation,Q877546
evergo,-1
representative,Q3427349
battle,Q178561
peninsula,Q34763
strength,Q177204
cenergy,-1
bryson,Q418779
alter,Q411459
break,Q345491
stance,Q7598019
guilder,Q203607
reach,Q526688
method,Q28146826
seat,Q2207370
brewery,Q131734
consortium,Q194166
brewing,Q869095
magazine,Q41298
default,Q349724
concession,Q1221457
repayment,-1
receivable,Q328554
restructure,-1
lease,Q716894
cross,Q40843
connection,Q569320
equatorial,Q255582
affair,Q1772698
sub,Q438656
rice,Q5090
primary,Q408429
resolution,Q6593274
auditor,Q10949665
amend,Q462088
compensation,Q359765
revise,Q7318420
logic,Q8078
supermarket,Q180846
drop,Q404877
disposal,Q5282663
completing,Q178518
dilution,Q16033661
stauffer,Q21451955
household,Q259059
chesebrough,Q29831087
launch,Q596866
realise,Q1205736
guideline,Q1630279
accordance,Q339415
accountant,Q326653
display,Q1229206
video,Q34508
tech,Q3516794
receipt,Q330190
parity,Q182627
contest,Q1128697
buy,Q237054
termination,Q2404880
pension,Q156223
intervention,Q365681
lire,Q410708
consulting,Q15978655
platform,Q224617
agent,Q137372
beauty,Q7242
quality,Q298413
evaluation,Q1379672
half,Q2114394
image,Q478798
science,Q336
dealing,Q5245917
shipment,Q651658
arrange,Q65088983
repurchase,Q169357
combine,Q16280603
staff,Q354769
correction,Q400925
borrower,Q157470
servicing,Q7455859
pantera,Q180880
pizza,Q177
electronic,Q16278455
lifetime,Q6453261
recognition,Q13725110
scandal,Q192909
ground,Q14493119
textile,Q28823
conflict,Q400889
retaliation,Q1712140
congressman,Q14761450
retaliate,Q1712140
adoption,Q180472
printing,Q11034
fairness,Q10854248
protectionism,Q179073
message,Q628523
identic,-1
resignation,Q796919
anacomp,Q4750689
datagraphix,-1
dynamic,Q30085855
exchequer,Q2408803
list,Q162032
lesser,Q21449105
look,Q349894
parliament,Q35749
stephen,Q4927100
ecgd,-1
clearance,Q442943
favor,Q347719
builder,Q1002999
norrell,Q20997504
proxy,Q416543
registration,Q217425
consummation,Q381344
solicit,Q2785824
broadcast,Q15078788
philip,Q733021
transmission,Q16279981
butler,Q833899
carrier,Q1546441
protection,Q2251595
club,Q182949
bmy,-1
retail,Q126793
passenger,Q319604
helicopter,Q34486
aircraft,Q11436
pooling,Q388317
downturn,Q176494
plane,Q966960
rca,Q218038
jet,Q225807
rent,Q1414725
engine,Q44167
airline,Q46970
heymann,Q21450635
element,Q180750
turn,Q411785
notice,Q7063001
amr,Q226337
trouble,Q396540
environment,Q1572519
merchandise,Q740777
shop,Q736272
retailing,Q126793
compete,Q476300
cosmetic,Q5174008
failure,Q1121708
apparel,Q11460
dime,Q423601
acquire,Q342547
payroll,Q59434791
goodyear,Q249763
motor,Q44167
specialist,Q64512396
independence,Q37055
mercer,Q253705
raid,Q348465
harm,Q15098235
crop,Q235352
farmer,Q131512
lot,Q215020
bulk,Q343050
acreage,Q81292
feed,Q258692
winterkill,-1
livestock,Q103459
soviet,Q15180
temperature,Q11466
cement,Q45190
sea,Q165
brent,Q227263
deputy,Q1191967
mission,Q224783
spark,Q243457
opinion,Q3962655
assistance,Q1179505
saudi,Q3950871
fear,Q44619
pick,Q12410582
rally,Q441621
margoshe,-1
believe,Q396128
slack,Q1904950
seaman,Q420125
furniture,Q14745
telxon,Q603253
adding,Q32043
gasoline,Q39558
well,Q43483
royalty,Q405415
regulator,Q2138845
th,Q224453
divest,Q1200733
founder,Q5474587
distillate,Q101017
wine,Q282
gallon,Q178413
magnate,Q903810
generate,Q5532546
panel,Q257444
team,Q327245
advocate,Q380075
stage,Q360797
investing,Q4290
issuance,Q852175
kaneb,-1
hold,Q1624316
wellemeyer,-1
audit,Q181487
version,Q16280097
row,Q241124
erosion,Q80026
conservation,Q342041
invest,Q4290
data,Q42848
worry,Q1436482
contracting,Q93288
contractor,Q760088
threat,Q707125
sharing,Q459221
phase,Q4555
defense,Q10264721
rockwell,Q228898
automation,Q184199
incentive,Q1414816
depending,-1
conversion,Q235969
postpone,-1
bell,Q101401
foresee,Q14595968
writeoff,Q5551716
lawsuit,Q697327
seed,Q40763
severance,Q440550
documentation,Q788790
timber,Q1370714
labor,Q6120474
depend,Q183545
sawmill,Q505213
game,Q11410
peseta,Q398542
home,Q7743
grant,Q219140
community,Q177634
context,Q1382703
boot,Q190868
ski,Q172226
stick,Q12299433
liquidating,-1
instrumentation,Q1770203
autumn,Q1314
likelihood,Q45284
rain,Q7925
matter,Q35758
dlr,Q258378
quarterly,Q41298
flexibility,Q569057
suggestion,Q690194
refund,Q18393868
propose,Q2534388
hammer,Q25294
experience,Q164359
search,Q1267283
aide,Q13662955
chapter,Q237306
recapitalization,Q3735938
injection,Q226329
drilling,Q890886
inland,Q863924
rig,Q560418
justify,Q16800501
exploratory,Q5421348
steam,Q3251738
rest,Q1270500
stripper,Q1141526
appointment,Q4781628
harvest,Q213753
task,Q1179464
simple,Q421718
hectare,Q35852
safeway,Q3188352
exemption,Q3099327
million,Q38526
boat,Q35872
outboard,Q789774
preparation,Q3409038
rha,Q396143
machinery,Q11019
importer,Q62955
park,Q22698
insurer,Q43183
casualty,Q2941545
nutrition,Q2138622
debate,Q179875
council,Q4358176
monitor,Q157119
funding,Q6055890
w,Q9964
asbestec,-1
consultation,Q1782558
briefing,Q914068
stress,Q227644
buyback,Q15621275
truck,Q43193
curtail,-1
wind,Q8094
reaction,Q69314267
transition,Q405416
think,Q9420
model,Q234018
valuation,Q365832
parsow,Q7140084
erc,Q137820
relation,Q230259
utilization,Q63676257
style,Q224350
put,Q418473
roach,Q420684
journalist,Q1930187
expecting,Q16782178
petrole,-1
francaise,Q4492684
cie,Q352211
recover,Q448645
lawmaker,Q4175034
nugent,Q243265
hearing,Q160289
commission,Q1780244
calculation,Q622821
guinn,Q56246185
opposition,Q223894
justice,Q5167661
hike,Q243403
tea,Q6097
coffee,Q8486
shareholding,Q381136
renewal,Q2143919
speculate,Q107885
versus,Q295587
danaher,Q21431228
poison,Q40867
usair,Q208046
pill,Q346986
aviation,Q765633
pie,Q13360264
appeal,Q329777
litigation,Q697327
down,Q230112
repay,-1
separation,Q360590
declare,Q5249488
banner,Q806880
step,Q594799
picture,Q478798
channel,Q425520
motion,Q79782
studio,Q746628
counsel,Q17131110
viacom,Q66237878
medium,Q225664
inquiry,Q21004260
channon,Q5072558
confrontation,Q65089988
brink,Q1535464
negotiating,Q202875
sight,Q162668
fat,Q127980
delay,Q352862
general,Q83460
trial,Q8016240
southeast,Q11114344
contingency,Q477354
accomplish,-1
objective,Q341954
mix,Q250391
arbitrager,-1
insider,Q1664551
piedmont,Q1216
yeutter,-1
trip,Q354955
wheat,Q15645384
rexnord,Q28207096
subcommittee,Q865588
discontinuing,-1
citgo,Q2974437
bearing,Q15854263
weight,Q25288
build,Q1002975
ton,Q11247037
shipbuilder,Q474200
fix,Q436305
resistance,Q22114637
portfolio,Q79407829
leader,Q484275
forecasting,Q7216332
mainstay,Q6736742
hundred,Q37413
advance,Q299086
individual,Q795052
beneficiary,Q2596417
levy,Q4459167
proof,Q30762
supercomputer,Q121117
encourage,Q1137632
saying,Q3026787
cooperate,Q380962
polish,Q346127
mfn,-1
expert,Q381160
reality,Q9510
entry,Q5380814
assessment,Q741306
play,Q397813
creditor,Q157165
regain,Q1536095
spotlight,Q402365
link,Q224246
breakdown,Q449501
envoy,Q5381413
superpower,Q1489259
stand,Q342013
survey,Q1510180
inability,-1
overproduction,Q333076
correspondent,Q1155838
objection,Q3348126
explanation,Q7958
injunction,Q6495575
consent,Q231043
defendant,Q159394
hughe,Q1634657
divestiture,Q1200733
diamond,Q5283
maximum,Q845060
telephonique,-1
privatisation,Q161500
cgct,-1
centre,Q62207
ministry,Q395372
schneider,Q225038
snow,Q7561
relief,Q245117
recommend,Q3422023
proration,Q3386209
run,Q234328
begin,Q353947
sterling,Q227609
pound,Q228907
dieter,Q15883397
pipe,Q234455
reply,Q8018506
mannesmann,Q674911
pursue,Q3925982
proportion,Q402870
publication,Q732577
know,Q9081
sacrifice,Q179723
unemployment,Q41171
execution,Q8454
repair,Q1043452
boliden,Q891347
overtime,Q667022
anticipation,Q255266
bargain,Q2248346
refractory,Q1123417
pepsico,Q334800
multi,Q436163
fraud,Q28813
disruption,Q5282723
surveillance,Q334401
assess,Q741306
finding,Q535119
shad,Q2650600
adequacy,-1
combat,Q650711
compliance,Q441901
warning,Q3566377
hardship,Q5656321
indicator,Q226621
defend,Q247001
refrain,Q191609
spite,Q7578285
surface,Q55634432
psa,Q226496
off,Q240349
tone,Q344272
drain,Q441549
fortune,Q233547
course,Q250925
yearend,-1
warehouse,Q181623
integration,Q224621
liquidation,Q885621
maximize,Q845060
lande,Q423977
implement,Q6007175
penny,Q234129
royal,Q240845
managing,Q2920921
phillip,Q733021
finish,Q198999
rating,Q1465769
signal,Q174984
victory,Q50000
moment,Q1451745
front,Q346996
index,Q11712088
clearing,Q1099519
strain,Q2353244
presplit,-1
cbsi,-1
disclosing,-1
past,Q192630
responsibility,Q1274115
pump,Q134574
allegation,Q2839009
trustee,Q2047357
purchaser,-1
kistler,Q351948
stockbroker,Q4182927
room,Q180516
doubling,Q1243527
headquarter,Q7540126
protein,Q8054
startup,Q129238
idea,Q131841
restatement,Q7316073
pharmaceutical,Q12140
ici,Q448254
capability,Q5034462
brand,Q431289
graphic,Q1027879
art,Q735
unrest,Q7897387
anchor,Q168432
deterioration,Q3504344
stoppage,Q7619854
harbour,Q283202
extinguishment,Q5422091
solution,Q5447188
design,Q82604
designer,Q5322166
hardware,Q294550
rebound,Q6419670
tandem,Q1752317
accepting,-1
twa,Q7857394
wage,Q6821213
spread,Q1510102
consolidation,Q297534
iron,Q677
oilfield,Q1845437
resume,Q950511
comprising,Q7834470
visit,Q17130325
lukman,Q12795333
coverage,Q5179215
constraint,Q1173877
tension,Q227640
overhaul,Q7113679
cereal,Q12117
freedom,Q24091434
consensus,Q188577
equivalent,Q235935
host,Q242361
automobile,Q1420
proceeding,Q1143604
programme,Q768396
maintenance,Q906409
midday,Q168182
argument,Q186619
