word,wikiID
investor,Q557880
money,Q1368
move,Q297869
accord,Q339410
agreement,Q342425
spa,Q1341387
auction,Q177923
meet,Q6807738
spokesman,Q17221
yen,Q8146
average,Q202785
bahrain,Q398
partner,Q246166
major,Q983927
rise,Q413593
telecommunication,Q418
port,Q44782
bonus,Q409597
cent,Q224006
close,Q420328
activity,Q241636
buying,Q601401
deal,Q408711
match,Q37507
property,Q1400881
speculation,Q107885
voting,Q189760
wallenberg,Q2113442
basis,Q406248
completion,Q1651094
tender,Q230266
half,Q2114394
broker,Q160117
rmj,-1
administration,Q304157
bidding,Q3276328
credit,Q182076
discussion,Q52943
range,Q438399
chairman,Q140686
form,Q1235072
television,Q289
cavendish,Q691315
decision,Q973405
hotel,Q27686
spin,Q229949
comment,Q10953930
need,Q190258
shearson,Q17110160
buy,Q237054
use,Q95377384
commission,Q1780244
debenture,Q1378829
future,Q344
pc,Q190685
purolator,Q7261370
takeover,Q1416898
franc,Q1403377
biltmore,Q863362
season,Q24384
amusement,Q2844542
k,Q9922
proposal,Q2534388
committee,Q865588
traffic,Q4323994
air,Q3230
wtc,Q410664
drs,Q83877
restructuring,Q1376796
whittaker,Q21507202
corning,Q231931
mln,Q2004493
nursery,Q7070218
trust,Q226283
effort,Q3049084
u,Q9747
commitment,Q5152896
financing,Q6055890
offering,Q1179254
raise,Q7285081
redstone,Q423667
resource,Q1554231
back,Q133279
union,Q227388
employer,Q656365
filing,Q1196501
rule,Q230037
wedge,Q131408
build,Q1002975
insurance,Q43183
ziering,Q21487971
hold,Q1624316
diagnostic,Q16644043
executive,Q1166374
rospatch,-1
one,Q199
banking,Q22687
expand,Q253338
retrieval,Q968112
bass,Q227155
try,Q407077
dominion,Q223832
jefferie,-1
sugarman,Q48549120
tre,Q360936
go,Q219221
