doc,relation,idf
37,P1269,1.79960880309251
37,P2079,2.5654707339071328
37,P31,1.9747321569691716
37,P2389,4.576145418339876
37,P461,5.072125382188679
37,P155,3.293104090538247
37,P361,5.653949206587691
37,P2670,2.697550396298469
37,P1552,3.9236066110975263
37,P3712,3.347171311808523
37,P366,2.411804432873554
38,P31,0.9873660784845858
38,P1382,1.6337071067297328
39,P279,1.3920817711014342
39,P460,1.5752995274037234
39,P527,1.7122215928922886
39,P1269,3.59921760618502
39,P31,1.9747321569691716
39,P461,1.6907084607295597
39,P1889,1.215857939421847
39,P4934,7.284576725495644
39,P462,4.885150260260478
40,P527,3.424443185784577
40,P2670,2.697550396298469
40,P361,2.2615796826350762
40,P460,0.7876497637018617
40,P618,9.805084005944694
40,P366,4.823608865747108
40,P1542,2.9367800853643025
41,P279,0.9280545140676227
41,P460,0.7876497637018617
41,P361,1.1307898413175381
41,P3095,2.216964657722196
41,P31,0.9873660784845858
41,P1382,1.6337071067297328
41,P527,0.8561107964461443
43,P279,1.8561090281352455
43,P460,0.7876497637018617
43,P527,1.7122215928922886
43,P361,1.1307898413175381
43,P1889,2.431715878843694
43,P1382,3.2674142134594657
43,P129,3.647275904258861
43,P186,9.120694268256981
43,P1542,2.9367800853643025
43,P2579,4.078058820351315
43,P31,0.9873660784845858
44,P31,0.9873660784845858
44,P1382,1.6337071067297328
46,P279,0.9280545140676227
46,P460,1.5752995274037234
46,P527,3.424443185784577
46,P1269,1.79960880309251
46,P31,1.9747321569691716
46,P361,1.1307898413175381
46,P366,2.411804432873554
48,P279,0.9280545140676227
48,P460,0.7876497637018617
48,P180,2.693689387641009
48,P1889,1.215857939421847
48,P828,2.371913103846252
48,P1269,1.79960880309251
48,P2079,2.5654707339071328
48,P3095,2.216964657722196
49,P361,4.5231593652701525
49,P31,1.9747321569691716
49,P1552,3.9236066110975263
49,P1535,5.260470538569126
49,P279,2.7841635422028683
49,P1269,1.79960880309251
49,P2079,2.5654707339071328
49,P460,1.5752995274037234
49,P527,0.8561107964461443
49,P3095,2.216964657722196
49,P828,2.371913103846252
49,P1536,5.949860997252907
50,P527,0.8561107964461443
50,P2670,2.697550396298469
50,P361,1.1307898413175381
50,P460,0.7876497637018617
52,P527,2.568332389338433
52,P1889,2.431715878843694
52,P1382,3.2674142134594657
52,P279,0.46402725703381137
53,P527,0.8561107964461443
55,P279,1.8561090281352455
55,P460,2.362949291105585
55,P361,3.392369523952614
55,P1269,1.79960880309251
55,P2079,2.5654707339071328
55,P2670,2.697550396298469
55,P1889,2.431715878843694
55,P1382,3.2674142134594657
55,P425,2.9641790595524173
55,P2868,4.6551338296585065
55,P155,3.293104090538247
55,P461,1.6907084607295597
55,P31,0.9873660784845858
56,P279,3.2481907992366796
56,P460,1.5752995274037234
56,P527,3.424443185784577
56,P1269,1.79960880309251
56,P31,1.9747321569691716
56,P361,1.1307898413175381
56,P1889,3.647573818265541
56,P1382,3.2674142134594657
56,P129,3.647275904258861
56,P186,12.160925691009309
56,P366,2.411804432873554
56,P1552,1.9618033055487631
57,P279,0.46402725703381137
57,P460,0.7876497637018617
57,P31,0.9873660784845858
57,P1382,1.6337071067297328
58,P279,0.9280545140676227
58,P460,0.7876497637018617
58,P31,2.9620982354537575
58,P1382,1.6337071067297328
58,P180,2.693689387641009
58,P1889,1.215857939421847
58,P828,2.371913103846252
58,P2079,2.5654707339071328
58,P461,1.6907084607295597
58,P1269,1.79960880309251
59,P527,0.8561107964461443
61,P279,0.9280545140676227
61,P460,0.7876497637018617
61,P180,2.693689387641009
61,P1889,1.215857939421847
61,P828,2.371913103846252
61,P3095,2.216964657722196
61,P31,0.9873660784845858
61,P1382,1.6337071067297328
61,P527,0.8561107964461443
62,P279,1.3920817711014342
62,P460,0.7876497637018617
62,P31,0.9873660784845858
62,P2079,2.5654707339071328
62,P461,3.3814169214591194
69,P279,0.46402725703381137
69,P1269,1.79960880309251
69,P31,0.9873660784845858
70,P527,0.8561107964461443
70,P279,0.9280545140676227
71,P279,0.46402725703381137
73,P279,0.46402725703381137
74,P279,0.46402725703381137
74,P460,0.7876497637018617
75,P1269,1.79960880309251
75,P31,0.9873660784845858
77,P279,2.320136285169057
77,P460,0.7876497637018617
77,P1889,2.431715878843694
77,P1382,3.2674142134594657
77,P1542,2.9367800853643025
78,P279,1.3920817711014342
78,P460,0.7876497637018617
78,P1889,2.431715878843694
78,P1382,3.2674142134594657
78,P1542,2.9367800853643025
78,P111,4.040318492368468
80,P279,0.9280545140676227
80,P31,0.9873660784845858
80,P1889,1.215857939421847
81,P279,0.46402725703381137
83,P527,0.8561107964461443
83,P1889,1.215857939421847
83,P279,0.46402725703381137
84,P527,1.7122215928922886
84,P279,0.9280545140676227
84,P460,0.7876497637018617
84,P31,0.9873660784845858
84,P1889,1.215857939421847
84,P425,2.9641790595524173
85,P366,2.411804432873554
85,P361,1.1307898413175381
86,P279,1.3920817711014342
86,P460,0.7876497637018617
86,P31,1.9747321569691716
86,P1382,3.2674142134594657
86,P180,2.693689387641009
86,P1889,1.215857939421847
86,P828,2.371913103846252
86,P527,0.8561107964461443
87,P279,2.320136285169057
87,P527,0.8561107964461443
87,P1552,1.9618033055487631
87,P1535,5.260470538569126
87,P31,0.9873660784845858
87,P460,1.5752995274037234
87,P461,1.6907084607295597
87,P1889,2.431715878843694
88,P527,0.8561107964461443
88,P279,0.9280545140676227
88,P361,1.1307898413175381
89,P279,4.640272570338114
89,P460,3.1505990548074467
89,P180,2.693689387641009
89,P1889,6.0792896971092345
89,P828,2.371913103846252
89,P527,4.280553982230721
89,P361,4.5231593652701525
89,P1269,3.59921760618502
89,P2670,2.697550396298469
89,P1382,3.2674142134594657
89,P4934,7.284576725495644
89,P129,3.647275904258861
89,P186,9.120694268256981
89,P425,2.9641790595524173
89,P2868,4.6551338296585065
89,P31,2.9620982354537575
89,P530,10.898171418680835
89,P122,6.112379926750681
90,P527,3.424443185784577
90,P1552,1.9618033055487631
90,P1535,5.260470538569126
90,P461,6.762833842918239
90,P361,2.2615796826350762
90,P31,2.9620982354537575
90,P460,3.1505990548074467
90,P279,5.568327084405737
90,P1889,4.863431757687388
90,P1382,3.2674142134594657
90,P4934,10.926865088243467
90,P3095,6.650893973166589
90,P462,9.770300520520957
90,P1056,4.032938385070846
90,P2579,4.078058820351315
90,P155,3.293104090538247
90,P156,3.5250582715346117
90,P2922,4.320620457522627
91,P361,4.5231593652701525
91,P1269,1.79960880309251
91,P279,0.9280545140676227
91,P460,3.1505990548074467
91,P2670,2.697550396298469
91,P1889,2.431715878843694
91,P1382,4.9011213201891985
91,P31,1.9747321569691716
92,P180,2.693689387641009
92,P1889,6.0792896971092345
92,P828,2.371913103846252
92,P527,8.561107964461442
92,P31,3.949464313938343
92,P1552,5.88540991664629
92,P361,5.653949206587691
92,P279,5.104299827371925
92,P460,1.5752995274037234
92,P1382,4.9011213201891985
92,P3712,3.347171311808523
92,P129,3.647275904258861
92,P186,9.120694268256981
92,P3095,2.216964657722196
92,P461,1.6907084607295597
92,P366,2.411804432873554
92,P121,4.802458544415365
93,P279,5.568327084405737
93,P460,2.362949291105585
93,P1552,5.88540991664629
93,P1535,5.260470538569126
93,P527,2.568332389338433
93,P1889,9.726863515374776
93,P361,4.5231593652701525
93,P1382,3.2674142134594657
93,P3095,6.650893973166589
93,P3712,3.347171311808523
93,P155,3.293104090538247
93,P156,3.5250582715346117
93,P2922,4.320620457522627
93,P31,1.9747321569691716
93,P706,8.945593270806897
93,P425,2.9641790595524173
93,P366,7.235413298620662
93,P461,1.6907084607295597
94,P527,2.568332389338433
94,P31,2.9620982354537575
94,P361,2.2615796826350762
94,P1889,2.431715878843694
94,P1382,3.2674142134594657
94,P4934,10.926865088243467
94,P279,2.7841635422028683
94,P129,3.647275904258861
94,P186,9.120694268256981
94,P155,6.586208181076494
94,P461,3.3814169214591194
94,P530,10.898171418680835
94,P122,6.112379926750681
94,P156,3.5250582715346117
94,P2922,4.320620457522627
95,P279,1.8561090281352455
95,P361,1.1307898413175381
95,P1269,3.59921760618502
95,P1889,3.647573818265541
95,P31,1.9747321569691716
95,P461,1.6907084607295597
95,P1056,4.032938385070846
96,P279,0.46402725703381137
96,P460,1.5752995274037234
96,P527,2.568332389338433
96,P462,4.885150260260478
96,P31,0.9873660784845858
97,P527,2.568332389338433
97,P1269,1.79960880309251
97,P279,0.46402725703381137
97,P461,3.3814169214591194
97,P361,2.2615796826350762
97,P460,0.7876497637018617
97,P31,0.9873660784845858
98,P1269,1.79960880309251
98,P31,0.9873660784845858
98,P361,3.392369523952614
98,P527,3.424443185784577
98,P461,1.6907084607295597
98,P2670,2.697550396298469
98,P460,1.5752995274037234
98,P1889,3.647573818265541
98,P1382,3.2674142134594657
98,P279,1.8561090281352455
98,P129,3.647275904258861
98,P186,9.120694268256981
98,P425,2.9641790595524173
98,P2868,4.6551338296585065
99,P279,1.8561090281352455
99,P460,2.362949291105585
99,P180,2.693689387641009
99,P1889,2.431715878843694
99,P828,2.371913103846252
99,P527,0.8561107964461443
99,P361,1.1307898413175381
99,P3095,2.216964657722196
99,P31,1.9747321569691716
99,P461,1.6907084607295597
100,P279,0.9280545140676227
100,P460,0.7876497637018617
100,P527,1.7122215928922886
100,P366,2.411804432873554
100,P1889,2.431715878843694
100,P1552,1.9618033055487631
100,P1478,8.945593270806897
100,P111,4.040318492368468
102,P527,0.8561107964461443
102,P186,3.0402314227523273
102,P279,0.9280545140676227
102,P366,2.411804432873554
103,P279,2.7841635422028683
103,P460,2.362949291105585
103,P31,2.9620982354537575
103,P1382,1.6337071067297328
103,P361,2.2615796826350762
103,P527,0.8561107964461443
103,P3095,2.216964657722196
103,P2578,16.347257128021255
103,P2283,5.1843931551133355
103,P425,5.928358119104835
103,P2868,4.6551338296585065
103,P1552,1.9618033055487631
103,P703,6.306535941191639
103,P186,3.0402314227523273
104,P1552,1.9618033055487631
104,P1535,5.260470538569126
104,P527,2.568332389338433
105,P527,0.8561107964461443
105,P279,0.9280545140676227
106,P279,2.7841635422028683
106,P460,2.362949291105585
106,P361,2.2615796826350762
106,P31,2.9620982354537575
106,P527,0.8561107964461443
106,P1269,1.79960880309251
106,P461,1.6907084607295597
106,P1056,4.032938385070846
106,P3095,2.216964657722196
106,P2579,4.078058820351315
106,P155,3.293104090538247
106,P156,3.5250582715346117
106,P2922,4.320620457522627
107,P527,0.8561107964461443
107,P31,1.9747321569691716
107,P460,0.7876497637018617
107,P279,0.46402725703381137
107,P361,1.1307898413175381
107,P461,3.3814169214591194
107,P1889,1.215857939421847
107,P366,4.823608865747108
108,P279,2.7841635422028683
108,P460,3.1505990548074467
108,P527,3.424443185784577
108,P361,6.784739047905228
108,P2670,2.697550396298469
108,P1889,2.431715878843694
108,P1552,1.9618033055487631
108,P3712,3.347171311808523
109,P279,0.9280545140676227
109,P460,1.5752995274037234
109,P527,0.8561107964461443
110,P361,1.1307898413175381
110,P460,0.7876497637018617
110,P279,0.46402725703381137
110,P31,0.9873660784845858
110,P4934,3.642288362747822
111,P527,5.136664778676866
111,P361,7.915528889222767
111,P1269,1.79960880309251
111,P279,7.424436112540982
111,P31,4.936830392422929
111,P460,3.9382488185093085
111,P461,5.072125382188679
111,P4934,7.284576725495644
111,P3095,2.216964657722196
111,P1382,1.6337071067297328
111,P1889,1.215857939421847
111,P1542,2.9367800853643025
111,P101,5.256713816692962
111,P437,5.419232746190736
111,P828,2.371913103846252
111,P1535,2.630235269284563
112,P527,0.8561107964461443
112,P361,1.1307898413175381
112,P460,0.7876497637018617
112,P2389,4.576145418339876
112,P31,0.9873660784845858
112,P279,0.46402725703381137
113,P31,0.9873660784845858
113,P460,0.7876497637018617
113,P1889,2.431715878843694
113,P1382,3.2674142134594657
113,P361,3.392369523952614
113,P1269,1.79960880309251
113,P527,1.7122215928922886
114,P1269,1.79960880309251
114,P279,1.8561090281352455
114,P1889,2.431715878843694
114,P1382,3.2674142134594657
114,P129,3.647275904258861
114,P186,9.120694268256981
114,P31,0.9873660784845858
114,P155,3.293104090538247
114,P156,3.5250582715346117
114,P2922,4.320620457522627
114,P361,1.1307898413175381
114,P461,1.6907084607295597
115,P2670,2.697550396298469
115,P361,1.1307898413175381
115,P460,1.5752995274037234
115,P1889,3.647573818265541
115,P1382,3.2674142134594657
115,P31,0.9873660784845858
115,P279,1.3920817711014342
116,P527,0.8561107964461443
116,P461,3.3814169214591194
116,P361,1.1307898413175381
116,P460,0.7876497637018617
116,P279,0.9280545140676227
116,P101,5.256713816692962
116,P1535,2.630235269284563
117,P279,3.712218056270491
117,P460,1.5752995274037234
117,P31,1.9747321569691716
117,P1382,1.6337071067297328
117,P527,0.8561107964461443
117,P1269,1.79960880309251
117,P361,3.392369523952614
117,P1552,5.88540991664629
117,P461,5.072125382188679
117,P4934,7.284576725495644
117,P3095,2.216964657722196
117,P155,3.293104090538247
118,P279,1.3920817711014342
118,P460,0.7876497637018617
118,P527,0.8561107964461443
118,P31,0.9873660784845858
118,P1889,1.215857939421847
119,P279,3.2481907992366796
119,P460,3.1505990548074467
119,P180,2.693689387641009
119,P1889,6.0792896971092345
119,P828,2.371913103846252
119,P527,2.568332389338433
119,P1269,1.79960880309251
119,P2079,2.5654707339071328
119,P361,2.2615796826350762
119,P2670,2.697550396298469
119,P2389,4.576145418339876
119,P1552,3.9236066110975263
119,P3712,3.347171311808523
119,P366,2.411804432873554
119,P461,1.6907084607295597
119,P31,1.9747321569691716
119,P1535,2.630235269284563
120,P527,0.8561107964461443
120,P31,0.9873660784845858
120,P461,1.6907084607295597
120,P279,0.46402725703381137
121,P279,0.9280545140676227
121,P460,0.7876497637018617
121,P31,0.9873660784845858
121,P1382,1.6337071067297328
121,P180,2.693689387641009
121,P1889,1.215857939421847
121,P828,2.371913103846252
122,P279,0.9280545140676227
122,P460,2.362949291105585
122,P461,3.3814169214591194
122,P1382,1.6337071067297328
122,P828,2.371913103846252
123,P279,3.2481907992366796
123,P460,2.362949291105585
123,P31,2.9620982354537575
123,P1382,1.6337071067297328
123,P527,5.9927755751230105
123,P1269,3.59921760618502
123,P2079,2.5654707339071328
123,P361,2.2615796826350762
123,P155,3.293104090538247
123,P461,3.3814169214591194
123,P1889,2.431715878843694
123,P1552,1.9618033055487631
123,P3712,3.347171311808523
124,P279,1.3920817711014342
124,P460,0.7876497637018617
124,P31,0.9873660784845858
124,P2079,2.5654707339071328
124,P461,1.6907084607295597
125,P279,0.9280545140676227
125,P460,0.7876497637018617
125,P527,0.8561107964461443
125,P31,0.9873660784845858
126,P461,1.6907084607295597
126,P1552,1.9618033055487631
126,P279,0.46402725703381137
127,P279,1.3920817711014342
127,P460,1.5752995274037234
127,P31,1.9747321569691716
127,P1382,1.6337071067297328
127,P180,2.693689387641009
127,P1889,1.215857939421847
127,P828,2.371913103846252
127,P527,0.8561107964461443
129,P31,0.9873660784845858
129,P279,0.9280545140676227
129,P2079,2.5654707339071328
129,P461,1.6907084607295597
131,P279,0.9280545140676227
131,P527,1.7122215928922886
131,P361,1.1307898413175381
131,P3095,2.216964657722196
131,P2578,16.347257128021255
131,P2283,5.1843931551133355
131,P461,1.6907084607295597
131,P31,1.9747321569691716
132,P279,1.3920817711014342
132,P460,0.7876497637018617
132,P527,4.280553982230721
132,P1269,1.79960880309251
132,P31,1.9747321569691716
132,P1552,5.88540991664629
132,P461,1.6907084607295597
132,P2389,4.576145418339876
134,P279,1.3920817711014342
134,P460,2.362949291105585
134,P31,0.9873660784845858
134,P1382,1.6337071067297328
134,P180,2.693689387641009
134,P1889,1.215857939421847
134,P828,4.743826207692504
134,P1269,1.79960880309251
134,P2079,2.5654707339071328
134,P527,0.8561107964461443
137,P527,0.8561107964461443
139,P279,0.46402725703381137
139,P460,1.5752995274037234
139,P31,0.9873660784845858
139,P1382,1.6337071067297328
139,P361,1.1307898413175381
140,P1269,1.79960880309251
140,P2079,2.5654707339071328
142,P361,1.1307898413175381
144,P279,1.3920817711014342
144,P460,0.7876497637018617
144,P31,2.9620982354537575
144,P1382,1.6337071067297328
144,P527,0.8561107964461443
144,P1889,1.215857939421847
144,P1535,2.630235269284563
145,P279,1.3920817711014342
145,P460,0.7876497637018617
145,P361,2.2615796826350762
145,P31,1.9747321569691716
145,P527,0.8561107964461443
145,P1889,1.215857939421847
147,P279,0.9280545140676227
147,P460,0.7876497637018617
147,P31,0.9873660784845858
148,P279,0.46402725703381137
148,P460,0.7876497637018617
148,P527,0.8561107964461443
148,P1889,1.215857939421847
149,P527,0.8561107964461443
151,P31,0.9873660784845858
151,P279,1.3920817711014342
151,P2079,2.5654707339071328
151,P461,1.6907084607295597
151,P527,0.8561107964461443
152,P279,1.3920817711014342
152,P460,1.5752995274037234
152,P527,1.7122215928922886
152,P462,4.885150260260478
153,P31,0.9873660784845858
153,P279,1.8561090281352455
153,P2079,5.1309414678142655
153,P461,1.6907084607295597
153,P1269,1.79960880309251
153,P460,0.7876497637018617
153,P2959,4.938260085574427
154,P279,0.46402725703381137
154,P460,0.7876497637018617
155,P279,0.46402725703381137
155,P460,0.7876497637018617
157,P279,0.9280545140676227
157,P460,0.7876497637018617
157,P527,0.8561107964461443
157,P1269,1.79960880309251
157,P2079,2.5654707339071328
157,P1889,1.215857939421847
157,P1552,1.9618033055487631
157,P3712,3.347171311808523
158,P31,1.9747321569691716
158,P1382,1.6337071067297328
158,P527,0.8561107964461443
158,P279,0.46402725703381137
160,P527,0.8561107964461443
160,P279,1.8561090281352455
160,P3095,2.216964657722196
162,P527,0.8561107964461443
163,P1889,2.431715878843694
163,P1382,3.2674142134594657
167,P279,0.9280545140676227
167,P361,2.2615796826350762
167,P111,4.040318492368468
169,P279,1.3920817711014342
169,P460,1.5752995274037234
169,P180,2.693689387641009
169,P1889,1.215857939421847
169,P828,2.371913103846252
169,P31,0.9873660784845858
169,P2079,2.5654707339071328
169,P461,1.6907084607295597
170,P279,0.46402725703381137
170,P460,0.7876497637018617
172,P361,1.1307898413175381
173,P527,0.8561107964461443
173,P1552,1.9618033055487631
174,P527,0.8561107964461443
174,P461,1.6907084607295597
174,P361,1.1307898413175381
174,P460,0.7876497637018617
174,P1889,2.431715878843694
174,P1382,3.2674142134594657
174,P279,2.320136285169057
174,P129,3.647275904258861
174,P186,9.120694268256981
174,P31,0.9873660784845858
174,P1552,5.88540991664629
175,P527,0.8561107964461443
175,P279,2.7841635422028683
175,P460,0.7876497637018617
176,P279,0.46402725703381137
176,P3095,2.216964657722196
176,P1552,1.9618033055487631
177,P279,3.2481907992366796
177,P460,2.362949291105585
177,P31,3.949464313938343
177,P1382,3.2674142134594657
177,P361,4.5231593652701525
177,P2079,5.1309414678142655
177,P461,1.6907084607295597
177,P1269,1.79960880309251
177,P2670,2.697550396298469
177,P527,3.424443185784577
177,P1889,2.431715878843694
177,P1552,1.9618033055487631
177,P3712,3.347171311808523
177,P425,2.9641790595524173
177,P366,2.411804432873554
177,P828,2.371913103846252
177,P1542,2.9367800853643025
178,P279,2.320136285169057
178,P460,0.7876497637018617
178,P1269,3.59921760618502
178,P31,0.9873660784845858
178,P17,4.938260085574427
179,P1269,1.79960880309251
179,P2079,2.5654707339071328
180,P527,0.8561107964461443
180,P461,1.6907084607295597
180,P361,1.1307898413175381
180,P460,1.5752995274037234
180,P1889,3.647573818265541
180,P1382,3.2674142134594657
180,P279,2.320136285169057
180,P129,3.647275904258861
180,P186,9.120694268256981
180,P31,0.9873660784845858
180,P1552,5.88540991664629
181,P279,1.8561090281352455
181,P460,1.5752995274037234
181,P527,0.8561107964461443
181,P2579,4.078058820351315
182,P180,2.693689387641009
182,P1889,1.215857939421847
182,P828,2.371913103846252
182,P1269,1.79960880309251
182,P2079,2.5654707339071328
182,P527,0.8561107964461443
182,P279,0.9280545140676227
191,P527,3.424443185784577
191,P361,2.2615796826350762
191,P1535,2.630235269284563
191,P2670,2.697550396298469
191,P460,0.7876497637018617
191,P1889,1.215857939421847
191,P279,0.9280545140676227
193,P279,1.3920817711014342
193,P460,1.5752995274037234
193,P180,2.693689387641009
193,P1889,1.215857939421847
193,P828,2.371913103846252
193,P527,0.8561107964461443
193,P361,1.1307898413175381
193,P3095,2.216964657722196
193,P31,0.9873660784845858
196,P361,1.1307898413175381
196,P279,0.46402725703381137
196,P1889,1.215857939421847
198,P279,0.9280545140676227
198,P460,0.7876497637018617
198,P1552,1.9618033055487631
198,P1535,5.260470538569126
198,P31,1.9747321569691716
198,P461,1.6907084607295597
203,P527,0.8561107964461443
204,P527,0.8561107964461443
205,P279,1.3920817711014342
205,P460,0.7876497637018617
205,P31,0.9873660784845858
205,P1889,1.215857939421847
206,P279,0.9280545140676227
206,P460,0.7876497637018617
206,P1889,2.431715878843694
206,P1382,3.2674142134594657
206,P129,3.647275904258861
206,P186,9.120694268256981
207,P279,2.7841635422028683
207,P460,2.362949291105585
207,P31,2.9620982354537575
207,P1382,1.6337071067297328
207,P180,2.693689387641009
207,P1889,1.215857939421847
207,P828,2.371913103846252
207,P1269,1.79960880309251
207,P2079,2.5654707339071328
207,P2670,2.697550396298469
207,P361,1.1307898413175381
207,P3095,2.216964657722196
209,P279,0.46402725703381137
209,P460,0.7876497637018617
209,P527,1.7122215928922886
209,P361,2.2615796826350762
209,P461,1.6907084607295597
209,P31,0.9873660784845858
211,P180,2.693689387641009
211,P1889,1.215857939421847
211,P828,2.371913103846252
211,P527,1.7122215928922886
211,P1269,1.79960880309251
211,P2079,2.5654707339071328
211,P279,0.9280545140676227
212,P279,1.8561090281352455
212,P460,1.5752995274037234
212,P31,0.9873660784845858
212,P1382,1.6337071067297328
212,P1552,1.9618033055487631
212,P828,2.371913103846252
213,P279,1.3920817711014342
213,P460,0.7876497637018617
213,P527,0.8561107964461443
213,P1269,1.79960880309251
213,P31,1.9747321569691716
213,P1889,1.215857939421847
213,P366,2.411804432873554
214,P361,1.1307898413175381
214,P460,1.5752995274037234
214,P279,1.8561090281352455
214,P3095,2.216964657722196
214,P2578,16.347257128021255
214,P2283,5.1843931551133355
214,P186,3.0402314227523273
214,P366,2.411804432873554
217,P1269,1.79960880309251
217,P31,0.9873660784845858
219,P361,1.1307898413175381
221,P279,3.2481907992366796
221,P460,0.7876497637018617
221,P180,2.693689387641009
221,P1889,2.431715878843694
221,P828,2.371913103846252
221,P527,2.568332389338433
221,P3095,4.433929315444392
221,P2578,16.347257128021255
221,P2283,5.1843931551133355
221,P31,2.9620982354537575
221,P1382,1.6337071067297328
221,P1542,2.9367800853643025
221,P1056,4.032938385070846
221,P2579,4.078058820351315
221,P1269,1.79960880309251
221,P186,3.0402314227523273
221,P361,2.2615796826350762
222,P279,1.8561090281352455
222,P460,0.7876497637018617
222,P361,1.1307898413175381
222,P1542,2.9367800853643025
223,P527,0.8561107964461443
223,P279,0.46402725703381137
224,P279,0.9280545140676227
224,P460,0.7876497637018617
225,P1269,1.79960880309251
225,P31,0.9873660784845858
226,P279,0.46402725703381137
228,P279,0.46402725703381137
229,P279,0.46402725703381137
233,P279,1.8561090281352455
233,P460,1.5752995274037234
233,P527,0.8561107964461443
233,P1269,1.79960880309251
233,P461,1.6907084607295597
233,P1889,2.431715878843694
233,P3095,4.433929315444392
233,P31,0.9873660784845858
236,P279,0.46402725703381137
237,P279,0.46402725703381137
238,P279,0.46402725703381137
239,P527,0.8561107964461443
239,P279,0.9280545140676227
240,P279,0.9280545140676227
240,P31,1.9747321569691716
240,P460,1.5752995274037234
240,P527,2.568332389338433
240,P361,3.392369523952614
240,P1552,1.9618033055487631
240,P1889,2.431715878843694
240,P1382,3.2674142134594657
240,P2389,4.576145418339876
240,P155,3.293104090538247
240,P461,1.6907084607295597
241,P279,2.320136285169057
241,P460,1.5752995274037234
241,P361,1.1307898413175381
241,P3095,2.216964657722196
244,P279,1.3920817711014342
244,P460,1.5752995274037234
245,P279,4.640272570338114
245,P460,3.1505990548074467
245,P31,1.9747321569691716
245,P1382,1.6337071067297328
245,P180,2.693689387641009
245,P1889,3.647573818265541
245,P828,2.371913103846252
245,P527,4.280553982230721
245,P1269,5.39882640927753
245,P2079,2.5654707339071328
245,P361,2.2615796826350762
245,P2670,2.697550396298469
245,P425,2.9641790595524173
245,P366,2.411804432873554
246,P527,0.8561107964461443
246,P1889,1.215857939421847
246,P279,1.3920817711014342
247,P527,5.136664778676866
247,P461,3.3814169214591194
247,P361,1.1307898413175381
247,P460,0.7876497637018617
247,P31,2.9620982354537575
