entity1,relations,entity2
Q157165,P31,Q151885
Q49007,P279,Q28823
Q49007,P186,Q161
Q2748405,P1056,Q11426
Q694116,P31,Q28640
Q3589556,P17,Q31
Q3230,P361,Q2
Q3230,P376,Q2
Q287,P1582,Q10884
Q24489,P527,Q623
Q10990,P279,Q2095
Q614806,P279,Q11460
Q7995739,P17,Q43
Q4290,P3095,Q557880
Q706622,P31,Q151885
Q706622,P527,Q4503831
Q11410,P279,Q173799
Q587961,P31,Q8054
Q872,P31,Q268592
Q872,P279,Q15078788
Q11635,P31,Q268592
Q11423,P1552,Q122508
Q7925,P279,Q11663
Q7925,P1542,Q8068
Q7925,P527,Q283
Q1313,P156,Q1314
Q1313,P279,Q24384
Q2994387,P31,Q28640
Q39782,P527,Q753
Q39782,P527,Q758
Q39782,P366,Q41207
Q169545,P361,Q446
Q121998,P31,Q28640
Q58964,P31,Q39546
Q727002,P31,Q49848
Q727002,P31,Q93288
Q4268333,P31,Q82799
Q1121708,P279,Q2995644
Q11229,P279,Q3481047
Q80831,P186,Q670
Q80831,P186,Q663
Q80831,P186,Q753
Q507443,P31,Q268592
Q43845,P31,Q28640
Q3351781,P17,Q33
Q11472,P366,Q735
Q575,P527,Q36402
Q188572,P279,Q42848
Q836925,P279,Q10870555
Q5090,P279,Q12117
Q5090,P279,Q235352
Q5090,P527,Q41534
Q10949665,P31,Q28640
Q10949665,P425,Q181487
Q143873,P279,Q446
Q25288,P4934,Q11423
Q298,P530,Q33
Q298,P530,Q43
Q298,P530,Q77
Q298,P530,Q902
Q298,P530,Q96
Q298,P463,Q41550
Q177,P527,Q36465
Q177,P527,Q42962
Q177,P527,Q11254
Q126793,P31,Q268592
Q126793,P279,Q601401
Q852729,P31,Q3957
Q72827,P527,Q623
Q525,P398,Q2
Q833899,P31,Q28640
Q657014,P740,Q340
Q11460,P186,Q28823
Q11460,P361,Q12684
Q11460,P366,Q12684
Q45190,P31,Q2908004
Q282,P186,Q10978
Q282,P366,Q40050
Q11451,P31,Q268592
Q11451,P279,Q2207288
Q11451,P3095,Q131512
Q1364,P527,Q40763
Q191768,P279,Q10990
Q40763,P279,Q2095
Q1370714,P186,Q287
Q190868,P279,Q161928
Q172226,P279,Q39546
Q157171,P279,Q93288
Q10884,P1672,Q287
Q93352,P279,Q468756
Q789774,P279,Q44167
Q870,P366,Q3565868
Q43261,P828,Q207961
Q476300,P31,Q1139327
Q43193,P366,Q651658
Q290667,P279,Q207961
Q1930187,P31,Q28640
Q1930187,P279,Q482980
Q1930187,P279,Q28640
Q1141526,P31,Q28640
Q2785824,P279,Q83267
Q746628,P279,Q180516
Q8016240,P710,Q41487
Q15645384,P279,Q12117
Q15645384,P279,Q2095
Q23640,P527,Q9635
Q23640,P527,Q37017
Q410291,P527,Q623
Q207326,P361,Q8502
Q81938,P279,Q160402
Q81938,P2176,Q130336
Q40050,P279,Q11435
Q40050,P279,Q2095
Q28813,P279,Q83267
Q35758,P1552,Q11423
Q170544,P366,Q49389
Q11190,P3095,Q39631
Q431289,P279,Q167270
Q61509,P279,Q79782
Q4503831,P279,Q706622
Q12117,P279,Q2995529
Q623,P138,Q24489
Q2308461,P106,Q1930187
Q4821052,P20,Q1794
Q192628,P279,Q10990
Q163446,P527,Q28823
Q157470,P31,Q151885
Q41803,P111,Q11423
Q3565868,P361,Q7590
Q3565868,P31,Q268592
Q2095549,P31,Q28640
Q5113,P1672,Q10990
Q677,P31,Q11426
Q39495,P1535,Q131512
Q902,P530,Q878
Q902,P530,Q43
Q902,P530,Q869
Q902,P530,Q334
Q902,P530,Q96
Q902,P530,Q298
Q8068,P828,Q7925
Q8068,P1542,Q4
Q482798,P111,Q36253
Q134574,P279,Q39546
Q174984,P279,Q42848
Q28640,P279,Q192581
Q11573,P111,Q36253
Q6147804,P186,Q28823
Q6147804,P366,Q12684
Q4421,P527,Q10884
Q9128,P2579,Q14620
Q4,P361,Q3
Q4850064,P17,Q736
Q253276,P111,Q36253
Q36794,P527,Q35473
Q22676,P279,Q161928
Q12097,P31,Q28640
Q12097,P279,Q8441
Q1120961,P31,Q151885
Q14660,P279,Q806880
Q379813,P279,Q40763
Q379813,P279,Q2095
Q39631,P425,Q11190
Q48674256,P31,Q11424
Q917284,P279,Q756
Q41207,P279,Q693464
Q638,P279,Q735
Q638,P279,Q173799
Q638,P279,Q11461
Q638,P527,Q11461
Q657221,P279,Q6460735
Q40348,P425,Q7748
Q167270,P279,Q3695082
Q167270,P279,Q80071
Q334,P530,Q96
Q334,P530,Q869
Q334,P530,Q902
Q1282130,P1056,Q22656
Q740732,P279,Q161928
Q736,P530,Q77
Q736,P530,Q96
Q13270,P279,Q2095
Q35852,P111,Q11500
Q41534,P527,Q623
Q6097,P527,Q283
Q6097,P186,Q11002
Q6097,P186,Q283
Q5413454,P17,Q33
Q507154,P452,Q507443
Q1566,P527,Q33971
Q128430,P279,Q3707571
Q2560184,P31,Q3957
Q240,P17,Q31
Q240,P131,Q31
Q240,P361,Q82794
Q151885,P1552,Q1128596
Q187046,P279,Q11472
Q12959,P106,Q188094
Q188613,P279,Q628455
Q80071,P279,Q3695082
Q1740314,P31,Q22687
Q728,P279,Q39546
Q1339249,P279,Q40348
Q730,P530,Q96
Q8495,P279,Q2095
Q8495,P279,Q40050
Q8495,P527,Q8054
Q8495,P527,Q127980
Q40231,P279,Q189760
Q79719,P279,Q93288
Q1511,P106,Q482980
Q127418,P366,Q37260
Q3051909,P452,Q126793
Q107211,P31,Q161
Q130336,P527,Q623
Q130336,P2175,Q81938
Q36465,P279,Q2908004
Q36465,P186,Q2995529
Q36465,P361,Q178
Q484830,P279,Q601401
Q2,P527,Q3230
Q2,P527,Q5107
Q2,P397,Q525
Q2,P138,Q36133
Q14076,P186,Q131877
Q14076,P186,Q244680
Q40843,P279,Q80071
Q384475,P31,Q151885
Q8743,P106,Q43845
Q177882,P17,Q869
Q901,P31,Q28640
Q33,P530,Q298
Q33,P530,Q43
Q33,P530,Q96
Q33,P463,Q41550
Q39558,P31,Q42501
Q25294,P1552,Q11423
Q81054,P361,Q11663
Q81054,P279,Q8094
Q210439,P279,Q192581
Q8502,P527,Q207326
Q235113,P279,Q193291
Q96,P463,Q41550
Q96,P463,Q182000
Q96,P530,Q1028
Q96,P530,Q334
Q96,P530,Q43
Q96,P530,Q730
Q96,P530,Q77
Q96,P530,Q869
Q96,P530,Q878
Q96,P530,Q31
Q96,P530,Q33
Q96,P530,Q736
Q96,P530,Q902
Q96,P530,Q298
Q2840,P1542,Q3241045
Q49389,P279,Q61509
Q49389,P366,Q173799
Q49389,P31,Q268592
Q869095,P1056,Q44
Q77,P530,Q298
Q77,P530,Q96
Q77,P530,Q736
Q77,P530,Q31
Q161,P366,Q28823
Q1110323,P452,Q126793
Q31,P530,Q43
Q31,P530,Q77
Q31,P530,Q96
Q31,P463,Q41550
Q31,P150,Q240
Q31,P527,Q240
Q5611697,P452,Q11451
Q246,P31,Q431289
Q43,P530,Q298
Q43,P530,Q31
Q43,P530,Q33
Q43,P530,Q1028
Q43,P530,Q96
Q43,P530,Q878
Q43,P530,Q902
Q43,P463,Q41550
Q1422061,P1056,Q44
Q721587,P31,Q49845
Q721587,P452,Q49845
Q163810,P1056,Q43193
Q959362,P279,Q56139
Q959362,P31,Q56139
Q9635,P361,Q23640
Q9635,P927,Q23640
Q878,P530,Q398
Q878,P530,Q43
Q878,P530,Q96
Q878,P530,Q902
Q36963,P279,Q192581
Q9401,P452,Q507443
Q9401,P1056,Q11474
Q1027218,P31,Q167270
Q208826,P279,Q36253
Q184418,P1557,Q4
Q184418,P186,Q287
Q184418,P186,Q758
Q184418,P186,Q11426
Q121594,P31,Q28640
Q867662,P1056,Q42962
Q31975,P279,Q3481047
Q660651,P279,Q49848
Q1124733,P279,Q35140
Q9266,P279,Q2095
Q9266,P527,Q10990
Q160289,P279,Q160402
Q160289,P527,Q11461
Q2105,P39,Q140686
Q2105,P735,Q2624417
Q4022,P527,Q283
Q12876,P31,Q728
Q869,P530,Q96
Q869,P530,Q334
Q869,P530,Q902
Q869,P38,Q177882
Q7565,P279,Q7566
Q6537379,P279,Q349
Q332378,P31,Q167270
Q332378,P31,Q431289
Q332378,P279,Q374
Q201097,P186,Q287
Q201097,P186,Q11474
Q130759,P735,Q17689481
Q327751,P1056,Q8486
Q270952,P31,Q101072
Q44,P527,Q283
Q17149955,P279,Q11446
Q688725,P1056,Q24489
Q374,P279,Q56139
Q374,P527,Q153
Q398,P530,Q878
Q1028,P530,Q96
Q1028,P530,Q43
Q1028,P138,Q679
Q425094,P527,Q623
Q42177,P366,Q1144593
Q1776022,P31,Q783794
Q1776022,P1056,Q22656
Q612403,P1056,Q897
Q652698,P186,Q11457
Q963388,P1303,Q27939
Q165950,P279,Q83267
Q216774,P31,Q151885
Q3241045,P279,Q11190
Q841571,P279,Q215627
Q79007,P279,Q34442
Q79007,P361,Q319608
Q79007,P527,Q34442
Q12379,P3828,Q6147804
Q12379,P3828,Q22676
Q14620,P2578,Q9128
Q1044291,P1056,Q11424
Q173387,P1557,Q4
Q1641044,P1056,Q42501
Q645292,P279,Q11460
Q645292,P366,Q349
