entity1,relations,entity2
Q39495,P1535,Q131512
Q902,P530,Q878
Q902,P530,Q43
Q902,P530,Q869
Q902,P530,Q334
Q902,P530,Q96
Q902,P530,Q298
Q8068,P828,Q7925
Q8068,P1542,Q4
Q482798,P111,Q36253
Q134574,P279,Q39546
Q174984,P279,Q42848
Q28640,P279,Q192581
Q11573,P111,Q36253
Q6147804,P186,Q28823
Q6147804,P366,Q12684
Q9128,P2579,Q14620
Q4,P361,Q3
Q4850064,P17,Q736
Q253276,P111,Q36253
Q22676,P279,Q161928
Q12097,P279,Q8441
Q14660,P279,Q806880
Q379813,P279,Q40763
Q379813,P279,Q2095
Q39631,P425,Q11190
Q917284,P279,Q756
Q41207,P279,Q693464
Q638,P279,Q735
Q638,P279,Q173799
Q638,P279,Q11461
Q657221,P279,Q6460735
Q40348,P425,Q7748
Q167270,P279,Q3695082
Q167270,P279,Q80071
Q334,P530,Q96
Q334,P530,Q869
Q334,P530,Q902
Q1282130,P1056,Q22656
Q740732,P279,Q161928
Q736,P530,Q77
Q736,P530,Q96
Q13270,P279,Q2095
Q35852,P111,Q11500
Q6097,P186,Q11002
Q6097,P186,Q283
Q5413454,P17,Q33
Q507154,P452,Q507443
Q128430,P279,Q3707571
Q240,P17,Q31
Q240,P131,Q31
Q240,P361,Q82794
Q151885,P1552,Q1128596
Q187046,P279,Q11472
Q12959,P106,Q188094
Q188613,P279,Q628455
Q80071,P279,Q3695082
Q728,P279,Q39546
Q1339249,P279,Q40348
Q730,P530,Q96
Q8495,P279,Q2095
Q8495,P279,Q40050
Q40231,P279,Q189760
Q79719,P279,Q93288
Q1511,P106,Q482980
Q127418,P366,Q37260
Q3051909,P452,Q126793
Q130336,P2175,Q81938
Q36465,P279,Q2908004
Q36465,P186,Q2995529
Q36465,P361,Q178
Q484830,P279,Q601401
Q2,P397,Q525
Q2,P138,Q36133
Q14076,P186,Q131877
Q14076,P186,Q244680
Q40843,P279,Q80071
Q8743,P106,Q43845
Q177882,P17,Q869
Q33,P530,Q298
Q33,P530,Q43
Q33,P530,Q96
Q33,P463,Q41550
Q25294,P1552,Q11423
Q81054,P361,Q11663
Q81054,P279,Q8094
Q210439,P279,Q192581
Q235113,P279,Q193291
Q96,P463,Q41550
Q96,P463,Q182000
Q96,P530,Q1028
Q96,P530,Q334
Q96,P530,Q43
Q96,P530,Q730
Q96,P530,Q77
Q96,P530,Q869
Q96,P530,Q878
Q96,P530,Q31
Q96,P530,Q33
Q96,P530,Q736
Q96,P530,Q902
Q96,P530,Q298
Q2840,P1542,Q3241045
Q49389,P279,Q61509
Q49389,P366,Q173799
Q869095,P1056,Q44
Q77,P530,Q298
Q77,P530,Q96
Q77,P530,Q736
Q77,P530,Q31
Q161,P366,Q28823
Q1110323,P452,Q126793
Q31,P530,Q43
Q31,P530,Q77
Q31,P530,Q96
Q31,P463,Q41550
Q31,P150,Q240
Q5611697,P452,Q11451
Q43,P530,Q298
Q43,P530,Q31
Q43,P530,Q33
Q43,P530,Q1028
Q43,P530,Q96
Q43,P530,Q878
Q43,P530,Q902
Q43,P463,Q41550
Q1422061,P1056,Q44
Q721587,P452,Q49845
Q163810,P1056,Q43193
Q959362,P279,Q56139
Q9635,P361,Q23640
Q9635,P927,Q23640
Q878,P530,Q398
Q878,P530,Q43
Q878,P530,Q96
Q878,P530,Q902
Q36963,P279,Q192581
Q9401,P452,Q507443
Q9401,P1056,Q11474
Q208826,P279,Q36253
Q184418,P1557,Q4
Q184418,P186,Q287
Q184418,P186,Q758
Q184418,P186,Q11426
Q867662,P1056,Q42962
Q31975,P279,Q3481047
Q660651,P279,Q49848
Q1124733,P279,Q35140
Q9266,P279,Q2095
Q160289,P279,Q160402
Q2105,P39,Q140686
Q2105,P735,Q2624417
Q869,P530,Q96
Q869,P530,Q334
Q869,P530,Q902
Q869,P38,Q177882
Q7565,P279,Q7566
Q6537379,P279,Q349
Q332378,P279,Q374
Q201097,P186,Q287
Q201097,P186,Q11474
Q130759,P735,Q17689481
Q327751,P1056,Q8486
Q17149955,P279,Q11446
Q688725,P1056,Q24489
Q374,P279,Q56139
Q398,P530,Q878
Q1028,P530,Q96
Q1028,P530,Q43
Q1028,P138,Q679
Q42177,P366,Q1144593
Q1776022,P1056,Q22656
Q612403,P1056,Q897
Q652698,P186,Q11457
Q963388,P1303,Q27939
Q165950,P279,Q83267
Q3241045,P279,Q11190
Q841571,P279,Q215627
Q79007,P279,Q34442
Q79007,P361,Q319608
Q12379,P3828,Q6147804
Q12379,P3828,Q22676
Q14620,P2578,Q9128
Q1044291,P1056,Q11424
Q173387,P1557,Q4
Q1641044,P1056,Q42501
Q645292,P279,Q11460
Q645292,P366,Q349
